imageName,aestheticScore,qualityScore
iaa_pub17773_.jpg,2.981481481,3.166666667
iaa_pub1175_.jpg,3.532258065,3.725806452
iaa_pub19138_.jpg,3.520833333,3.683333333
iaa_pub11922_.jpg,3.36,3.644
iaa_pub4655_.jpg,2.782608696,2.92173913
iaa_pub19038_.jpg,3.75,3.8625
iaa_pub17392_.jpg,2.541666667,2.5375
iaa_pub2020_.jpg,2.875,3.216666667
iaa_pub31000_.jpg,3.22,3.544
iaa_pub5576_.jpg,3.44,3.624
iaa_pub759_.jpg,2.52,2.668
iaa_pub27161_.jpg,3.159090909,3.395454545
iaa_pub2836_.jpg,4.104166667,4.25
iaa_pub30562_.jpg,3.5625,3.658333333
iaa_pub1548_.jpg,1.82,1.964
iaa_pub9786_.jpg,2.8125,3.029166667
iaa_pub22043_.jpg,3.26,3.488
iaa_pub8255_.jpg,3.44,3.636
iaa_pub15665_.jpg,3.391304348,3.695652174
iaa_pub5383_.jpg,3.3125,3.641666667
iaa_pub29547_.jpg,1.82,1.92
iaa_pub14741_.jpg,2.4375,2.570833333
iaa_pub8454_.jpg,3.232142857,3.360714286
iaa_pub10956_.jpg,3.538461538,3.565384615
iaa_pub17310_.jpg,1.541666667,1.695833333
iaa_pub17091_.jpg,3.788461538,3.903846154
iaa_pub28680_.jpg,3.159090909,3.35
iaa_pub27448_.jpg,3.590909091,3.695454545
iaa_pub24154_.jpg,3.16,3.328
iaa_pub18475_.jpg,2.948275862,3.172413793
iaa_pub5503_.jpg,2.145833333,2.275
iaa_pub9191_.jpg,3.267857143,3.575
iaa_pub12564_.jpg,2.711538462,2.769230769
iaa_pub21541_.jpg,3.708333333,3.6375
iaa_pub28988_.jpg,2.854166667,3.004166667
iaa_pub28178_.jpg,3.326086957,3.617391304
iaa_pub11150_.jpg,3.229166667,3.479166667
iaa_pub20787_.jpg,3.195652174,3.565217391
iaa_pub22506_.jpg,2.26,2.436
iaa_pub7802_.jpg,2.98,3.292
iaa_pub27732_.jpg,3.75,3.8875
iaa_pub18515_.jpg,3.883333333,3.89
iaa_pub24429_.jpg,3.08,3.28
iaa_pub10748_.jpg,2.979166667,3.154166667
iaa_pub10757_.jpg,3.0,3.1375
iaa_pub18712_.jpg,3.5,3.652
iaa_pub6170_.jpg,2.88,3.088
iaa_pub11475_.jpg,2.82,3.032
iaa_pub5815_.jpg,3.28,3.376
iaa_pub5785_.jpg,3.06,3.18
iaa_pub24209_.jpg,3.84,3.848
iaa_pub30760_.jpg,3.666666667,3.741666667
iaa_pub28159_.jpg,3.47826087,3.669565217
iaa_pub9400_.jpg,3.148148148,3.396296296
iaa_pub1571_.jpg,2.58,2.772
iaa_pub21915_.jpg,2.34,2.448
iaa_pub27410_.jpg,3.145833333,3.383333333
iaa_pub802_.jpg,2.2,2.2
iaa_pub11553_.jpg,3.625,3.779166667
iaa_pub14879_.jpg,3.041666667,3.116666667
iaa_pub11025_.jpg,2.66,2.916
iaa_pub10857_.jpg,2.36,2.516
iaa_pub388_.jpg,2.7,2.966666667
iaa_pub4404_.jpg,3.9375,4.0625
iaa_pub27923_.jpg,3.2,3.516666667
iaa_pub5488_.jpg,3.416666667,3.608333333
iaa_pub3308_.jpg,3.26,3.488
iaa_pub2157_.jpg,3.38,3.696
iaa_pub11716_.jpg,4.166666667,4.204166667
iaa_pub23961_.jpg,2.270833333,2.458333333
iaa_pub18946_.jpg,3.22,3.472
iaa_pub12324_.jpg,3.854166667,3.983333333
iaa_pub25786_.jpg,2.78,2.964
iaa_pub7283_.jpg,3.87037037,4.055555556
iaa_pub3505_.jpg,3.634615385,3.703846154
iaa_pub30399_.jpg,3.5,3.5625
iaa_pub15553_.jpg,3.104166667,3.395833333
iaa_pub17360_.jpg,3.9375,3.995833333
iaa_pub6774_.jpg,2.173913043,2.395652174
iaa_pub10034_.jpg,1.68,1.676
iaa_pub27074_.jpg,3.884615385,4.019230769
iaa_pub30646_.jpg,4.18,4.2
iaa_pub8781_.jpg,4.019230769,4.165384615
iaa_pub17067_.jpg,3.44,3.752
iaa_pub21852_.jpg,3.333333333,3.5625
iaa_pub3690_.jpg,3.479166667,3.5625
iaa_pub19266_.jpg,3.0625,3.145833333
iaa_pub10417_.jpg,2.5625,2.591666667
iaa_pub10334_.jpg,3.104166667,3.279166667
iaa_pub6881_.jpg,2.535714286,2.714285714
iaa_pub15515_.jpg,3.4,3.632
iaa_pub14511_.jpg,2.22,2.364
iaa_pub18581_.jpg,3.229166667,3.320833333
iaa_pub25249_.jpg,3.270833333,3.5125
iaa_pub12252_.jpg,3.82,4.012
iaa_pub22548_.jpg,2.64,2.652
iaa_pub12893_.jpg,2.130434783,2.269565217
iaa_pub24979_.jpg,3.9375,4.008333333
iaa_pub10637_.jpg,3.807692308,3.876923077
iaa_pub11129_.jpg,2.75,2.972727273
iaa_pub3245_.jpg,3.589285714,3.725
iaa_pub654_.jpg,3.06,3.48
iaa_pub22884_.jpg,4.0625,4.129166667
iaa_pub17143_.jpg,1.538461538,1.576923077
iaa_pub257_.jpg,3.269230769,3.419230769
iaa_pub28950_.jpg,3.0,3.213043478
iaa_pub19279_.jpg,2.583333333,2.75
iaa_pub17777_.jpg,3.148148148,3.318518519
iaa_pub3955_.jpg,3.074074074,3.281481481
iaa_pub15472_.jpg,3.14,3.36
iaa_pub198_.jpg,3.5,3.632
iaa_pub28293_.jpg,1.64,1.724
iaa_pub7600_.jpg,1.910714286,2.060714286
iaa_pub6174_.jpg,2.76,2.88
iaa_pub5470_.jpg,4.145833333,4.233333333
iaa_pub11545_.jpg,3.7,3.848
iaa_pub873_.jpg,3.6,3.704
iaa_pub18382_.jpg,3.14,3.248
iaa_pub129_.jpg,4.0,4.164
iaa_pub11532_.jpg,2.74,2.856
iaa_pub20562_.jpg,3.479166667,3.658333333
iaa_pub23395_.jpg,3.7,3.82
iaa_pub30146_.jpg,3.5,3.604166667
iaa_pub13878_.jpg,3.354166667,3.5
iaa_pub5926_.jpg,2.96,3.044
iaa_pub13297_.jpg,3.604166667,3.633333333
iaa_pub23167_.jpg,3.64,3.724
iaa_pub18962_.jpg,1.9,2.08
iaa_pub21878_.jpg,3.583333333,3.75
iaa_pub21766_.jpg,2.72,2.672
iaa_pub25842_.jpg,3.720588235,3.911764706
iaa_pub160_.jpg,3.28,3.42
iaa_pub31091_.jpg,3.695652174,3.82173913
iaa_pub3335_.jpg,2.56,2.804
iaa_pub31065_.jpg,3.458333333,3.579166667
iaa_pub27124_.jpg,2.0,2.133333333
iaa_pub256_.jpg,3.076923077,3.4
iaa_pub6853_.jpg,3.293103448,3.389655172
iaa_pub16863_.jpg,2.891304348,2.895652174
iaa_pub25825_.jpg,3.5,3.648
iaa_pub24473_.jpg,2.44,2.512
iaa_pub6708_.jpg,3.583333333,3.808333333
iaa_pub14385_.jpg,3.625,3.841666667
iaa_pub5062_.jpg,3.125,3.1625
iaa_pub27734_.jpg,3.4375,3.579166667
iaa_pub2333_.jpg,1.75,1.8875
iaa_pub18595_.jpg,2.708333333,2.716666667
iaa_pub28418_.jpg,1.892857143,2.010714286
iaa_pub7288_.jpg,3.074074074,3.27037037
iaa_pub14352_.jpg,3.229166667,3.479166667
iaa_pub14457_.jpg,3.08,3.332
iaa_pub18135_.jpg,3.604166667,3.804166667
iaa_pub26926_.jpg,3.12,3.372
iaa_pub1405_.jpg,1.583333333,1.679166667
iaa_pub1421_.jpg,3.229166667,3.429166667
iaa_pub4401_.jpg,2.958333333,3.258333333
iaa_pub8068_.jpg,3.846153846,3.892307692
iaa_pub1908_.jpg,3.403846154,3.584615385
iaa_pub28876_.jpg,2.979166667,3.158333333
iaa_pub21810_.jpg,2.958333333,3.129166667
iaa_pub12596_.jpg,3.0,3.188461538
iaa_pub17944_.jpg,1.75,1.775
iaa_pub28424_.jpg,2.369565217,2.382608696
iaa_pub20994_.jpg,2.9,3.096
iaa_pub30498_.jpg,1.583333333,1.7125
iaa_pub14051_.jpg,1.395833333,1.358333333
iaa_pub30855_.jpg,3.173913043,3.486956522
iaa_pub6325_.jpg,1.574074074,1.614814815
iaa_pub10822_.jpg,3.108695652,3.069565217
iaa_pub24560_.jpg,2.893939394,3.115151515
iaa_pub7458_.jpg,3.865384615,3.703846154
iaa_pub26999_.jpg,2.98,3.264
iaa_pub29640_.jpg,3.48,3.636
iaa_pub25058_.jpg,3.0,3.132
iaa_pub22140_.jpg,3.291666667,3.554166667
iaa_pub24284_.jpg,2.68,2.72
iaa_pub9380_.jpg,3.4375,3.6
iaa_pub28001_.jpg,3.1875,3.425
iaa_pub31126_.jpg,3.739130435,3.87826087
iaa_pub923_.jpg,3.456521739,3.704347826
iaa_pub502_.jpg,3.9,3.948
iaa_pub24541_.jpg,2.196969697,2.345454545
iaa_pub18752_.jpg,4.02,4.048
iaa_pub22509_.jpg,2.28,2.328
iaa_pub20283_.jpg,2.846153846,3.134615385
iaa_pub7052_.jpg,3.770833333,3.883333333
iaa_pub16576_.jpg,3.208333333,3.420833333
iaa_pub655_.jpg,3.22,3.384
iaa_pub28563_.jpg,1.833333333,1.908333333
iaa_pub14055_.jpg,4.0,4.004166667
iaa_pub28907_.jpg,3.479166667,3.5875
iaa_pub16211_.jpg,3.041666667,3.258333333
iaa_pub19369_.jpg,3.083333333,3.291666667
iaa_pub24358_.jpg,3.1875,3.3
iaa_pub14047_.jpg,3.166666667,3.1875
iaa_pub18844_.jpg,3.541666667,3.8125
iaa_pub10820_.jpg,3.195652174,3.239130435
iaa_pub28332_.jpg,2.82,3.072
iaa_pub25645_.jpg,3.217391304,3.447826087
iaa_pub4091_.jpg,3.083333333,3.245833333
iaa_pub20899_.jpg,2.75,2.8
iaa_pub12040_.jpg,2.833333333,2.908333333
iaa_pub28387_.jpg,2.928571429,3.057142857
iaa_pub24836_.jpg,1.68,1.824
iaa_pub16872_.jpg,3.586956522,3.708695652
iaa_pub16201_.jpg,2.916666667,3.008333333
iaa_pub22678_.jpg,3.08,3.26
iaa_pub26795_.jpg,3.351851852,3.614814815
iaa_pub13272_.jpg,2.625,2.745833333
iaa_pub29425_.jpg,2.9,3.244
iaa_pub27982_.jpg,3.166666667,3.304166667
iaa_pub12086_.jpg,4.108695652,4.1
iaa_pub19151_.jpg,3.708333333,3.7125
iaa_pub24387_.jpg,3.06,3.276
iaa_pub29149_.jpg,2.72,2.992
iaa_pub19497_.jpg,2.454545455,2.513636364
iaa_pub19051_.jpg,3.12,3.292
iaa_pub11269_.jpg,2.089285714,2.3
iaa_pub19224_.jpg,1.586956522,1.813043478
iaa_pub6741_.jpg,2.217391304,2.460869565
iaa_pub28239_.jpg,3.634615385,3.807692308
iaa_pub4001_.jpg,3.241935484,3.5
iaa_pub16823_.jpg,2.739130435,2.747826087
iaa_pub15859_.jpg,3.625,3.795833333
iaa_pub6702_.jpg,3.291666667,3.595833333
iaa_pub28560_.jpg,3.448275862,3.631034483
iaa_pub23977_.jpg,3.0,3.166666667
iaa_pub19253_.jpg,2.645833333,2.679166667
iaa_pub4903_.jpg,2.448275862,2.617241379
iaa_pub15051_.jpg,3.82,3.888
iaa_pub30239_.jpg,3.442307692,3.6
iaa_pub17362_.jpg,3.291666667,3.554166667
iaa_pub11200_.jpg,3.395833333,3.575
iaa_pub26393_.jpg,3.7,3.892
iaa_pub7006_.jpg,2.479166667,2.7375
iaa_pub14085_.jpg,3.24,3.364
iaa_pub30770_.jpg,2.854166667,2.908333333
iaa_pub10226_.jpg,1.804347826,1.891304348
iaa_pub27917_.jpg,2.9,3.156666667
iaa_pub28194_.jpg,1.608695652,1.7
iaa_pub8878_.jpg,3.06,3.452
iaa_pub21366_.jpg,3.416666667,3.779166667
iaa_pub16887_.jpg,3.347826087,3.57826087
iaa_pub8113_.jpg,3.711538462,3.8
iaa_pub12062_.jpg,3.869565217,3.895652174
iaa_pub3842_.jpg,1.425925926,1.477777778
iaa_pub13967_.jpg,3.5,3.695652174
iaa_pub24282_.jpg,3.8,3.988
iaa_pub1793_.jpg,3.46,3.648
iaa_pub17733_.jpg,3.444444444,3.555555556
iaa_pub23480_.jpg,3.32,3.62
iaa_pub15295_.jpg,3.519230769,3.611538462
iaa_pub25145_.jpg,2.733333333,2.993333333
iaa_pub30135_.jpg,3.458333333,3.575
iaa_pub1138_.jpg,3.403225806,3.625806452
iaa_pub2584_.jpg,3.354166667,3.595833333
iaa_pub27890_.jpg,2.716666667,2.95
iaa_pub20458_.jpg,2.928571429,3.107142857
iaa_pub25613_.jpg,3.92,4.084
iaa_pub12095_.jpg,3.608695652,3.752173913
iaa_pub21543_.jpg,1.333333333,1.358333333
iaa_pub23735_.jpg,3.92,3.952
iaa_pub8450_.jpg,3.928571429,4.067857143
iaa_pub20346_.jpg,1.5,1.628
iaa_pub16304_.jpg,3.303571429,3.464285714
iaa_pub27109_.jpg,2.104166667,2.2125
iaa_pub6619_.jpg,3.291666667,3.7125
iaa_pub11992_.jpg,3.645833333,3.6
iaa_pub389_.jpg,3.65,3.766666667
iaa_pub20254_.jpg,3.211538462,3.373076923
iaa_pub23531_.jpg,1.8125,1.978125
iaa_pub14788_.jpg,3.1875,3.1625
iaa_pub8862_.jpg,2.2,2.296
iaa_pub24494_.jpg,3.32,3.392
iaa_pub17316_.jpg,3.020833333,3.295833333
iaa_pub26687_.jpg,2.865384615,3.138461538
iaa_pub9249_.jpg,3.25,3.396428571
iaa_pub16642_.jpg,3.0625,3.295833333
iaa_pub11745_.jpg,2.833333333,3.025
iaa_pub28657_.jpg,3.75,4.009090909
iaa_pub9554_.jpg,3.520833333,3.7125
iaa_pub9884_.jpg,4.0,4.108333333
iaa_pub21965_.jpg,3.62,3.792
iaa_pub17985_.jpg,3.291666667,3.441666667
iaa_pub23056_.jpg,3.52173913,3.513043478
iaa_pub18424_.jpg,1.862068966,2.0
iaa_pub11856_.jpg,3.44,3.684
iaa_pub11741_.jpg,3.833333333,3.9625
iaa_pub15350_.jpg,3.583333333,3.75
iaa_pub680_.jpg,3.6,3.88
iaa_pub9266_.jpg,3.017857143,3.2
iaa_pub18212_.jpg,3.333333333,3.5375
iaa_pub2058_.jpg,4.08,4.212
iaa_pub20680_.jpg,3.166666667,3.3125
iaa_pub11584_.jpg,3.625,3.7625
iaa_pub1049_.jpg,3.52,3.668
iaa_pub28639_.jpg,2.386363636,2.618181818
iaa_pub27638_.jpg,4.0,4.0375
iaa_pub3687_.jpg,3.9375,3.954166667
iaa_pub28662_.jpg,3.090909091,3.286363636
iaa_pub16533_.jpg,2.875,3.129166667
iaa_pub25171_.jpg,2.383333333,2.503333333
iaa_pub12628_.jpg,3.9375,4.004166667
iaa_pub15641_.jpg,3.173913043,3.291304348
iaa_pub19700_.jpg,2.5625,2.675
iaa_pub8888_.jpg,3.16,3.46
iaa_pub3315_.jpg,3.72,3.876
iaa_pub16172_.jpg,2.708333333,2.8375
iaa_pub15230_.jpg,3.090909091,3.181818182
iaa_pub18252_.jpg,3.583333333,3.716666667
iaa_pub23356_.jpg,3.5,3.684210526
iaa_pub2647_.jpg,3.0,3.225
iaa_pub21927_.jpg,3.1,3.316
iaa_pub435_.jpg,3.44,3.632
iaa_pub15932_.jpg,2.884615385,3.138461538
iaa_pub15757_.jpg,3.3125,3.470833333
iaa_pub15173_.jpg,3.6875,3.883333333
iaa_pub2349_.jpg,3.9375,4.158333333
iaa_pub26997_.jpg,3.62,3.892
iaa_pub24377_.jpg,3.6,3.892
iaa_pub24895_.jpg,2.416666667,2.545833333
iaa_pub13268_.jpg,3.395833333,3.620833333
iaa_pub6266_.jpg,3.4,3.592
iaa_pub3490_.jpg,2.72,2.936
iaa_pub19984_.jpg,4.0,4.058333333
iaa_pub16656_.jpg,3.604166667,3.775
iaa_pub1014_.jpg,2.5,2.784
iaa_pub465_.jpg,3.26,3.544
iaa_pub14920_.jpg,3.326086957,3.552173913
iaa_pub8331_.jpg,4.083333333,4.175
iaa_pub21165_.jpg,3.666666667,3.8625
iaa_pub7851_.jpg,3.26,3.308
iaa_pub8183_.jpg,1.384615385,1.480769231
iaa_pub24129_.jpg,2.729166667,3.054166667
iaa_pub11891_.jpg,2.62,2.856
iaa_pub16682_.jpg,2.479166667,2.595833333
iaa_pub8629_.jpg,3.240740741,3.455555556
iaa_pub17149_.jpg,1.942307692,2.019230769
iaa_pub2041_.jpg,3.06,3.412
iaa_pub29906_.jpg,3.041666667,3.1875
iaa_pub19677_.jpg,3.4375,3.570833333
iaa_pub6605_.jpg,3.270833333,3.495833333
iaa_pub1190_.jpg,3.193548387,3.396774194
iaa_pub29408_.jpg,3.64,3.808
iaa_pub9073_.jpg,2.78,2.96
iaa_pub20857_.jpg,1.38,1.4
iaa_pub17903_.jpg,3.666666667,3.870833333
iaa_pub8407_.jpg,3.178571429,3.396428571
iaa_pub20565_.jpg,3.166666667,3.383333333
iaa_pub12477_.jpg,3.78,3.904
iaa_pub21143_.jpg,3.75,3.920833333
iaa_pub28146_.jpg,3.652173913,3.782608696
iaa_pub7679_.jpg,3.192307692,3.269230769
iaa_pub21132_.jpg,3.791666667,3.916666667
iaa_pub20584_.jpg,3.717391304,3.917391304
iaa_pub21113_.jpg,3.291666667,3.395833333
iaa_pub17710_.jpg,3.269230769,3.480769231
iaa_pub24796_.jpg,1.88,1.956
iaa_pub24851_.jpg,2.916666667,2.9875
iaa_pub10130_.jpg,2.08,2.2
iaa_pub6394_.jpg,3.0,3.276
iaa_pub5126_.jpg,3.152173913,3.247826087
iaa_pub11010_.jpg,3.08,3.308
iaa_pub25341_.jpg,3.375,3.575
iaa_pub10108_.jpg,3.76,3.936
iaa_pub29312_.jpg,3.3,3.356
iaa_pub24891_.jpg,3.395833333,3.5375
iaa_pub10894_.jpg,3.1,3.452
iaa_pub11166_.jpg,3.145833333,3.3375
iaa_pub14816_.jpg,3.1875,3.329166667
iaa_pub26685_.jpg,2.711538462,2.996153846
iaa_pub6057_.jpg,3.4375,3.704166667
iaa_pub29592_.jpg,3.58,3.724
iaa_pub14739_.jpg,1.958333333,2.15
iaa_pub5203_.jpg,3.54,3.752
iaa_pub5672_.jpg,3.1875,3.433333333
iaa_pub23783_.jpg,3.62,3.82
iaa_pub23309_.jpg,3.66,3.768
iaa_pub11664_.jpg,3.375,3.579166667
iaa_pub13240_.jpg,3.416666667,3.591666667
iaa_pub11320_.jpg,1.9,1.996
iaa_pub24529_.jpg,2.984848485,3.178787879
iaa_pub27355_.jpg,3.8125,3.941666667
iaa_pub29409_.jpg,3.86,4.032
iaa_pub17571_.jpg,2.875,3.029166667
iaa_pub30181_.jpg,3.730769231,3.915384615
iaa_pub22454_.jpg,2.854166667,3.133333333
iaa_pub30366_.jpg,3.5,3.660869565
iaa_pub11601_.jpg,3.0,3.120833333
iaa_pub13337_.jpg,3.586956522,3.67826087
iaa_pub29623_.jpg,3.72,3.824
iaa_pub10809_.jpg,3.543478261,3.565217391
iaa_pub20718_.jpg,3.333333333,3.341666667
iaa_pub14273_.jpg,3.456521739,3.530434783
iaa_pub12651_.jpg,3.6875,3.879166667
iaa_pub25079_.jpg,3.28,3.444
iaa_pub29834_.jpg,3.46,3.784
iaa_pub20817_.jpg,2.58,2.82
iaa_pub13204_.jpg,3.4375,3.575
iaa_pub5421_.jpg,3.304347826,3.613043478
iaa_pub4252_.jpg,3.02,3.136
iaa_pub1060_.jpg,3.5,3.767647059
iaa_pub4446_.jpg,3.346153846,3.469230769
iaa_pub17648_.jpg,3.192307692,3.288461538
iaa_pub24345_.jpg,3.270833333,3.454166667
iaa_pub26334_.jpg,2.869565217,3.113043478
iaa_pub13851_.jpg,2.42,2.544
iaa_pub17322_.jpg,3.916666667,4.0625
iaa_pub25106_.jpg,4.08,4.128
iaa_pub28781_.jpg,2.608695652,2.686956522
iaa_pub112_.jpg,2.64,2.756
iaa_pub16471_.jpg,3.173076923,3.346153846
iaa_pub5991_.jpg,3.730769231,3.888461538
iaa_pub12718_.jpg,3.86,4.22
iaa_pub4041_.jpg,3.161290323,3.335483871
iaa_pub5187_.jpg,3.68,3.856
iaa_pub29041_.jpg,2.041666667,2.0
iaa_pub15424_.jpg,2.057692308,2.3
iaa_pub3291_.jpg,3.16,3.34
iaa_pub28425_.jpg,3.043478261,3.208695652
iaa_pub26019_.jpg,3.22,3.384
iaa_pub9804_.jpg,3.444444444,3.737037037
iaa_pub31004_.jpg,3.62,3.828
iaa_pub20698_.jpg,3.041666667,3.258333333
iaa_pub5335_.jpg,3.729166667,3.854166667
iaa_pub29654_.jpg,2.98,3.132
iaa_pub12689_.jpg,3.34,3.564
iaa_pub16626_.jpg,3.5625,3.804166667
iaa_pub18742_.jpg,3.24,3.676
iaa_pub27475_.jpg,3.25,3.495454545
iaa_pub17613_.jpg,3.333333333,3.570833333
iaa_pub16144_.jpg,3.425925926,3.666666667
iaa_pub30077_.jpg,3.18,3.32
iaa_pub11861_.jpg,2.82,3.036
iaa_pub19392_.jpg,2.9375,3.108333333
iaa_pub16871_.jpg,3.717391304,3.97826087
iaa_pub7484_.jpg,2.769230769,2.776923077
iaa_pub25326_.jpg,2.64,2.908
iaa_pub2849_.jpg,3.8125,3.995833333
iaa_pub1924_.jpg,2.961538462,3.103846154
iaa_pub7414_.jpg,3.06,3.372
iaa_pub21261_.jpg,2.76,3.004
iaa_pub12934_.jpg,2.782608696,2.991304348
iaa_pub29301_.jpg,3.2,3.388
iaa_pub16572_.jpg,3.208333333,3.395833333
iaa_pub23759_.jpg,2.12,2.28
iaa_pub18305_.jpg,3.78,3.904
iaa_pub6720_.jpg,4.0625,4.279166667
iaa_pub20724_.jpg,2.260869565,2.3
iaa_pub17757_.jpg,3.759259259,3.911111111
iaa_pub15113_.jpg,3.28,3.4
iaa_pub12305_.jpg,3.24,3.384
iaa_pub17102_.jpg,3.596153846,3.773076923
iaa_pub20124_.jpg,3.62,3.648
iaa_pub657_.jpg,2.86,3.24
iaa_pub24905_.jpg,3.520833333,3.645833333
iaa_pub26598_.jpg,1.695652174,1.8
iaa_pub1097_.jpg,3.25,3.417647059
iaa_pub24713_.jpg,2.016129032,2.058064516
iaa_pub29139_.jpg,3.22,3.456
iaa_pub4671_.jpg,3.065217391,3.213043478
iaa_pub8569_.jpg,2.7,2.968
iaa_pub10387_.jpg,3.375,3.479166667
iaa_pub20305_.jpg,2.84,3.112
iaa_pub8362_.jpg,3.333333333,3.475
iaa_pub10631_.jpg,3.576923077,3.780769231
iaa_pub2479_.jpg,2.944444444,3.207407407
iaa_pub12738_.jpg,2.66,3.016
iaa_pub7168_.jpg,2.84,2.812
iaa_pub1053_.jpg,3.367647059,3.585294118
iaa_pub916_.jpg,3.02173913,3.352173913
iaa_pub30151_.jpg,3.75,3.866666667
iaa_pub309_.jpg,2.64,2.956
iaa_pub175_.jpg,1.42,1.524
iaa_pub2345_.jpg,4.0,4.2125
iaa_pub27854_.jpg,2.913793103,3.144827586
iaa_pub3423_.jpg,2.76,2.904
iaa_pub4236_.jpg,3.4,3.604
iaa_pub22445_.jpg,3.458333333,3.620833333
iaa_pub12949_.jpg,3.369565217,3.617391304
iaa_pub24425_.jpg,3.5,3.776
iaa_pub1432_.jpg,3.270833333,3.525
iaa_pub29789_.jpg,2.66,2.832
iaa_pub16392_.jpg,3.56,3.712
iaa_pub4999_.jpg,4.106060606,4.209090909
iaa_pub13205_.jpg,1.5625,1.745833333
iaa_pub22341_.jpg,2.88,3.112
iaa_pub12450_.jpg,3.346153846,3.480769231
iaa_pub26915_.jpg,3.8,3.864
iaa_pub26978_.jpg,3.4,3.608
iaa_pub22362_.jpg,3.48,3.776
iaa_pub14386_.jpg,2.895833333,3.054166667
iaa_pub1056_.jpg,3.205882353,3.323529412
iaa_pub13601_.jpg,2.692307692,2.753846154
iaa_pub25593_.jpg,2.42,2.724
iaa_pub18447_.jpg,3.913793103,4.003448276
iaa_pub18883_.jpg,3.041666667,3.304166667
iaa_pub27935_.jpg,2.6875,2.883333333
iaa_pub11071_.jpg,3.681818182,3.895454545
iaa_pub1638_.jpg,3.458333333,3.691666667
iaa_pub14545_.jpg,2.94,3.156
iaa_pub3459_.jpg,3.86,4.016
iaa_pub5239_.jpg,3.72,3.864
iaa_pub29479_.jpg,3.583333333,3.683333333
iaa_pub20271_.jpg,2.442307692,2.557692308
iaa_pub14614_.jpg,2.92,2.936
iaa_pub21389_.jpg,3.020833333,3.141666667
iaa_pub28282_.jpg,2.58,2.744
iaa_pub22830_.jpg,3.520833333,3.6125
iaa_pub17553_.jpg,2.666666667,2.85
iaa_pub23461_.jpg,3.42,3.512
iaa_pub30073_.jpg,4.06,4.092
iaa_pub18303_.jpg,3.8,3.932
iaa_pub26852_.jpg,2.782608696,3.204347826
iaa_pub21464_.jpg,3.108695652,3.408695652
iaa_pub17453_.jpg,2.58,2.848
iaa_pub19113_.jpg,2.604166667,2.716666667
iaa_pub5531_.jpg,4.0,4.076
iaa_pub509_.jpg,3.66,3.72
iaa_pub10715_.jpg,3.791666667,3.729166667
iaa_pub17526_.jpg,3.0,3.129166667
iaa_pub17775_.jpg,3.388888889,3.592592593
iaa_pub5298_.jpg,3.458333333,3.4625
iaa_pub18363_.jpg,2.58,2.776
iaa_pub18729_.jpg,3.14,3.352
iaa_pub28752_.jpg,3.717391304,3.82173913
iaa_pub20610_.jpg,2.891304348,3.065217391
iaa_pub1980_.jpg,3.208333333,3.3375
iaa_pub15558_.jpg,2.666666667,2.95
iaa_pub7479_.jpg,1.826923077,1.823076923
iaa_pub22357_.jpg,2.84,3.076
iaa_pub12523_.jpg,3.68,3.816
iaa_pub20527_.jpg,2.895833333,3.116666667
iaa_pub27684_.jpg,3.375,3.5875
