,sessionId,imageName,aestheticScore,qualityScore
37,session1,iaa_pub38_.jpg,2.2708333333333335,2.4375
38,session1,iaa_pub39_.jpg,1.4375,1.55
39,session1,iaa_pub40_.jpg,3.6041666666666665,3.8125
40,session1,iaa_pub41_.jpg,3.4166666666666665,3.670833333333333
41,session1,iaa_pub42_.jpg,3.8541666666666665,3.9625
42,session1,iaa_pub43_.jpg,2.875,3.1333333333333333
43,session1,iaa_pub44_.jpg,3.5208333333333335,3.6875
44,session1,iaa_pub45_.jpg,3.5625,3.6875
45,session1,iaa_pub46_.jpg,3.1458333333333335,3.4250000000000003
46,session1,iaa_pub47_.jpg,4.145833333333333,4.304166666666666
47,session1,iaa_pub48_.jpg,1.625,1.7916666666666667
48,session1,iaa_pub49_.jpg,2.0,2.216666666666667
49,session1,iaa_pub50_.jpg,3.9583333333333335,4.1625
50,session1,iaa_pub51_.jpg,1.3125,1.4291666666666665
51,session1,iaa_pub52_.jpg,2.6875,2.8833333333333333
52,session1,iaa_pub53_.jpg,3.125,3.375
53,session1,iaa_pub54_.jpg,2.4375,2.6875
54,session1,iaa_pub55_.jpg,3.0,3.3041666666666667
55,session1,iaa_pub56_.jpg,3.5,3.6958333333333333
56,session1,iaa_pub57_.jpg,3.75,3.9250000000000003
57,session1,iaa_pub58_.jpg,3.1458333333333335,3.375
58,session1,iaa_pub59_.jpg,3.9166666666666665,4.0375000000000005
59,session1,iaa_pub60_.jpg,3.0416666666666665,3.3083333333333336
60,session1,iaa_pub61_.jpg,2.625,2.9166666666666665
61,session1,iaa_pub62_.jpg,3.1458333333333335,3.3375
62,session1,iaa_pub63_.jpg,3.2291666666666665,3.4791666666666665
63,session1,iaa_pub64_.jpg,3.5208333333333335,3.7583333333333333
64,session1,iaa_pub65_.jpg,3.3541666666666665,3.5708333333333333
65,session1,iaa_pub66_.jpg,3.9375,4.05
66,session1,iaa_pub67_.jpg,3.2083333333333335,3.5
67,session1,iaa_pub68_.jpg,2.8541666666666665,3.1374999999999997
68,session1,iaa_pub69_.jpg,3.125,3.4625
69,session1,iaa_pub70_.jpg,3.2083333333333335,3.4375
70,session10,iaa_pub631_.jpg,2.22,2.504
71,session10,iaa_pub632_.jpg,1.62,1.732
72,session10,iaa_pub633_.jpg,2.8,3.1919999999999997
73,session10,iaa_pub634_.jpg,2.94,3.24
74,session10,iaa_pub635_.jpg,2.86,3.156
75,session10,iaa_pub636_.jpg,2.9,3.2560000000000002
76,session10,iaa_pub637_.jpg,3.36,3.752
77,session10,iaa_pub638_.jpg,3.28,3.6239999999999997
78,session10,iaa_pub639_.jpg,2.84,3.1319999999999997
79,session10,iaa_pub640_.jpg,2.22,2.3520000000000003
80,session10,iaa_pub641_.jpg,3.14,3.528
81,session10,iaa_pub642_.jpg,3.86,3.968
82,session10,iaa_pub643_.jpg,3.0,3.42
83,session10,iaa_pub644_.jpg,3.44,3.696
84,session10,iaa_pub645_.jpg,3.08,3.26
85,session10,iaa_pub646_.jpg,1.58,1.796
86,session10,iaa_pub647_.jpg,3.12,3.492
87,session10,iaa_pub648_.jpg,2.88,3.1639999999999997
88,session10,iaa_pub649_.jpg,3.86,3.972
89,session10,iaa_pub650_.jpg,2.36,2.616
90,session10,iaa_pub651_.jpg,3.26,3.5039999999999996
91,session10,iaa_pub652_.jpg,2.06,2.2840000000000003
92,session10,iaa_pub653_.jpg,2.94,3.2960000000000003
93,session10,iaa_pub654_.jpg,3.06,3.48
94,session10,iaa_pub655_.jpg,3.22,3.384
95,session10,iaa_pub656_.jpg,2.86,3.1519999999999997
96,session10,iaa_pub657_.jpg,2.86,3.24
97,session10,iaa_pub658_.jpg,3.08,3.332
98,session10,iaa_pub659_.jpg,3.34,3.508
99,session10,iaa_pub660_.jpg,3.3,3.628
100,session10,iaa_pub661_.jpg,3.04,3.1439999999999997
101,session10,iaa_pub662_.jpg,3.18,3.556
102,session10,iaa_pub663_.jpg,3.52,3.8
103,session10,iaa_pub664_.jpg,3.24,3.3760000000000003
104,session10,iaa_pub665_.jpg,2.58,2.7560000000000002
105,session10,iaa_pub666_.jpg,3.7,3.96
106,session10,iaa_pub667_.jpg,2.0,2.1919999999999997
107,session10,iaa_pub668_.jpg,3.66,3.8080000000000003
108,session10,iaa_pub669_.jpg,3.32,3.668
109,session10,iaa_pub670_.jpg,3.18,3.596
110,session10,iaa_pub671_.jpg,3.36,3.6439999999999997
111,session10,iaa_pub672_.jpg,3.24,3.432
112,session10,iaa_pub673_.jpg,3.42,3.688
113,session10,iaa_pub674_.jpg,1.88,1.9480000000000002
114,session10,iaa_pub675_.jpg,3.12,3.3960000000000004
115,session10,iaa_pub676_.jpg,3.08,3.2319999999999998
116,session10,iaa_pub677_.jpg,3.34,3.5239999999999996
117,session10,iaa_pub678_.jpg,3.1,3.596
118,session10,iaa_pub679_.jpg,3.76,4.02
119,session10,iaa_pub680_.jpg,3.6,3.88
120,session10,iaa_pub681_.jpg,3.1,3.552
121,session10,iaa_pub682_.jpg,3.36,3.784
122,session10,iaa_pub683_.jpg,2.88,3.028
123,session10,iaa_pub684_.jpg,3.9,4.004
124,session10,iaa_pub685_.jpg,3.16,3.3280000000000003
125,session10,iaa_pub686_.jpg,3.08,3.3160000000000003
126,session10,iaa_pub687_.jpg,3.06,3.2239999999999998
127,session10,iaa_pub688_.jpg,1.86,1.9
128,session10,iaa_pub689_.jpg,3.08,3.3960000000000004
129,session10,iaa_pub690_.jpg,1.72,1.8880000000000001
130,session10,iaa_pub691_.jpg,3.28,3.48
131,session10,iaa_pub692_.jpg,3.04,3.536
132,session10,iaa_pub693_.jpg,3.42,3.664
133,session10,iaa_pub694_.jpg,2.74,3.056
134,session10,iaa_pub695_.jpg,1.48,1.6440000000000001
135,session10,iaa_pub696_.jpg,3.56,3.864
136,session10,iaa_pub697_.jpg,2.9,3.228
137,session10,iaa_pub698_.jpg,3.4,3.6239999999999997
138,session10,iaa_pub699_.jpg,1.58,1.7280000000000002
139,session10,iaa_pub700_.jpg,3.66,3.908
140,session100,iaa_pub6931_.jpg,4.25,4.275
141,session100,iaa_pub6932_.jpg,3.05,3.195
142,session100,iaa_pub6933_.jpg,3.725,3.825
143,session100,iaa_pub6934_.jpg,4.0,4.075
144,session100,iaa_pub6935_.jpg,4.15,4.1899999999999995
145,session100,iaa_pub6936_.jpg,3.825,3.91
146,session100,iaa_pub6937_.jpg,3.8,3.925
147,session100,iaa_pub6938_.jpg,2.7,2.8600000000000003
148,session100,iaa_pub6939_.jpg,3.9,4.015
149,session100,iaa_pub6940_.jpg,2.7,2.775
150,session100,iaa_pub6941_.jpg,3.35,3.44
151,session100,iaa_pub6942_.jpg,4.225,4.2299999999999995
152,session100,iaa_pub6943_.jpg,3.075,3.2649999999999997
153,session100,iaa_pub6944_.jpg,4.125,4.24
154,session100,iaa_pub6945_.jpg,3.45,3.425
155,session100,iaa_pub6946_.jpg,3.65,3.755
156,session100,iaa_pub6947_.jpg,4.375,4.3549999999999995
157,session100,iaa_pub6948_.jpg,3.375,3.425
158,session100,iaa_pub6949_.jpg,2.55,2.62
159,session100,iaa_pub6950_.jpg,3.625,3.7399999999999998
160,session100,iaa_pub6951_.jpg,3.125,3.345
161,session100,iaa_pub6952_.jpg,3.625,3.72
162,session100,iaa_pub6953_.jpg,3.925,3.8950000000000005
163,session100,iaa_pub6954_.jpg,3.85,3.9299999999999997
164,session100,iaa_pub6955_.jpg,1.675,1.645
165,session100,iaa_pub6956_.jpg,3.075,3.175
166,session100,iaa_pub6957_.jpg,3.85,3.9549999999999996
167,session100,iaa_pub6958_.jpg,3.95,4.025
168,session100,iaa_pub6959_.jpg,3.7,3.79
169,session100,iaa_pub6960_.jpg,3.75,3.87
170,session100,iaa_pub6961_.jpg,1.4,1.395
171,session100,iaa_pub6962_.jpg,3.25,3.31
172,session100,iaa_pub6963_.jpg,3.575,3.6700000000000004
173,session100,iaa_pub6964_.jpg,3.05,3.1350000000000002
174,session100,iaa_pub6965_.jpg,3.9,4.04
175,session100,iaa_pub6966_.jpg,2.9,2.8850000000000002
176,session100,iaa_pub6967_.jpg,1.35,1.415
177,session100,iaa_pub6968_.jpg,3.9,3.9899999999999998
178,session100,iaa_pub6969_.jpg,2.775,3.005
179,session100,iaa_pub6970_.jpg,2.825,2.8850000000000002
180,session100,iaa_pub6971_.jpg,2.95,3.215
181,session100,iaa_pub6972_.jpg,2.325,2.43
182,session100,iaa_pub6973_.jpg,2.925,3.13
183,session100,iaa_pub6974_.jpg,3.2,3.25
184,session100,iaa_pub6975_.jpg,3.45,3.59
185,session100,iaa_pub6976_.jpg,3.15,3.29
186,session100,iaa_pub6977_.jpg,2.975,3.16
187,session100,iaa_pub6978_.jpg,3.1,3.225
188,session100,iaa_pub6979_.jpg,2.875,2.9899999999999998
189,session100,iaa_pub6980_.jpg,3.45,3.5450000000000004
190,session100,iaa_pub6981_.jpg,3.05,3.2
191,session100,iaa_pub6982_.jpg,2.975,3.175
192,session100,iaa_pub6983_.jpg,4.125,4.085
193,session100,iaa_pub6984_.jpg,3.225,3.275
194,session100,iaa_pub6985_.jpg,3.2,3.2299999999999995
195,session100,iaa_pub6986_.jpg,3.65,3.69
196,session100,iaa_pub6987_.jpg,3.05,3.145
197,session100,iaa_pub6988_.jpg,3.975,4.01
198,session100,iaa_pub6989_.jpg,2.9,3.085
199,session100,iaa_pub6990_.jpg,4.05,4.08
200,session100,iaa_pub6991_.jpg,4.0,4.04
201,session100,iaa_pub6992_.jpg,4.275,4.275
202,session100,iaa_pub6993_.jpg,1.575,1.47
203,session100,iaa_pub6994_.jpg,3.525,3.495
204,session100,iaa_pub6995_.jpg,3.25,3.35
205,session100,iaa_pub6996_.jpg,3.5,3.59
206,session100,iaa_pub6997_.jpg,3.9,3.9200000000000004
207,session100,iaa_pub6998_.jpg,3.225,3.245
208,session100,iaa_pub6999_.jpg,3.7,3.7700000000000005
209,session100,iaa_pub7000_.jpg,3.025,3.13
210,session101,iaa_pub7001_.jpg,3.1666666666666665,3.2416666666666667
211,session101,iaa_pub7002_.jpg,1.375,1.3125
212,session101,iaa_pub7003_.jpg,3.1458333333333335,3.345833333333333
213,session101,iaa_pub7004_.jpg,3.3333333333333335,3.5083333333333333
214,session101,iaa_pub7005_.jpg,3.3958333333333335,3.4875000000000003
215,session101,iaa_pub7006_.jpg,2.4791666666666665,2.7375000000000003
216,session101,iaa_pub7007_.jpg,3.5,3.6291666666666664
217,session101,iaa_pub7008_.jpg,3.8541666666666665,4.008333333333334
218,session101,iaa_pub7009_.jpg,1.7708333333333333,1.7083333333333333
219,session101,iaa_pub7010_.jpg,2.4375,2.5749999999999997
220,session101,iaa_pub7011_.jpg,2.9791666666666665,3.2541666666666664
221,session101,iaa_pub7012_.jpg,3.1458333333333335,3.3833333333333333
222,session101,iaa_pub7013_.jpg,3.625,3.8208333333333333
223,session101,iaa_pub7014_.jpg,2.9791666666666665,3.3000000000000003
224,session101,iaa_pub7015_.jpg,3.3125,3.4333333333333336
225,session101,iaa_pub7016_.jpg,3.5208333333333335,3.716666666666667
226,session101,iaa_pub7017_.jpg,2.7083333333333335,3.016666666666667
227,session101,iaa_pub7018_.jpg,2.9583333333333335,3.2291666666666665
228,session101,iaa_pub7019_.jpg,2.8958333333333335,3.1374999999999997
229,session101,iaa_pub7020_.jpg,3.1875,3.3874999999999997
230,session101,iaa_pub7021_.jpg,2.875,3.0208333333333335
231,session101,iaa_pub7022_.jpg,3.4166666666666665,3.6125000000000003
232,session101,iaa_pub7023_.jpg,3.3958333333333335,3.6750000000000003
233,session101,iaa_pub7024_.jpg,2.7083333333333335,2.875
234,session101,iaa_pub7025_.jpg,3.1875,3.4250000000000003
235,session101,iaa_pub7026_.jpg,3.25,3.4583333333333335
236,session101,iaa_pub7027_.jpg,2.1458333333333335,2.25
237,session101,iaa_pub7028_.jpg,3.1875,3.3208333333333333
238,session101,iaa_pub7029_.jpg,3.9375,4.0
239,session101,iaa_pub7030_.jpg,3.1041666666666665,3.345833333333333
240,session101,iaa_pub7031_.jpg,3.625,3.7708333333333335
241,session101,iaa_pub7032_.jpg,3.9791666666666665,4.095833333333333
242,session101,iaa_pub7033_.jpg,2.0625,2.191666666666667
243,session101,iaa_pub7034_.jpg,2.9583333333333335,3.283333333333333
244,session101,iaa_pub7035_.jpg,3.6666666666666665,3.7541666666666664
245,session101,iaa_pub7036_.jpg,3.1666666666666665,3.4
246,session101,iaa_pub7037_.jpg,2.8333333333333335,3.025
247,session101,iaa_pub7038_.jpg,3.2083333333333335,3.4583333333333335
248,session101,iaa_pub7039_.jpg,3.6875,3.8958333333333335
249,session101,iaa_pub7040_.jpg,3.8125,3.9625
250,session101,iaa_pub7041_.jpg,3.3333333333333335,3.5666666666666664
251,session101,iaa_pub7042_.jpg,2.9583333333333335,3.0500000000000003
252,session101,iaa_pub7043_.jpg,3.8541666666666665,3.8333333333333335
253,session101,iaa_pub7044_.jpg,3.4166666666666665,3.5708333333333333
254,session101,iaa_pub7045_.jpg,3.0833333333333335,3.3333333333333335
255,session101,iaa_pub7046_.jpg,4.25,4.229166666666667
256,session101,iaa_pub7047_.jpg,3.0,3.1958333333333333
257,session101,iaa_pub7048_.jpg,3.2916666666666665,3.6
258,session101,iaa_pub7049_.jpg,3.3958333333333335,3.65
259,session101,iaa_pub7050_.jpg,2.7916666666666665,3.033333333333333
260,session101,iaa_pub7051_.jpg,2.8958333333333335,3.141666666666667
261,session101,iaa_pub7052_.jpg,3.7708333333333335,3.8833333333333333
262,session101,iaa_pub7053_.jpg,3.5833333333333335,3.7458333333333336
263,session101,iaa_pub7054_.jpg,3.8541666666666665,4.0249999999999995
264,session101,iaa_pub7055_.jpg,2.875,3.025
265,session101,iaa_pub7056_.jpg,3.3541666666666665,3.6
266,session101,iaa_pub7057_.jpg,3.125,3.3166666666666664
267,session101,iaa_pub7058_.jpg,3.1458333333333335,3.3625000000000003
268,session101,iaa_pub7059_.jpg,3.0208333333333335,3.283333333333333
269,session101,iaa_pub7060_.jpg,3.8958333333333335,4.041666666666667
270,session101,iaa_pub7061_.jpg,3.3958333333333335,3.641666666666667
271,session101,iaa_pub7062_.jpg,3.625,3.8958333333333335
272,session101,iaa_pub7063_.jpg,3.3125,3.5666666666666664
273,session101,iaa_pub7064_.jpg,3.3333333333333335,3.6333333333333333
274,session101,iaa_pub7065_.jpg,3.1666666666666665,3.4
275,session101,iaa_pub7066_.jpg,3.6875,3.875
276,session101,iaa_pub7067_.jpg,3.5416666666666665,3.829166666666667
277,session101,iaa_pub7068_.jpg,2.8125,3.0833333333333335
278,session101,iaa_pub7069_.jpg,3.1666666666666665,3.3625000000000003
279,session101,iaa_pub7070_.jpg,3.2083333333333335,3.4583333333333335
280,session102,iaa_pub7071_.jpg,3.4423076923076925,3.6423076923076922
281,session102,iaa_pub7072_.jpg,3.4615384615384617,3.6538461538461537
282,session102,iaa_pub7073_.jpg,3.5961538461538463,3.8
283,session102,iaa_pub7074_.jpg,3.4615384615384617,3.603846153846154
284,session102,iaa_pub7075_.jpg,3.826923076923077,3.957692307692308
285,session102,iaa_pub7076_.jpg,3.6538461538461537,3.7423076923076923
286,session102,iaa_pub7077_.jpg,1.6153846153846154,1.75
287,session102,iaa_pub7078_.jpg,3.1923076923076925,3.276923076923077
288,session102,iaa_pub7079_.jpg,2.8461538461538463,2.973076923076923
289,session102,iaa_pub7080_.jpg,3.6153846153846154,3.730769230769231
290,session102,iaa_pub7081_.jpg,3.076923076923077,3.303846153846154
291,session102,iaa_pub7082_.jpg,3.269230769230769,3.396153846153846
292,session102,iaa_pub7083_.jpg,3.75,3.7807692307692307
293,session102,iaa_pub7084_.jpg,3.3846153846153846,3.5461538461538464
294,session102,iaa_pub7085_.jpg,3.7115384615384617,3.8884615384615384
295,session102,iaa_pub7086_.jpg,3.7884615384615383,3.8884615384615384
296,session102,iaa_pub7087_.jpg,3.423076923076923,3.534615384615385
297,session102,iaa_pub7088_.jpg,3.4423076923076925,3.5615384615384613
298,session102,iaa_pub7089_.jpg,3.0961538461538463,3.1384615384615384
299,session102,iaa_pub7090_.jpg,3.25,3.3999999999999995
300,session102,iaa_pub7091_.jpg,3.8461538461538463,3.9615384615384617
301,session102,iaa_pub7092_.jpg,1.9230769230769231,1.9153846153846152
302,session102,iaa_pub7093_.jpg,3.519230769230769,3.6076923076923078
303,session102,iaa_pub7094_.jpg,3.8846153846153846,3.9692307692307693
304,session102,iaa_pub7095_.jpg,2.5576923076923075,2.723076923076923
305,session102,iaa_pub7096_.jpg,3.576923076923077,3.6538461538461537
306,session102,iaa_pub7097_.jpg,3.269230769230769,3.430769230769231
307,session102,iaa_pub7098_.jpg,2.4038461538461537,2.626923076923077
308,session102,iaa_pub7099_.jpg,2.9038461538461537,2.980769230769231
309,session102,iaa_pub7100_.jpg,3.5,3.6884615384615387
310,session102,iaa_pub7101_.jpg,1.5192307692307692,1.5846153846153848
311,session102,iaa_pub7102_.jpg,3.7884615384615383,3.8115384615384613
312,session102,iaa_pub7103_.jpg,3.0384615384615383,3.1384615384615384
313,session102,iaa_pub7104_.jpg,3.576923076923077,3.7923076923076926
314,session102,iaa_pub7105_.jpg,3.1923076923076925,3.457692307692308
315,session102,iaa_pub7106_.jpg,3.0384615384615383,3.1346153846153846
316,session102,iaa_pub7107_.jpg,2.730769230769231,2.9076923076923076
317,session102,iaa_pub7108_.jpg,3.3653846153846154,3.534615384615385
318,session102,iaa_pub7109_.jpg,3.7115384615384617,3.776923076923077
319,session102,iaa_pub7110_.jpg,3.019230769230769,3.1653846153846152
320,session102,iaa_pub7111_.jpg,2.5961538461538463,2.753846153846154
321,session102,iaa_pub7112_.jpg,3.5576923076923075,3.619230769230769
322,session102,iaa_pub7113_.jpg,3.019230769230769,3.180769230769231
323,session102,iaa_pub7114_.jpg,2.076923076923077,2.0923076923076924
324,session102,iaa_pub7115_.jpg,3.1153846153846154,3.2884615384615383
325,session102,iaa_pub7116_.jpg,3.423076923076923,3.6692307692307695
326,session102,iaa_pub7117_.jpg,3.9038461538461537,4.0
327,session102,iaa_pub7118_.jpg,2.980769230769231,3.1153846153846154
328,session102,iaa_pub7119_.jpg,2.1538461538461537,2.330769230769231
329,session102,iaa_pub7120_.jpg,2.673076923076923,2.776923076923077
330,session102,iaa_pub7121_.jpg,3.8076923076923075,3.8076923076923075
331,session102,iaa_pub7122_.jpg,3.1923076923076925,3.411538461538462
332,session102,iaa_pub7123_.jpg,2.9615384615384617,3.1384615384615384
333,session102,iaa_pub7124_.jpg,2.8076923076923075,2.973076923076923
334,session102,iaa_pub7125_.jpg,3.0961538461538463,3.1923076923076925
335,session102,iaa_pub7126_.jpg,3.3076923076923075,3.4038461538461537
336,session102,iaa_pub7127_.jpg,3.019230769230769,3.1346153846153846
337,session102,iaa_pub7128_.jpg,3.5,3.7653846153846158
338,session102,iaa_pub7129_.jpg,3.1153846153846154,3.2615384615384615
339,session102,iaa_pub7130_.jpg,3.3846153846153846,3.5307692307692307
340,session102,iaa_pub7131_.jpg,2.8846153846153846,3.069230769230769
341,session102,iaa_pub7132_.jpg,3.6153846153846154,3.7615384615384615
342,session102,iaa_pub7133_.jpg,3.9038461538461537,4.069230769230769
343,session102,iaa_pub7134_.jpg,2.6538461538461537,2.8846153846153846
344,session102,iaa_pub7135_.jpg,3.519230769230769,3.6500000000000004
345,session102,iaa_pub7136_.jpg,3.2884615384615383,3.5307692307692307
346,session102,iaa_pub7137_.jpg,3.1346153846153846,3.326923076923077
347,session102,iaa_pub7138_.jpg,2.8461538461538463,3.0961538461538463
348,session102,iaa_pub7139_.jpg,3.173076923076923,3.3230769230769233
349,session102,iaa_pub7140_.jpg,3.576923076923077,3.6923076923076925
350,session103,iaa_pub7141_.jpg,2.1,2.1519999999999997
351,session103,iaa_pub7142_.jpg,3.7,3.804
352,session103,iaa_pub7143_.jpg,3.52,3.688
353,session103,iaa_pub7144_.jpg,1.52,1.608
354,session103,iaa_pub7145_.jpg,2.42,2.6719999999999997
355,session103,iaa_pub7146_.jpg,3.18,3.4160000000000004
356,session103,iaa_pub7147_.jpg,3.48,3.568
357,session103,iaa_pub7148_.jpg,4.16,4.236000000000001
358,session103,iaa_pub7149_.jpg,2.54,2.6439999999999997
359,session103,iaa_pub7150_.jpg,3.32,3.512
360,session103,iaa_pub7151_.jpg,3.86,3.908
361,session103,iaa_pub7152_.jpg,2.94,2.98
362,session103,iaa_pub7153_.jpg,2.66,2.844
363,session103,iaa_pub7154_.jpg,3.28,3.424
364,session103,iaa_pub7155_.jpg,3.1,3.256
365,session103,iaa_pub7156_.jpg,2.52,2.552
366,session103,iaa_pub7157_.jpg,3.06,3.128
367,session103,iaa_pub7158_.jpg,3.82,3.784
368,session103,iaa_pub7159_.jpg,3.76,3.84
369,session103,iaa_pub7160_.jpg,3.42,3.5239999999999996
370,session103,iaa_pub7161_.jpg,3.68,3.84
371,session103,iaa_pub7162_.jpg,3.36,3.5
372,session103,iaa_pub7163_.jpg,3.44,3.452
373,session103,iaa_pub7164_.jpg,3.66,3.7319999999999998
374,session103,iaa_pub7165_.jpg,2.26,2.48
375,session103,iaa_pub7166_.jpg,2.58,2.656
376,session103,iaa_pub7167_.jpg,3.34,3.48
377,session103,iaa_pub7168_.jpg,2.84,2.812
378,session103,iaa_pub7169_.jpg,2.72,2.772
379,session103,iaa_pub7170_.jpg,3.84,3.88
380,session103,iaa_pub7171_.jpg,2.94,3.072
381,session103,iaa_pub7172_.jpg,3.52,3.628
382,session103,iaa_pub7173_.jpg,1.86,1.916
383,session103,iaa_pub7174_.jpg,3.04,3.2880000000000003
384,session103,iaa_pub7175_.jpg,2.1,2.3040000000000003
385,session103,iaa_pub7176_.jpg,3.7,3.8680000000000003
386,session103,iaa_pub7177_.jpg,3.92,3.932
387,session103,iaa_pub7178_.jpg,3.54,3.596
388,session103,iaa_pub7179_.jpg,3.06,3.188
389,session103,iaa_pub7180_.jpg,2.2,2.352
390,session103,iaa_pub7181_.jpg,2.8,2.764
391,session103,iaa_pub7182_.jpg,2.84,2.964
392,session103,iaa_pub7183_.jpg,3.84,3.9160000000000004
393,session103,iaa_pub7184_.jpg,3.9,3.948
394,session103,iaa_pub7185_.jpg,3.3,3.3760000000000003
395,session103,iaa_pub7186_.jpg,3.62,3.764
396,session103,iaa_pub7187_.jpg,2.92,3.1
397,session103,iaa_pub7188_.jpg,3.2,3.284
398,session103,iaa_pub7189_.jpg,1.8,1.8
399,session103,iaa_pub7190_.jpg,3.82,3.8680000000000003
400,session103,iaa_pub7191_.jpg,2.78,2.7960000000000003
401,session103,iaa_pub7192_.jpg,3.36,3.484
402,session103,iaa_pub7193_.jpg,2.1,2.14
403,session103,iaa_pub7194_.jpg,3.1,3.1639999999999997
404,session103,iaa_pub7195_.jpg,2.78,2.984
405,session103,iaa_pub7196_.jpg,2.4,2.488
406,session103,iaa_pub7197_.jpg,3.32,3.2880000000000003
407,session103,iaa_pub7198_.jpg,2.98,3.0439999999999996
408,session103,iaa_pub7199_.jpg,3.44,3.548
409,session103,iaa_pub7200_.jpg,3.4,3.448
410,session103,iaa_pub7201_.jpg,3.34,3.5239999999999996
411,session103,iaa_pub7202_.jpg,3.32,3.512
412,session103,iaa_pub7203_.jpg,3.54,3.596
413,session103,iaa_pub7204_.jpg,3.5,3.596
414,session103,iaa_pub7205_.jpg,3.42,3.536
415,session103,iaa_pub7206_.jpg,3.36,3.42
416,session103,iaa_pub7207_.jpg,3.62,3.74
417,session103,iaa_pub7208_.jpg,3.26,3.392
418,session103,iaa_pub7209_.jpg,3.24,3.3360000000000003
419,session103,iaa_pub7210_.jpg,3.08,3.26
420,session104,iaa_pub7211_.jpg,2.5185185185185186,2.7888888888888888
421,session104,iaa_pub7212_.jpg,2.925925925925926,3.125925925925926
422,session104,iaa_pub7213_.jpg,1.9259259259259258,2.1333333333333333
423,session104,iaa_pub7214_.jpg,2.8518518518518516,3.0037037037037035
424,session104,iaa_pub7215_.jpg,3.9074074074074074,3.9703703703703703
425,session104,iaa_pub7216_.jpg,3.2037037037037037,3.4185185185185185
426,session104,iaa_pub7217_.jpg,3.0185185185185186,3.174074074074074
427,session104,iaa_pub7218_.jpg,2.9814814814814814,3.1037037037037036
428,session104,iaa_pub7219_.jpg,3.037037037037037,3.1888888888888887
429,session104,iaa_pub7220_.jpg,2.8703703703703702,3.048148148148148
430,session104,iaa_pub7221_.jpg,3.3703703703703702,3.4444444444444446
431,session104,iaa_pub7222_.jpg,3.3333333333333335,3.6074074074074076
432,session104,iaa_pub7223_.jpg,3.111111111111111,3.3333333333333335
433,session104,iaa_pub7224_.jpg,4.037037037037037,4.2
434,session104,iaa_pub7225_.jpg,2.8333333333333335,2.9925925925925925
435,session104,iaa_pub7226_.jpg,3.537037037037037,3.685185185185185
436,session104,iaa_pub7227_.jpg,1.9259259259259258,2.1814814814814816
437,session104,iaa_pub7228_.jpg,3.1296296296296298,3.359259259259259
438,session104,iaa_pub7229_.jpg,1.7037037037037037,1.8148148148148149
439,session104,iaa_pub7230_.jpg,3.9444444444444446,4.122222222222222
440,session104,iaa_pub7231_.jpg,3.0,3.162962962962963
441,session104,iaa_pub7232_.jpg,2.8703703703703702,3.1185185185185187
