Index,dataset,ID,1,2,3,4,5,6,7,8,9,10,sem1,sem2,challegeID,sum_score,total_scorer,MOS,scaled_MOS_aesthetic,set
131953,ava,434524.jpg,0,0,4,16,57,64,52,22,12,8,15,19,594,1473,235,6.268085106382979,3.6264697185181016,training
94581,ava,855455.jpg,1,1,0,5,14,45,30,20,16,8,15,19,1164,957,140,6.835714285714285,3.960811194100406,training
56447,ava,587294.jpg,0,0,0,10,25,60,33,18,4,1,18,29,742,946,151,6.264900662251655,3.62459403666709,training
46065,ava,921664.jpg,0,6,11,33,61,41,15,9,1,1,7,14,1301,924,178,5.191011235955056,2.9920582395764392,training
187306,ava,523756.jpg,4,4,17,43,48,39,16,8,2,2,12,18,687,923,183,5.043715846994536,2.9052992083554843,training
190136,ava,776651.jpg,0,0,2,6,31,61,30,13,5,3,18,22,1012,940,151,6.225165562913907,3.6011895109155376,training
134406,ava,248911.jpg,2,4,22,49,90,60,23,12,2,1,18,21,395,1367,265,5.158490566037736,2.9729031130202417,training
111597,ava,759871.jpg,4,5,6,10,20,20,32,21,10,6,2,33,987,834,134,6.223880597014926,3.600432648142477,training
172802,ava,162995.jpg,0,0,2,11,38,58,49,26,16,8,17,19,324,1363,208,6.552884615384615,3.794220587486637,training
43551,ava,858432.jpg,14,16,39,69,55,12,1,4,0,0,18,49,1178,825,210,3.928571428571429,2.248463647537109,training
146624,ava,169980.jpg,1,2,8,29,77,92,66,42,16,12,15,38,333,2144,345,6.214492753623189,3.5949030779117392,test
46145,ava,921471.jpg,1,6,16,36,77,30,9,3,1,2,5,14,1301,886,181,4.895027624309392,2.817719778713011,training
98801,ava,943050.jpg,0,0,1,7,35,52,40,12,4,4,14,15,1356,970,155,6.258064516129032,3.620567451591554,training
68904,ava,569233.jpg,0,2,7,34,68,65,29,10,5,4,18,40,724,1259,224,5.620535714285714,3.245054126879077,training
9402,ava,27968.jpg,2,1,16,26,42,59,46,36,15,9,17,21,114,1555,252,6.170634920634921,3.5690702047419456,training
113102,ava,309611.jpg,10,10,38,49,59,29,9,10,1,0,12,18,466,961,215,4.469767441860465,2.5672356209502407,training
85519,ava,672884.jpg,1,2,16,42,59,20,3,2,0,0,17,56,843,673,145,4.641379310344828,2.668317396563135,validation
2865,ava,165512.jpg,1,7,21,54,114,70,23,4,0,0,6,20,328,1477,294,5.023809523809524,2.893574107339825,validation
173342,ava,436323.jpg,0,3,15,59,78,59,24,9,1,4,19,39,599,1320,252,5.238095238095238,3.01979137121427,training
90485,ava,785478.jpg,0,0,6,8,41,45,27,2,3,1,22,38,1018,767,133,5.7669172932330826,3.3312749113020805,training
197362,ava,397333.jpg,0,1,10,33,57,32,5,3,1,0,22,38,556,709,142,4.992957746478873,2.87540198171158,training
74430,ava,806762.jpg,0,2,7,28,61,32,4,4,2,1,38,0,1063,722,141,5.120567375886525,2.9505658269616197,training
174762,ava,936148.jpg,0,0,3,9,24,66,46,30,12,9,18,21,1344,1321,199,6.63819095477387,3.8444672069813,training
124343,ava,730630.jpg,1,1,15,37,78,34,13,5,1,0,19,57,933,930,185,5.027027027027027,2.8954692614520545,training
103174,ava,408713.jpg,0,0,3,14,33,43,51,24,5,3,17,21,565,1112,176,6.318181818181818,3.655977378015763,training
41019,ava,446241.jpg,1,1,2,15,52,51,30,23,10,5,19,25,610,1169,190,6.152631578947369,3.558465986276081,validation
103482,ava,429197.jpg,0,0,0,20,59,50,17,4,1,2,2,14,581,855,153,5.588235294117647,3.226028730486238,training
114603,ava,295757.jpg,3,2,9,20,48,72,41,8,11,8,12,17,452,1316,222,5.927927927927928,3.426112412876145,training
69328,ava,597278.jpg,1,1,5,21,65,62,27,16,3,2,19,22,753,1163,203,5.729064039408867,3.30897881871204,test
214770,ava,948721.jpg,0,1,0,8,26,55,27,12,5,0,18,40,1382,824,134,6.149253731343284,3.556476387091676,training
209609,ava,382742.jpg,2,4,15,33,82,49,26,10,2,1,15,19,543,1181,224,5.272321428571429,3.0399510730831047,training
62920,ava,611619.jpg,0,0,2,10,52,54,26,11,3,1,20,0,770,937,159,5.8930817610062896,3.405587536264459,training
154780,ava,537527.jpg,0,2,7,33,63,52,15,10,0,0,2,10,697,969,182,5.324175824175824,3.0704940327706707,validation
241658,ava,41349.jpg,2,9,16,40,73,50,21,15,4,0,10,20,145,1196,230,5.2,2.99735274652548,test
245506,ava,695986.jpg,2,5,14,38,58,26,15,2,4,0,20,21,888,809,164,4.932926829268292,2.840042937160013,training
128795,ava,417361.jpg,0,1,10,27,64,67,32,11,7,4,14,0,576,1277,223,5.726457399103139,3.3074434713446683,training
54930,ava,253072.jpg,3,1,4,16,61,55,27,19,9,3,8,18,402,1168,198,5.898989898989899,3.409067511648584,training
165438,ava,904179.jpg,3,4,9,14,44,59,28,15,2,1,19,0,1255,1012,179,5.653631284916201,3.2645478779453465,training
111674,ava,594202.jpg,4,3,3,17,30,52,47,65,35,69,17,0,750,2403,325,7.3938461538461535,4.289558621391844,training
177705,ava,608249.jpg,0,3,7,41,101,87,42,15,6,2,21,40,766,1706,304,5.6118421052631575,3.2399334703403118,validation
2481,ava,164658.jpg,2,4,15,56,125,52,21,10,6,4,11,20,328,1537,295,5.210169491525424,3.003342718370369,validation
58687,ava,943254.jpg,4,11,26,62,76,32,11,2,0,0,18,59,1365,1017,224,4.540178571428571,2.608708754845419,training
227753,ava,686211.jpg,6,7,12,23,52,43,17,8,5,2,5,19,872,914,175,5.222857142857142,3.0108159213387538,validation
191332,ava,162020.jpg,0,12,19,66,112,66,39,10,10,6,19,40,326,1804,340,5.305882352941176,3.059718923969323,validation
138302,ava,472333.jpg,2,7,18,61,70,33,13,6,2,1,12,19,636,1029,213,4.830985915492958,2.7799983221632907,training
25083,ava,872748.jpg,0,1,9,18,66,52,15,2,0,0,14,46,1201,864,163,5.300613496932515,3.056615494553235,training
41036,ava,445139.jpg,0,0,3,13,47,63,53,20,10,6,38,0,610,1355,215,6.3023255813953485,3.646637834177273,training
205079,ava,845288.jpg,1,1,4,8,39,75,51,23,9,4,2,20,1153,1354,215,6.297674418604651,3.6438982346513167,training
205449,ava,63004.jpg,3,11,21,52,50,44,29,15,4,9,18,21,194,1259,238,5.2899159663865545,3.0503145003865213,test
238131,ava,175264.jpg,3,11,33,73,94,40,14,4,1,0,15,38,338,1265,273,4.633699633699634,2.6637939602863496,training
46353,ava,240063.jpg,34,25,46,69,82,36,15,4,1,0,18,22,386,1270,312,4.07051282051282,2.332069100103514,training
249459,ava,917236.jpg,0,0,2,10,49,54,20,8,2,1,20,57,1290,847,146,5.801369863013699,3.35156795372746,validation
4298,ava,364696.jpg,0,0,6,24,55,67,39,16,6,4,1,40,524,1286,217,5.926267281105991,3.425134268818221,training
21514,ava,848234.jpg,0,2,4,18,67,103,45,14,1,0,19,0,1154,1477,254,5.81496062992126,3.3595731043215893,test
27933,ava,289031.jpg,0,0,7,11,51,66,54,30,13,9,22,38,443,1541,241,6.394190871369295,3.700747766723145,training
186147,ava,423835.jpg,1,0,6,14,54,68,28,21,0,2,20,0,580,1137,194,5.860824742268041,3.38658770391698,test
19697,ava,282003.jpg,1,7,13,56,138,119,67,26,11,7,16,17,430,2528,445,5.680898876404495,3.28060886829914,training
11704,ava,639558.jpg,1,1,3,5,21,38,62,41,22,12,6,20,809,1445,206,7.014563106796117,4.0661556353729615,training
147442,ava,736606.jpg,2,0,3,10,26,38,45,36,24,12,14,0,943,1348,196,6.877551020408164,3.985453612285417,test
194091,ava,45441.jpg,0,2,3,18,30,44,28,9,4,6,2,21,156,863,144,5.993055555555555,3.4644734906978454,test
58467,ava,551374.jpg,3,0,4,15,48,31,8,3,2,1,18,38,706,609,115,5.295652173913044,3.053693206341899,training
166856,ava,64833.jpg,8,6,23,62,79,53,27,11,6,1,2,0,199,1391,276,5.0398550724637685,2.9030251584995064,test
187901,ava,12709.jpg,0,1,3,18,29,25,13,5,4,1,2,20,66,555,99,5.606060606060606,3.2365280869582658,test
157532,ava,821431.jpg,0,3,7,31,57,51,22,11,8,3,40,49,1093,1086,193,5.626943005181347,3.248828110265651,training
41313,ava,665239.jpg,0,1,4,13,57,67,37,15,6,4,2,20,844,1226,204,6.009803921568627,3.474338511049688,training
52153,ava,927857.jpg,1,4,7,17,52,47,28,9,8,3,14,0,1322,1010,176,5.738636363636363,3.3146170507189696,test
172754,ava,162862.jpg,0,0,8,29,50,60,32,18,9,2,5,19,324,1219,208,5.860576923076923,3.3864417349692,training
35424,ava,763524.jpg,3,2,9,31,52,27,7,0,0,2,40,53,990,649,133,4.879699248120301,2.8086911521026257,test
56060,ava,111726.jpg,3,3,19,45,76,40,11,9,2,0,40,0,265,1033,208,4.966346153846154,2.859727383800845,training
148514,ava,34823.jpg,0,1,2,12,26,40,20,9,6,5,2,20,130,742,121,6.132231404958677,3.5464500002734765,test
89415,ava,761563.jpg,0,0,10,25,66,39,13,5,0,1,40,0,976,835,159,5.251572327044025,3.027729563910776,training
194516,ava,268686.jpg,1,11,33,63,90,42,17,10,1,3,5,40,420,1314,271,4.848708487084871,2.7904371631406586,training
170863,ava,463170.jpg,0,0,7,13,41,61,32,12,8,5,5,18,628,1086,179,6.067039106145251,3.508050830224536,training
214368,ava,303007.jpg,1,0,15,45,72,54,11,7,3,1,2,20,458,1080,209,5.167464114832536,2.9781886579754846,training
95037,ava,864100.jpg,1,0,1,3,21,41,43,19,7,3,19,57,1180,913,139,6.568345323741007,3.803327159582724,validation
14259,ava,278881.jpg,1,3,13,36,98,57,44,22,8,4,22,38,433,1618,286,5.6573426573426575,3.266733927885483,training
46299,ava,939712.jpg,5,10,25,45,71,29,10,5,2,0,4,18,1354,937,202,4.638613861386139,2.666688508692034,training
121253,ava,212815.jpg,0,0,2,6,28,66,70,57,37,28,1,18,366,2125,294,7.227891156462585,4.19180882147697,training
123344,ava,262988.jpg,0,2,13,10,42,70,50,36,21,19,2,20,413,1730,263,6.577946768060836,3.808982543728752,training
129673,ava,173905.jpg,2,13,43,109,92,50,27,15,5,2,2,0,335,1727,358,4.824022346368715,2.775896683168866,training
131742,ava,37988.jpg,5,20,36,53,40,36,16,2,3,2,14,34,138,956,213,4.488262910798122,2.5781297092060416,training
183105,ava,535667.jpg,1,2,4,25,57,56,29,8,3,0,22,40,698,1032,185,5.578378378378378,3.220222870123598,test
254889,ava,800845.jpg,0,4,4,31,48,29,14,4,3,1,18,38,1052,725,138,5.253623188405797,3.0289375497558964,test
122927,ava,203653.jpg,0,2,7,22,60,61,35,17,7,5,12,17,358,1273,216,5.893518518518518,3.405844792509253,training
83637,ava,627241.jpg,0,1,5,9,46,62,28,6,4,2,18,0,783,955,163,5.858895705521473,3.3854514744633426,training
214804,ava,949223.jpg,0,1,4,11,50,38,17,5,2,1,17,27,1382,723,129,5.604651162790698,3.2356979052837334,training
225453,ava,61101.jpg,4,10,33,52,75,53,28,15,3,1,1,18,190,1377,274,5.025547445255475,2.894597767225263,test
9016,ava,617204.jpg,2,1,13,42,71,75,39,20,10,1,40,0,777,1549,274,5.653284671532846,3.26434371784529,training
175470,ava,143938.jpg,0,0,5,27,97,75,25,14,5,2,18,38,306,1410,250,5.64,3.256518861681006,training
106273,ava,800415.jpg,3,2,14,39,59,30,14,8,0,1,1,2,1054,852,170,5.011764705882353,2.8864795421808696,validation
119817,ava,702134.jpg,3,9,20,44,64,26,10,2,2,0,1,38,894,837,180,4.65,2.6733951025810723,training
68854,ava,874321.jpg,0,1,6,19,56,71,32,13,2,3,3,17,1203,1178,203,5.802955665024631,3.3525020131515038,training
4508,ava,291527.jpg,0,0,4,21,50,56,18,17,4,5,1,18,444,1030,175,5.885714285714286,3.4012479909237023,training
80865,ava,563967.jpg,0,1,2,12,27,49,25,9,3,1,2,23,707,769,129,5.961240310077519,3.445733868940432,test
23026,ava,186841.jpg,1,2,10,52,121,50,15,6,3,3,15,19,348,1358,263,5.163498098859316,2.9758526194472474,test
86649,ava,703697.jpg,0,0,4,4,26,46,57,16,8,5,15,19,886,1083,166,6.524096385542169,3.7772639200082927,training
13270,ava,204469.jpg,2,0,7,19,47,67,45,27,7,3,16,19,359,1360,224,6.071428571428571,3.5106362862815543,training
126950,ava,501397.jpg,1,1,5,13,58,68,17,11,5,2,11,18,670,1040,181,5.745856353591161,3.3188697251463486,test
179184,ava,20523.jpg,0,0,3,8,25,41,18,18,7,2,2,23,94,765,122,6.270491803278689,3.6278872964381423,training
24992,ava,874121.jpg,0,2,4,30,68,29,10,1,0,0,14,21,1201,728,144,5.055555555555555,2.9122729612471505,training
85073,ava,666401.jpg,0,0,1,6,38,47,29,14,7,1,14,0,843,887,143,6.2027972027972025,3.588014235929524,training
22510,ava,237388.jpg,1,1,7,24,50,89,37,26,13,9,18,40,384,1578,257,6.1400778210116735,3.551071648378815,training
217237,ava,590742.jpg,0,0,0,1,23,49,54,31,18,9,18,40,745,1291,185,6.978378378378379,4.044842327436635,training
119343,ava,99024.jpg,0,4,14,40,82,75,31,21,10,11,2,13,249,1655,288,5.746527777777778,3.319265203323773,training
182001,ava,534704.jpg,0,1,4,13,48,44,26,9,3,2,3,17,695,871,150,5.806666666666667,3.3546878446944626,test
32466,ava,839998.jpg,6,3,17,50,71,51,8,4,0,0,17,50,1139,1012,210,4.819047619047619,2.7729664996375782,training
106994,ava,467327.jpg,1,0,6,24,70,42,14,5,0,1,40,0,632,865,163,5.306748466257669,3.060229076750049,training
21079,ava,756407.jpg,1,2,10,31,107,59,14,4,1,0,19,57,980,1187,229,5.183406113537118,2.9875787167756687,training
162996,ava,585409.jpg,1,0,3,4,23,47,50,42,31,10,40,0,740,1488,211,7.052132701421801,4.088284648752749,training
71470,ava,577712.jpg,0,0,3,18,34,49,39,8,9,2,5,19,731,983,162,6.067901234567901,3.508558635847407,training
172900,ava,162539.jpg,1,2,5,25,57,62,34,21,9,3,17,19,324,1294,219,5.908675799086758,3.4147726414210555,validation
183912,ava,217880.jpg,4,5,22,64,109,73,17,10,1,0,38,0,368,1527,305,5.00655737704918,2.8834123531262543,test
222284,ava,152325.jpg,5,20,48,99,93,41,22,7,4,7,1,17,316,1612,346,4.658959537572255,2.6786723947315068,training
64326,ava,795835.jpg,5,8,20,52,59,32,13,11,1,0,40,0,1044,964,201,4.796019900497512,2.759402853370474,training
216368,ava,335135.jpg,1,0,14,25,67,66,37,14,4,4,18,0,495,1321,232,5.693965517241379,3.288305301353294,test
85010,ava,660551.jpg,0,1,2,10,37,63,17,14,5,1,15,38,827,897,150,5.98,3.456783587028458,training
26996,ava,121734.jpg,1,6,24,60,118,58,29,8,2,2,20,21,278,1568,308,5.090909090909091,2.933096684916672,training
110466,ava,181204.jpg,3,9,19,54,79,62,27,13,6,7,22,38,343,1478,279,5.297491039426523,3.05477632368604,training
138694,ava,307365.jpg,1,4,10,26,51,52,37,14,8,4,18,36,467,1193,207,5.763285024154589,3.329135454333279,training
200749,ava,70495.jpg,3,12,18,46,84,50,32,14,8,4,15,19,209,1433,271,5.287822878228782,3.0490816423716853,training
4163,ava,364422.jpg,0,1,8,18,64,73,27,11,6,2,22,40,524,1207,210,5.747619047619048,3.319907976426838,training
41581,ava,666123.jpg,1,2,14,20,61,47,29,11,8,3,4,17,844,1107,196,5.6479591836734695,3.261206931482057,training
41178,ava,446335.jpg,2,2,9,44,73,48,24,7,1,1,19,0,610,1105,211,5.23696682464455,3.0191267200090333,training
98665,ava,938569.jpg,0,0,3,19,51,48,12,7,0,3,17,19,1339,798,143,5.580419580419581,3.221425166494657,validation
246741,ava,68754.jpg,1,5,12,39,63,69,24,13,7,7,14,35,205,1337,240,5.570833333333334,3.2157787337304216,test
32468,ava,839080.jpg,19,28,38,66,42,8,3,2,0,2,19,0,1139,768,208,3.692307692307693,2.1093010232652856,training
90649,ava,786964.jpg,0,3,3,26,53,39,17,1,1,0,20,38,1018,754,143,5.2727272727272725,3.0401901209313515,training
180951,ava,719117.jpg,0,1,1,9,30,57,30,17,4,2,18,40,914,935,151,6.19205298013245,3.5816857394559105,training
7844,ava,54642.jpg,0,1,0,13,31,44,48,25,15,6,14,0,176,1204,183,6.579234972677596,3.8097413141515952,training
76074,ava,101170.jpg,1,15,17,38,69,80,59,37,18,7,12,17,251,2000,341,5.865102639296188,3.3891074447211165,training
52406,ava,663733.jpg,1,4,3,19,61,60,26,22,5,3,18,38,839,1192,204,5.8431372549019605,3.3761695280362307,training
218312,ava,375809.jpg,1,1,3,0,7,31,38,43,35,46,19,24,533,1618,205,7.892682926829268,4.583380413552646,training
109094,ava,353366.jpg,3,5,16,60,91,71,34,3,2,4,10,20,515,1502,289,5.197231833910035,2.9957222582262943,test
135015,ava,952426.jpg,0,0,6,13,33,44,27,11,3,1,17,21,1392,813,138,5.891304347826087,3.404540615198688,test
21265,ava,756712.jpg,0,2,4,17,72,80,34,16,2,1,5,19,980,1318,228,5.780701754385965,3.339394150498682,training
117084,ava,226946.jpg,3,5,7,37,70,66,35,12,5,7,13,17,374,1384,247,5.603238866396761,3.234866043079495,training
122105,ava,386848.jpg,0,0,2,10,42,53,35,21,4,2,1,20,545,1043,169,6.171597633136095,3.569637255784993,training
228538,ava,60671.jpg,0,3,8,35,54,40,12,11,0,1,18,22,187,862,164,5.2560975609756095,3.0303949895885456,training
96874,ava,906199.jpg,0,0,8,13,38,41,16,6,1,1,14,15,1250,691,124,5.57258064516129,3.216807924681369,training
11151,ava,137164.jpg,0,2,0,15,67,62,19,10,4,0,20,0,299,1020,179,5.698324022346369,3.2908725214349888,validation
52995,ava,294582.jpg,0,1,2,13,70,66,41,13,4,1,14,0,448,1243,211,5.890995260663507,3.4043585585642098,training
208451,ava,609798.jpg,1,5,9,50,62,47,21,10,4,0,40,0,767,1093,209,5.229665071770335,3.0148258860857697,training
160326,ava,287765.jpg,1,3,15,31,92,37,12,2,0,0,2,18,441,958,193,4.963730569948186,2.858186768533346,training
191452,ava,930290.jpg,1,2,3,11,35,47,23,16,6,2,5,17,1328,878,146,6.013698630136986,3.476632548525425,training
49517,ava,21596.jpg,1,2,7,20,38,27,11,1,1,0,14,15,98,552,108,5.111111111111111,2.9449959555849694,training
81373,ava,574228.jpg,0,0,6,18,49,51,27,6,3,0,14,15,721,905,160,5.65625,3.266090337524818,training
223055,ava,832905.jpg,2,1,2,8,33,70,44,26,9,6,1,18,1122,1284,201,6.388059701492537,3.697136422454241,validation
106128,ava,800488.jpg,3,5,19,50,55,19,5,0,0,1,2,7,1054,704,157,4.484076433121019,2.575663815670223,training
156657,ava,112652.jpg,1,6,22,72,87,32,8,1,0,0,2,10,267,1058,229,4.620087336244541,2.655776127900491,training
132674,ava,141036.jpg,2,3,16,53,67,42,14,6,1,3,2,12,303,1040,207,5.024154589371981,2.8937773557518613,validation
132491,ava,141809.jpg,0,3,5,12,55,63,41,30,5,4,18,29,303,1334,218,6.119266055045872,3.538813228981354,training
92654,ava,824312.jpg,0,3,0,25,59,41,11,2,1,0,2,10,1089,749,142,5.274647887323944,3.041321389621648,training
106876,ava,466196.jpg,0,2,8,53,66,26,5,3,1,2,18,40,632,814,166,4.903614457831325,2.8227775429979345,validation
27070,ava,426123.jpg,0,0,2,9,46,59,37,17,5,4,20,21,583,1106,179,6.17877094972067,3.573862438948641,validation
49984,ava,324088.jpg,49,56,54,57,26,15,0,2,0,0,34,38,484,787,259,3.0386100386100385,1.7242640200945958,training
241481,ava,41410.jpg,0,2,4,11,31,52,57,50,32,11,2,20,145,1724,250,6.896,3.996320317670417,test
114492,ava,674311.jpg,5,9,27,52,76,50,14,15,6,1,15,40,853,1274,255,4.996078431372549,2.877240108485485,training
185250,ava,480019.jpg,0,1,4,11,33,58,42,39,15,9,18,38,644,1402,212,6.613207547169812,3.8297516326810936,training
