,dataset,sessionId,imageName,scaled_MOS_aesthetic,qualityScore,sessionId_imageName,set
15995,para,session307,iaa_pub21446_.jpg,3.458333333333333,3.7541666666666655,session307_iaa_pub21446_.jpg,test
4545,para,session436,iaa_pub30501_.jpg,3.78,3.956,session436_iaa_pub30501_.jpg,training
12013,para,session175,iaa_pub12219_.jpg,2.833333333333333,3.081481481481481,session175_iaa_pub12219_.jpg,training
19094,para,session294,iaa_pub20574_.jpg,3.46,3.704,session294_iaa_pub20574_.jpg,training
12550,para,session350,iaa_pub24451_.jpg,2.62,2.74,session350_iaa_pub24451_.jpg,test
17813,para,session405,iaa_pub28328_.jpg,2.86,3.04,session405_iaa_pub28328_.jpg,training
1434,para,session375,iaa_pub26183_.jpg,3.34,3.4360000000000004,session375_iaa_pub26183_.jpg,training
10162,para,session446,iaa_pub31181_.jpg,3.82,3.912,session446_iaa_pub31181_.jpg,training
10462,para,session165,iaa_pub11524_.jpg,3.52,3.684,session165_iaa_pub11524_.jpg,training
18431,para,session257,iaa_pub17947_.jpg,3.02,3.184,session257_iaa_pub17947_.jpg,test
16447,para,session3,iaa_pub206_.jpg,2.98,3.172,session3_iaa_pub206_.jpg,training
13046,para,session359,iaa_pub25117_.jpg,3.111111111111111,3.1555555555555554,session359_iaa_pub25117_.jpg,validation
19493,para,session375,iaa_pub26196_.jpg,3.46,3.664,session375_iaa_pub26196_.jpg,validation
20844,para,session215,iaa_pub15011_.jpg,2.074074074074074,2.0703703703703704,session215_iaa_pub15011_.jpg,training
30502,para,session241,iaa_pub16802_.jpg,3.1875,3.5083333333333333,session241_iaa_pub16802_.jpg,training
13297,para,session99,iaa_pub6888_.jpg,3.2586206896551726,3.5206896551724136,session99_iaa_pub6888_.jpg,validation
18512,para,session381,iaa_pub26611_.jpg,3.4,3.684,session381_iaa_pub26611_.jpg,training
9413,para,session99,iaa_pub6890_.jpg,2.9827586206896552,3.279310344827586,session99_iaa_pub6890_.jpg,training
10722,para,session353,iaa_pub24676_.jpg,3.06,3.284,session353_iaa_pub24676_.jpg,training
23853,para,session101,iaa_pub7021_.jpg,2.875,3.020833333333333,session101_iaa_pub7021_.jpg,test
16696,para,session328,iaa_pub22902_.jpg,3.6,3.752,session328_iaa_pub22902_.jpg,training
7215,para,session387,iaa_pub27060_.jpg,2.980769230769231,3.269230769230769,session387_iaa_pub27060_.jpg,training
22110,para,session285,iaa_pub19900_.jpg,3.38,3.612,session285_iaa_pub19900_.jpg,test
16980,para,session320,iaa_pub22379_.jpg,2.7884615384615383,2.996153846153846,session320_iaa_pub22379_.jpg,training
26833,para,session396,iaa_pub27663_.jpg,3.46,3.672,session396_iaa_pub27663_.jpg,test
7871,para,session264,iaa_pub18478_.jpg,3.45,3.5,session264_iaa_pub18478_.jpg,training
5216,para,session52,iaa_pub3590_.jpg,3.7115384615384617,3.784615384615385,session52_iaa_pub3590_.jpg,training
17472,para,session73,iaa_pub5066_.jpg,3.14,3.324,session73_iaa_pub5066_.jpg,training
1980,para,session295,iaa_pub20618_.jpg,3.24,3.384,session295_iaa_pub20618_.jpg,test
20328,para,session168,iaa_pub11695_.jpg,3.1,3.212,session168_iaa_pub11695_.jpg,test
6903,para,session89,iaa_pub6164_.jpg,3.48,3.708,session89_iaa_pub6164_.jpg,training
24909,para,session224,iaa_pub15652_.jpg,3.42,3.52,session224_iaa_pub15652_.jpg,training
26205,para,session101,iaa_pub7050_.jpg,2.7916666666666665,3.033333333333333,session101_iaa_pub7050_.jpg,training
4901,para,session217,iaa_pub15146_.jpg,3.520833333333333,3.7291666666666665,session217_iaa_pub15146_.jpg,training
27957,para,session236,iaa_pub16500_.jpg,3.3461538461538463,3.5307692307692307,session236_iaa_pub16500_.jpg,test
5685,para,session30,iaa_pub2085_.jpg,3.08,3.4360000000000004,session30_iaa_pub2085_.jpg,training
31060,para,session310,iaa_pub21644_.jpg,3.1,3.2960000000000003,session310_iaa_pub21644_.jpg,training
16567,para,session245,iaa_pub17133_.jpg,3.314814814814815,3.5,session245_iaa_pub17133_.jpg,training
20045,para,session71,iaa_pub4951_.jpg,3.129032258064516,3.3451612903225807,session71_iaa_pub4951_.jpg,training
21024,para,session290,iaa_pub20298_.jpg,2.392857142857143,2.575,session290_iaa_pub20298_.jpg,validation
24191,para,session208,iaa_pub14554_.jpg,2.38,2.58,session208_iaa_pub14554_.jpg,training
27509,para,session406,iaa_pub28378_.jpg,4.145161290322581,4.138709677419355,session406_iaa_pub28378_.jpg,training
21254,para,session5,iaa_pub281_.jpg,3.826923076923077,3.9,session5_iaa_pub281_.jpg,training
17292,para,session187,iaa_pub13089_.jpg,2.8870967741935485,3.041935483870968,session187_iaa_pub13089_.jpg,training
16818,para,session190,iaa_pub13282_.jpg,3.1,3.2,session190_iaa_pub13282_.jpg,training
30404,para,session304,iaa_pub21248_.jpg,3.38,3.564,session304_iaa_pub21248_.jpg,training
17825,para,session125,iaa_pub8702_.jpg,2.98,3.22,session125_iaa_pub8702_.jpg,test
7020,para,session350,iaa_pub24488_.jpg,2.56,2.724,session350_iaa_pub24488_.jpg,validation
16742,para,session330,iaa_pub23040_.jpg,3.673076923076923,3.769230769230769,session330_iaa_pub23040_.jpg,validation
22181,para,session164,iaa_pub11419_.jpg,2.88,3.048,session164_iaa_pub11419_.jpg,training
19660,para,session254,iaa_pub17719_.jpg,3.413793103448276,3.6,session254_iaa_pub17719_.jpg,training
10017,para,session394,iaa_pub27562_.jpg,3.333333333333333,3.5666666666666664,session394_iaa_pub27562_.jpg,training
11443,para,session10,iaa_pub691_.jpg,3.28,3.48,session10_iaa_pub691_.jpg,training
29409,para,session77,iaa_pub5324_.jpg,3.04,3.108,session77_iaa_pub5324_.jpg,test
30766,para,session349,iaa_pub24419_.jpg,3.8,4.06,session349_iaa_pub24419_.jpg,training
13539,para,session92,iaa_pub6429_.jpg,3.25,3.507692307692308,session92_iaa_pub6429_.jpg,training
959,para,session350,iaa_pub24496_.jpg,4.14,4.204,session350_iaa_pub24496_.jpg,training
29229,para,session77,iaa_pub5345_.jpg,1.38,1.504,session77_iaa_pub5345_.jpg,training
23135,para,session346,iaa_pub24171_.jpg,3.22,3.34,session346_iaa_pub24171_.jpg,training
26182,para,session15,iaa_pub983_.jpg,1.68,1.692,session15_iaa_pub983_.jpg,test
3710,para,session297,iaa_pub20755_.jpg,2.958333333333333,3.2375000000000003,session297_iaa_pub20755_.jpg,training
103,para,session20,iaa_pub1356_.jpg,3.24,3.508,session20_iaa_pub1356_.jpg,training
31111,para,session112,iaa_pub7801_.jpg,3.326923076923077,3.576923076923077,session112_iaa_pub7801_.jpg,test
19118,para,session416,iaa_pub29088_.jpg,3.14,3.276,session416_iaa_pub29088_.jpg,training
28834,para,session111,iaa_pub7720_.jpg,2.9038461538461537,3.130769230769231,session111_iaa_pub7720_.jpg,training
12872,para,session312,iaa_pub21812_.jpg,3.74,3.84,session312_iaa_pub21812_.jpg,training
11129,para,session371,iaa_pub25969_.jpg,3.648148148148149,3.837037037037037,session371_iaa_pub25969_.jpg,training
6240,para,session369,iaa_pub25818_.jpg,3.52,3.796,session369_iaa_pub25818_.jpg,validation
23912,para,session410,iaa_pub28691_.jpg,2.5,2.576,session410_iaa_pub28691_.jpg,training
22629,para,session319,iaa_pub22298_.jpg,2.673076923076923,2.753846153846154,session319_iaa_pub22298_.jpg,training
6458,para,session81,iaa_pub5653_.jpg,3.52,3.644,session81_iaa_pub5653_.jpg,training
7701,para,session230,iaa_pub16035_.jpg,3.06,3.236,session230_iaa_pub16035_.jpg,training
7748,para,session36,iaa_pub2494_.jpg,3.388888888888889,3.588888888888889,session36_iaa_pub2494_.jpg,validation
28290,para,session321,iaa_pub22402_.jpg,3.16,3.3280000000000003,session321_iaa_pub22402_.jpg,training
22239,para,session192,iaa_pub13438_.jpg,3.1,3.392,session192_iaa_pub13438_.jpg,training
1679,para,session243,iaa_pub16984_.jpg,2.78,3.0,session243_iaa_pub16984_.jpg,validation
713,para,session279,iaa_pub19517_.jpg,2.9375,3.2291666666666665,session279_iaa_pub19517_.jpg,test
16062,para,session222,iaa_pub15489_.jpg,3.82,3.964,session222_iaa_pub15489_.jpg,training
13021,para,session393,iaa_pub27457_.jpg,3.46,3.604,session393_iaa_pub27457_.jpg,training
4315,para,session4,iaa_pub271_.jpg,2.4615384615384617,2.7038461538461536,session4_iaa_pub271_.jpg,training
5877,para,session381,iaa_pub26608_.jpg,3.46,3.668,session381_iaa_pub26608_.jpg,validation
31101,para,session378,iaa_pub26436_.jpg,2.72,2.9560000000000004,session378_iaa_pub26436_.jpg,test
26432,para,session259,iaa_pub18126_.jpg,2.68,2.892,session259_iaa_pub18126_.jpg,training
22258,para,session339,iaa_pub23723_.jpg,3.74,3.82,session339_iaa_pub23723_.jpg,training
8333,para,session9,iaa_pub566_.jpg,3.4074074074074074,3.4925925925925925,session9_iaa_pub566_.jpg,training
8959,para,session336,iaa_pub23501_.jpg,2.94,3.224,session336_iaa_pub23501_.jpg,validation
23310,para,session25,iaa_pub1737_.jpg,2.76,2.88,session25_iaa_pub1737_.jpg,training
3045,para,session283,iaa_pub19807_.jpg,2.9444444444444446,3.103703703703704,session283_iaa_pub19807_.jpg,test
15431,para,session214,iaa_pub14967_.jpg,3.32,3.568,session214_iaa_pub14967_.jpg,test
18634,para,session292,iaa_pub20385_.jpg,2.064516129032258,2.106451612903226,session292_iaa_pub20385_.jpg,training
6908,para,session341,iaa_pub23825_.jpg,2.8461538461538463,3.196153846153846,session341_iaa_pub23825_.jpg,test
4586,para,session279,iaa_pub19482_.jpg,2.833333333333333,2.9166666666666665,session279_iaa_pub19482_.jpg,training
14988,para,session291,iaa_pub20345_.jpg,4.02,4.16,session291_iaa_pub20345_.jpg,training
30145,para,session228,iaa_pub15920_.jpg,3.0185185185185186,3.185185185185185,session228_iaa_pub15920_.jpg,training
16611,para,session93,iaa_pub6465_.jpg,3.4074074074074074,3.696296296296296,session93_iaa_pub6465_.jpg,test
4643,para,session144,iaa_pub10073_.jpg,2.9814814814814814,3.144444444444445,session144_iaa_pub10073_.jpg,training
19410,para,session146,iaa_pub10189_.jpg,3.14,3.46,session146_iaa_pub10189_.jpg,training
3823,para,session417,iaa_pub29160_.jpg,3.08,3.432,session417_iaa_pub29160_.jpg,training
28932,para,session246,iaa_pub17155_.jpg,3.02,3.052,session246_iaa_pub17155_.jpg,training
17055,para,session357,iaa_pub24942_.jpg,3.48,3.68,session357_iaa_pub24942_.jpg,training
21660,para,session83,iaa_pub5797_.jpg,3.28,3.54,session83_iaa_pub5797_.jpg,training
4799,para,session183,iaa_pub12791_.jpg,3.54,3.824,session183_iaa_pub12791_.jpg,training
27881,para,session58,iaa_pub4007_.jpg,2.6515151515151514,2.7818181818181817,session58_iaa_pub4007_.jpg,training
18708,para,session140,iaa_pub9771_.jpg,3.1923076923076925,3.4346153846153844,session140_iaa_pub9771_.jpg,test
12895,para,session274,iaa_pub19112_.jpg,3.34,3.412,session274_iaa_pub19112_.jpg,validation
15049,para,session206,iaa_pub14403_.jpg,2.9,3.12,session206_iaa_pub14403_.jpg,training
18765,para,session370,iaa_pub25831_.jpg,3.2,3.417142857142857,session370_iaa_pub25831_.jpg,training
9048,para,session211,iaa_pub14757_.jpg,2.673076923076923,2.9423076923076925,session211_iaa_pub14757_.jpg,training
5239,para,session367,iaa_pub25641_.jpg,2.74,2.924,session367_iaa_pub25641_.jpg,training
30412,para,session361,iaa_pub25212_.jpg,2.08,2.164,session361_iaa_pub25212_.jpg,training
30129,para,session242,iaa_pub16920_.jpg,2.36,2.48,session242_iaa_pub16920_.jpg,validation
9476,para,session154,iaa_pub10715_.jpg,3.76,3.708,session154_iaa_pub10715_.jpg,training
13546,para,session139,iaa_pub9722_.jpg,4.14,4.12,session139_iaa_pub9722_.jpg,training
22380,para,session392,iaa_pub27438_.jpg,3.208333333333333,3.5083333333333333,session392_iaa_pub27438_.jpg,training
10042,para,session191,iaa_pub13308_.jpg,3.270833333333333,3.4375,session191_iaa_pub13308_.jpg,training
4578,para,session426,iaa_pub29792_.jpg,2.96,3.096,session426_iaa_pub29792_.jpg,training
26161,para,session49,iaa_pub3384_.jpg,3.0,3.216,session49_iaa_pub3384_.jpg,training
12985,para,session146,iaa_pub10169_.jpg,1.74,1.996,session146_iaa_pub10169_.jpg,training
11716,para,session423,iaa_pub29579_.jpg,2.96,3.16,session423_iaa_pub29579_.jpg,test
8933,para,session187,iaa_pub13050_.jpg,2.870967741935484,3.0032258064516126,session187_iaa_pub13050_.jpg,training
12149,para,session128,iaa_pub8950_.jpg,3.0961538461538463,3.269230769230769,session128_iaa_pub8950_.jpg,training
1295,para,session64,iaa_pub4451_.jpg,3.357142857142857,3.4714285714285715,session64_iaa_pub4451_.jpg,validation
11137,para,session305,iaa_pub21330_.jpg,3.06,3.388,session305_iaa_pub21330_.jpg,training
21973,para,session123,iaa_pub8544_.jpg,3.42,3.62,session123_iaa_pub8544_.jpg,training
8346,para,session158,iaa_pub11015_.jpg,2.769230769230769,3.053846153846154,session158_iaa_pub11015_.jpg,training
25760,para,session176,iaa_pub12280_.jpg,3.36,3.5,session176_iaa_pub12280_.jpg,training
23233,para,session379,iaa_pub26515_.jpg,3.769230769230769,3.876923076923077,session379_iaa_pub26515_.jpg,validation
16328,para,session186,iaa_pub12952_.jpg,3.3666666666666667,3.5266666666666664,session186_iaa_pub12952_.jpg,training
23255,para,session209,iaa_pub14621_.jpg,3.66,3.872,session209_iaa_pub14621_.jpg,training
16284,para,session55,iaa_pub3833_.jpg,3.0,3.2214285714285715,session55_iaa_pub3833_.jpg,training
825,para,session293,iaa_pub20483_.jpg,3.724137931034482,3.837931034482759,session293_iaa_pub20483_.jpg,training
19729,para,session239,iaa_pub16728_.jpg,3.6,3.78,session239_iaa_pub16728_.jpg,test
20033,para,session302,iaa_pub21094_.jpg,2.46,2.484,session302_iaa_pub21094_.jpg,validation
4603,para,session349,iaa_pub24426_.jpg,3.38,3.692,session349_iaa_pub24426_.jpg,validation
5190,para,session231,iaa_pub16154_.jpg,4.055555555555555,4.122222222222222,session231_iaa_pub16154_.jpg,training
20457,para,session324,iaa_pub22664_.jpg,3.08,3.3480000000000003,session324_iaa_pub22664_.jpg,training
26859,para,session196,iaa_pub13705_.jpg,2.4,2.532,session196_iaa_pub13705_.jpg,training
3730,para,session146,iaa_pub10165_.jpg,3.46,3.596,session146_iaa_pub10165_.jpg,training
10627,para,session35,iaa_pub2391_.jpg,2.3,2.52,session35_iaa_pub2391_.jpg,training
20124,para,session111,iaa_pub7740_.jpg,2.769230769230769,2.95,session111_iaa_pub7740_.jpg,training
418,para,session81,iaa_pub5629_.jpg,3.62,3.816,session81_iaa_pub5629_.jpg,training
31206,para,session254,iaa_pub17716_.jpg,3.413793103448276,3.527586206896552,session254_iaa_pub17716_.jpg,test
25568,para,session175,iaa_pub12230_.jpg,3.314814814814815,3.5185185185185186,session175_iaa_pub12230_.jpg,training
10210,para,session320,iaa_pub22339_.jpg,3.3653846153846154,3.5846153846153848,session320_iaa_pub22339_.jpg,validation
28056,para,session284,iaa_pub19867_.jpg,2.458333333333333,2.566666666666667,session284_iaa_pub19867_.jpg,training
20714,para,session117,iaa_pub8187_.jpg,2.0961538461538463,2.2423076923076923,session117_iaa_pub8187_.jpg,training
29476,para,session221,iaa_pub15430_.jpg,2.7115384615384617,3.088461538461538,session221_iaa_pub15430_.jpg,training
28724,para,session292,iaa_pub20425_.jpg,3.4516129032258065,3.6,session292_iaa_pub20425_.jpg,training
25394,para,session295,iaa_pub20629_.jpg,2.86,2.9960000000000004,session295_iaa_pub20629_.jpg,training
2758,para,session316,iaa_pub22118_.jpg,2.66,2.9160000000000004,session316_iaa_pub22118_.jpg,training
13525,para,session344,iaa_pub24032_.jpg,3.54,3.712,session344_iaa_pub24032_.jpg,training
14660,para,session350,iaa_pub24500_.jpg,3.56,3.728,session350_iaa_pub24500_.jpg,test
15073,para,session6,iaa_pub403_.jpg,2.03125,2.184375,session6_iaa_pub403_.jpg,training
