Index,dataset,ID,1,2,3,4,5,6,7,8,9,10,sem1,sem2,challegeID,sum_score,total_scorer,MOS,scaled_MOS_aesthetic,set
14133,ava,103004.jpg,4,7,33,62,79,40,14,13,5,4,18,36,253,1287,261,4.931034482758621,2.8389283187658325,training
175632,ava,440595.jpg,4,11,23,79,65,20,8,3,0,2,18,0,603,956,215,4.446511627906977,2.5535376233204565,training
46256,ava,939525.jpg,0,1,8,15,44,65,38,21,5,10,40,0,1354,1275,207,6.159420289855072,3.56246463135077,training
108302,ava,766154.jpg,1,4,11,53,103,52,17,2,2,0,20,45,995,1234,245,5.036734693877551,2.9011872121449507,training
188003,ava,329191.jpg,2,8,11,49,61,51,21,9,2,4,15,38,487,1135,218,5.206422018348624,3.001135404586549,training
79295,ava,504970.jpg,0,2,3,17,62,72,23,6,0,0,3,17,664,1032,185,5.578378378378378,3.220222870123598,training
146638,ava,171154.jpg,3,7,25,81,119,76,30,8,3,1,15,38,333,1778,353,5.036827195467422,2.9012416968669794,training
225325,ava,60924.jpg,0,7,16,31,86,65,28,18,10,5,18,22,190,1486,266,5.586466165413534,3.224986689092022,training
22024,ava,935696.jpg,0,1,3,16,41,80,39,7,5,0,17,29,1331,1134,192,5.90625,3.413343812045003,training
66593,ava,86401.jpg,3,8,16,45,65,55,42,26,14,6,22,38,231,1590,280,5.678571428571429,3.279237969178406,training
94986,ava,863751.jpg,2,4,4,15,32,49,24,15,1,2,17,29,1180,853,148,5.763513513513513,3.3292700377412485,training
236825,ava,377303.jpg,0,1,9,13,53,55,63,39,15,6,14,0,534,1624,254,6.393700787401575,3.700459100454931,training
88913,ava,750361.jpg,0,1,2,7,42,64,36,16,5,2,20,21,960,1075,175,6.142857142857143,3.552708707573036,training
134043,ava,151399.jpg,5,14,30,59,102,57,37,16,7,1,18,0,313,1671,328,5.094512195121951,2.93521896337428,training
83748,ava,629797.jpg,2,2,6,25,79,20,8,1,2,0,15,19,797,721,145,4.972413793103448,2.863301307651932,test
107271,ava,478355.jpg,1,1,2,17,66,69,30,6,5,2,18,35,642,1144,199,5.748743718592965,3.3205704232612434,training
157038,ava,495986.jpg,1,2,6,46,65,94,34,9,7,2,2,10,662,1489,266,5.597744360902255,3.2316297029801504,validation
191152,ava,28784.jpg,35,38,46,42,42,14,7,0,1,1,19,27,117,779,226,3.446902654867257,1.9647540455538444,test
33996,ava,146989.jpg,0,1,10,34,79,69,75,42,16,13,2,21,309,2112,339,6.230088495575221,3.604089186672367,training
119702,ava,712815.jpg,0,0,1,7,31,57,46,23,15,4,19,21,908,1209,184,6.570652173913044,3.804685926394844,training
178051,ava,420743.jpg,0,1,5,15,61,86,51,26,6,7,16,17,577,1587,258,6.151162790697675,3.557600849583673,training
18906,ava,274948.jpg,4,5,33,96,151,94,32,12,4,2,2,25,430,2192,433,5.062355658198614,2.916278316212288,training
221349,ava,900101.jpg,1,1,5,15,66,57,27,18,3,1,40,0,1244,1120,194,5.77319587628866,3.334973083982069,training
33281,ava,859380.jpg,17,23,26,49,17,3,0,1,0,1,17,61,1181,458,137,3.343065693430657,1.9035926321332128,training
191022,ava,382262.jpg,3,10,22,65,95,27,9,2,1,0,18,0,542,1074,234,4.589743589743589,2.637903239491592,training
101357,ava,381764.jpg,1,0,0,11,61,74,55,34,7,6,14,35,536,1574,249,6.321285140562249,3.657805278028062,test
138557,ava,308528.jpg,4,6,21,40,74,39,24,2,0,3,1,18,467,1057,213,4.962441314553991,2.8574273791879894,training
105323,ava,235515.jpg,0,2,10,22,48,53,40,16,11,9,14,46,383,1277,211,6.052132701421801,3.4992707506720078,training
147143,ava,955646.jpg,0,1,4,15,43,48,21,3,3,1,14,38,1399,785,139,5.64748201438849,3.2609258721414665,training
65641,ava,92951.jpg,5,8,26,74,67,49,21,5,3,3,11,18,239,1268,261,4.85823754789272,2.7960499123921383,training
142780,ava,24174.jpg,1,0,9,26,52,47,53,31,10,6,19,31,105,1443,235,6.140425531914894,3.5512764549333258,test
98605,ava,935418.jpg,0,1,8,15,60,44,13,0,2,1,2,20,1339,769,144,5.340277777777778,3.0799783072284725,test
251692,ava,578630.jpg,0,3,4,29,94,88,38,24,1,6,10,20,733,1659,287,5.780487804878049,3.339268131265032,training
248204,ava,529020.jpg,2,3,12,38,72,29,13,4,2,4,15,19,691,911,179,5.089385474860335,2.932199253888616,training
164902,ava,175696.jpg,2,0,7,41,67,43,10,4,3,1,2,0,337,919,178,5.162921348314606,2.975512905360688,training
136634,ava,47296.jpg,1,3,13,42,42,24,7,6,0,1,19,0,157,675,139,4.856115107913669,2.794799765746635,training
137772,ava,623066.jpg,0,1,5,21,64,76,35,18,7,6,2,23,788,1389,233,5.96137339055794,3.4458122551929624,training
103683,ava,432697.jpg,0,1,5,34,68,24,11,0,2,1,15,38,581,742,146,5.082191780821918,2.9279620681214475,training
216839,ava,703374.jpg,1,7,16,39,63,38,13,4,2,3,18,22,897,933,186,5.016129032258065,2.889050191071924,training
180625,ava,240964.jpg,5,4,16,44,94,52,25,6,4,1,18,38,390,1288,251,5.131474103585657,2.9569900411589907,training
102295,ava,403787.jpg,0,2,6,24,78,55,15,5,1,1,12,14,551,1002,187,5.358288770053476,3.090587031997084,training
25273,ava,874282.jpg,0,0,2,23,70,49,12,4,0,0,2,21,1201,858,160,5.3625,3.0930675049636003,training
207910,ava,258162.jpg,21,29,44,83,52,28,14,4,2,0,12,17,406,1119,277,4.03971119133574,2.3139265124346844,training
47547,ava,368863.jpg,29,47,75,75,52,11,6,1,2,1,14,15,528,1052,299,3.518394648829432,2.006863823599069,training
197467,ava,619808.jpg,1,0,10,40,61,49,21,7,4,0,19,27,781,1029,193,5.331606217616581,3.074870637775484,training
25067,ava,872653.jpg,0,0,2,5,50,52,32,12,2,1,14,21,1201,936,156,6.0,3.4685638649900725,training
57727,ava,13111.jpg,3,9,17,36,50,31,23,17,6,0,2,12,70,1003,192,5.223958333333333,3.011464537833664,test
88354,ava,742865.jpg,1,1,5,24,39,38,20,21,6,3,14,0,944,929,158,5.879746835443038,3.397733079777832,training
200183,ava,673189.jpg,1,4,16,24,65,36,14,5,2,3,19,0,854,880,170,5.176470588235294,2.983493595982404,training
37337,ava,956671.jpg,1,0,4,14,61,25,15,3,0,0,14,27,1403,653,123,5.308943089430894,3.0615217403001296,training
99043,ava,943984.jpg,1,3,8,32,62,28,13,0,1,0,29,40,1356,737,148,4.97972972972973,2.867610496002289,training
6291,ava,474663.jpg,1,0,3,12,22,57,34,16,7,6,20,46,639,999,158,6.322784810126582,3.658688604243983,training
2377,ava,735999.jpg,0,1,4,12,42,39,14,6,4,0,20,21,941,688,122,5.639344262295082,3.256132623059313,test
137079,ava,937186.jpg,3,2,16,32,60,44,18,7,2,3,19,0,1347,977,187,5.224598930481283,3.0118418584568776,training
19292,ava,275478.jpg,5,10,23,41,79,100,67,52,28,31,12,17,430,2700,436,6.192660550458716,3.5820436068221424,training
245370,ava,694616.jpg,12,15,32,44,37,12,5,6,2,1,14,20,888,682,166,4.108433734939759,2.354405045728911,training
135570,ava,153890.jpg,2,5,14,57,76,32,16,6,1,3,3,38,317,1053,212,4.966981132075472,2.860101394802892,training
136623,ava,47283.jpg,0,0,2,12,39,37,28,9,6,5,18,0,157,843,138,6.108695652173913,3.5325871147814576,training
184570,ava,278081.jpg,6,5,9,30,67,86,63,42,23,8,15,18,434,2078,339,6.129793510324483,3.54501404645188,training
20009,ava,450885.jpg,1,0,2,35,129,119,53,17,10,1,11,20,616,2113,367,5.7574931880109,3.32572398234924,training
82758,ava,607368.jpg,1,0,4,7,35,37,23,5,1,0,1,20,751,648,113,5.734513274336283,3.3121884938181947,training
71212,ava,458584.jpg,1,5,19,55,53,26,5,4,0,0,38,0,624,776,168,4.619047619047619,2.65516372002143,training
83406,ava,627876.jpg,1,1,3,15,52,73,24,7,0,1,3,17,783,1004,177,5.672316384180791,3.275553661099208,training
179467,ava,429250.jpg,1,0,0,20,49,71,33,17,6,3,20,39,587,1203,200,6.015,3.477399073461284,validation
777,ava,774992.jpg,11,29,45,52,24,14,3,0,0,2,1,14,1009,657,180,3.65,2.084381204500331,training
200405,ava,673097.jpg,5,7,20,46,46,22,11,1,1,2,2,16,854,739,161,4.590062111801243,2.6380908534103944,validation
46307,ava,939434.jpg,1,1,5,21,42,58,41,23,8,6,22,40,1354,1263,206,6.131067961165049,3.545764715709393,training
190845,ava,384165.jpg,1,5,16,49,81,53,22,9,1,3,5,18,542,1243,240,5.179166666666666,2.9850816236487976,training
130411,ava,397100.jpg,2,2,13,47,71,37,12,9,5,0,12,20,557,1011,198,5.106060606060606,2.9420211379178958,training
129025,ava,696904.jpg,0,0,1,5,25,55,45,27,18,14,14,15,887,1311,190,6.9,3.99867637326274,training
50654,ava,61929.jpg,17,24,29,36,66,40,39,17,8,12,19,0,189,1467,288,5.09375,2.934770019854401,training
173891,ava,763544.jpg,0,1,6,20,66,78,59,25,11,5,17,19,992,1660,271,6.125461254612546,3.5424622876275085,test
151635,ava,78949.jpg,3,8,19,61,80,44,27,16,8,4,1,2,219,1413,270,5.233333333333333,3.016986543128171,test
87894,ava,725442.jpg,0,1,2,15,48,60,25,8,3,1,12,19,915,944,163,5.791411042944786,3.3457020702983846,training
1961,ava,295311.jpg,6,8,25,34,70,42,26,11,1,4,18,0,450,1154,227,5.083700440528634,2.9288506896561777,training
181910,ava,534699.jpg,0,6,18,41,53,20,6,0,0,0,15,40,695,657,144,4.5625,2.621856386499007,training
73773,ava,778306.jpg,1,3,8,41,68,27,7,3,2,0,1,38,1014,788,160,4.925,2.835373924553276,training
247480,ava,12093.jpg,3,6,12,16,39,46,35,31,13,4,14,21,64,1236,205,6.029268292682927,3.485803296153412,test
97112,ava,910336.jpg,0,1,1,13,37,45,22,1,3,1,7,14,1263,711,124,5.733870967741935,3.3118101663072945,training
26607,ava,121216.jpg,1,1,12,19,72,82,65,40,12,7,2,21,278,1920,311,6.173633440514469,3.5708363746246707,training
223421,ava,787642.jpg,2,0,3,8,34,47,31,13,4,0,18,40,1029,852,142,6.0,3.4685638649900725,training
207189,ava,653528.jpg,0,6,9,52,75,30,14,4,4,2,21,40,826,988,196,5.040816326530612,2.903591350504464,training
77470,ava,461875.jpg,0,0,2,3,18,62,39,21,8,5,2,21,615,1043,158,6.60126582278481,3.8227177910512777,training
172576,ava,625122.jpg,0,1,3,15,67,44,23,4,1,2,1,20,789,892,160,5.575,3.218232958305758,training
194560,ava,268854.jpg,5,16,39,74,81,38,10,7,1,1,11,40,420,1228,272,4.514705882352941,2.593704986958384,training
216923,ava,793618.jpg,3,10,27,60,48,23,8,0,0,0,18,38,1040,778,179,4.346368715083799,2.4945520558733167,training
149895,ava,923612.jpg,9,16,21,44,49,10,2,2,0,0,18,51,1310,615,153,4.019607843137255,2.3020853609478205,training
197640,ava,84883.jpg,2,5,17,42,78,37,13,3,1,1,2,10,228,977,199,4.909547738693467,2.8262723278869526,training
223798,ava,52921.jpg,3,9,24,52,52,20,10,9,0,2,4,38,174,843,181,4.657458563535911,2.677788300163442,training
138636,ava,309409.jpg,3,10,30,56,62,35,8,4,0,0,1,18,467,945,208,4.543269230769231,2.6105291961513006,test
54498,ava,188116.jpg,10,20,49,90,83,22,15,5,1,3,14,20,349,1288,298,4.322147651006712,2.480285512505608,training
67602,ava,619063.jpg,0,5,20,61,68,27,4,0,0,0,34,40,779,844,185,4.562162162162162,2.621657395317223,training
23323,ava,638587.jpg,1,1,5,42,110,31,6,0,1,0,19,0,807,973,197,4.939086294416244,2.843670947736901,training
11975,ava,903220.jpg,1,4,7,27,55,30,8,2,3,1,20,0,1254,702,138,5.086956521739131,2.93076856674244,test
167999,ava,388684.jpg,1,1,10,37,67,40,15,9,3,2,12,38,548,980,185,5.297297297297297,3.0546622068792817,training
186586,ava,643462.jpg,1,3,2,9,30,41,42,31,16,9,18,40,814,1221,184,6.635869565217392,3.843099876269674,training
61093,ava,511018.jpg,0,1,3,11,38,48,40,37,19,23,15,18,680,1510,220,6.863636363636363,3.977257686059804,training
175720,ava,814943.jpg,1,2,10,34,59,38,19,8,1,3,22,38,1080,930,175,5.314285714285714,3.06466862059185,training
55388,ava,52625.jpg,2,2,3,15,46,53,42,21,11,11,15,19,163,1294,206,6.281553398058253,3.634402729498243,validation
232049,ava,828407.jpg,1,0,0,3,23,35,41,19,12,12,15,19,1111,1005,146,6.883561643835616,3.988993953020316,training
184296,ava,401312.jpg,5,7,26,75,122,65,21,3,1,3,22,38,561,1607,328,4.899390243902439,2.8202894222853545,training
212427,ava,915144.jpg,4,6,23,36,41,32,13,6,2,1,14,0,1285,793,164,4.835365853658536,2.7825781666155507,training
9971,ava,758016.jpg,0,1,0,15,33,59,63,43,23,12,14,21,982,1693,249,6.7991967871485945,3.939301879922071,training
11629,ava,638811.jpg,0,1,8,20,63,55,30,9,4,0,20,0,809,1069,190,5.626315789473685,3.2484586714967434,training
223410,ava,787060.jpg,1,0,6,16,41,44,18,12,2,2,18,29,1029,812,142,5.71830985915493,3.302644457080005,training
160332,ava,287753.jpg,0,1,1,5,39,69,42,28,10,7,14,35,441,1312,202,6.495049504950496,3.760154903643906,training
48333,ava,485148.jpg,0,0,2,12,46,56,47,25,5,1,17,29,650,1204,194,6.206185567010309,3.590010029542803,training
122576,ava,120208.jpg,1,1,9,15,58,80,73,43,32,41,17,36,276,2413,353,6.835694050991502,3.9607992755674633,training
119842,ava,701630.jpg,4,3,19,31,63,39,15,9,3,1,22,40,894,954,187,5.101604278074866,2.9393962987998883,validation
172691,ava,852819.jpg,1,1,4,11,20,56,55,24,20,8,20,23,1167,1332,200,6.66,3.857313037723362,training
254609,ava,370997.jpg,0,1,1,10,12,32,41,50,33,42,15,19,530,1701,222,7.662162162162162,4.447600479367521,training
147222,ava,955605.jpg,0,1,6,17,45,38,16,6,4,2,19,27,1399,757,135,5.607407407407408,3.237321371669485,training
211324,ava,322573.jpg,1,7,10,31,56,58,18,4,3,1,2,23,482,992,189,5.248677248677248,3.026024322516712,training
120514,ava,474278.jpg,0,4,0,16,45,44,62,23,18,5,18,38,640,1391,217,6.410138248847926,3.710140993695999,training
110053,ava,44450.jpg,1,12,21,44,84,42,21,5,2,1,12,19,153,1151,233,4.939914163090129,2.8441585738916046,training
156188,ava,131730.jpg,0,0,11,41,75,54,15,6,0,0,31,40,295,1049,202,5.193069306930693,2.993270471984326,training
141227,ava,199408.jpg,3,4,11,45,96,51,17,13,2,1,22,38,354,1261,243,5.189300411522634,2.9910505402085668,training
12380,ava,391472.jpg,4,0,12,41,73,44,18,6,1,0,14,0,552,1016,199,5.105527638190955,2.94170721243544,training
150094,ava,291370.jpg,0,1,4,21,57,87,79,47,27,28,19,0,447,2357,351,6.715099715099715,3.8897675356973833,training
130919,ava,934509.jpg,0,4,13,38,70,38,18,3,2,0,14,0,1341,945,186,5.080645161290323,2.927051087722295,training
186284,ava,422964.jpg,7,13,38,57,58,13,4,2,1,0,18,0,580,796,193,4.124352331606218,2.363781320403398,training
65464,ava,706344.jpg,3,4,9,43,53,36,6,0,1,0,2,0,900,742,155,4.787096774193548,2.7541470079631094,training
133180,ava,180093.jpg,0,3,17,32,73,30,29,8,7,0,15,19,342,1060,199,5.326633165829146,3.07194144115681,training
140955,ava,95295.jpg,1,3,14,33,60,35,16,7,2,1,22,38,240,887,172,5.156976744186046,2.972011450910378,training
86314,ava,693789.jpg,0,0,3,9,37,68,23,5,4,0,22,38,871,875,149,5.87248322147651,3.393454710201253,training
25052,ava,874174.jpg,0,1,2,13,53,60,21,5,0,1,14,21,1201,882,156,5.653846153846154,3.2646744387313547,training
87365,ava,714740.jpg,0,1,3,10,41,62,28,4,4,0,29,38,901,892,153,5.830065359477124,3.368469999956744,training
43828,ava,92240.jpg,4,12,30,84,116,59,18,7,2,1,18,0,237,1598,333,4.798798798798799,2.761039663091285,training
66459,ava,86742.jpg,3,14,25,68,74,39,29,14,8,4,18,38,231,1409,278,5.068345323741007,2.9198063124616125,training
71314,ava,577783.jpg,0,2,9,25,60,54,12,4,1,1,17,21,731,890,168,5.297619047619048,3.054851722290505,training
228527,ava,60590.jpg,6,16,39,60,34,4,1,2,0,0,14,15,187,612,162,3.7777777777777777,2.1596440914773143,training
194513,ava,268062.jpg,2,8,19,51,84,63,20,12,4,6,5,40,420,1409,269,5.237918215613383,3.0196871025121843,training
93727,ava,836064.jpg,1,0,2,11,49,48,28,6,3,2,19,36,1118,875,150,5.833333333333333,3.370394881976616,training
405,ava,929918.jpg,4,8,11,39,60,38,11,5,0,3,2,10,1329,884,179,4.93854748603352,2.843353582111074,training
60614,ava,330466.jpg,2,0,9,4,27,47,45,30,17,16,5,19,490,1330,197,6.751269035532995,3.911071768116721,training
233445,ava,482697.jpg,2,3,11,56,54,24,6,0,2,0,18,29,649,739,158,4.677215189873418,2.6894252276554216,training
146408,ava,170753.jpg,11,30,60,102,97,38,11,4,1,1,16,17,333,1500,355,4.225352112676056,2.4232715951566446,training
202999,ava,899459.jpg,1,1,4,7,30,42,30,12,3,0,19,22,1243,778,130,5.984615384615385,3.4595021127119074,test
154911,ava,538259.jpg,1,2,11,52,63,41,6,6,1,1,15,19,697,916,184,4.978260869565218,2.8667453169510546,training
253824,ava,239518.jpg,0,1,10,15,70,52,21,12,1,2,14,15,385,1026,184,5.576086956521739,3.218873190803672,validation
30712,ava,579038.jpg,0,1,1,18,29,55,38,15,9,6,2,12,736,1079,172,6.273255813953488,3.6295153371400426,training
78474,ava,489725.jpg,1,1,2,17,33,56,25,20,3,5,19,21,645,990,163,6.07361963190184,3.511926851351845,training
184554,ava,279595.jpg,8,16,38,76,96,67,18,7,3,1,18,40,434,1559,330,4.724242424242425,2.717124922287067,training
216276,ava,333804.jpg,4,5,18,50,78,43,18,7,1,3,18,0,495,1137,227,5.008810572687224,2.884739516672157,training
232424,ava,945745.jpg,0,1,4,8,29,35,22,20,3,3,10,20,1372,772,125,6.176,3.5722303110522837,training
20445,ava,635159.jpg,0,0,1,6,11,45,84,38,30,16,15,19,804,1674,231,7.246753246753247,4.202918854805024,training
33475,ava,646469.jpg,4,2,10,29,69,46,35,24,8,6,40,0,815,1344,233,5.76824034334764,3.332054206207412,training
235300,ava,415115.jpg,1,2,5,26,57,66,24,19,4,8,10,20,572,1241,212,5.85377358490566,3.382434474232983,training
48553,ava,86248.jpg,1,0,7,22,49,62,56,25,12,11,17,29,230,1537,245,6.273469387755102,3.6296411350774593,training
207302,ava,390886.jpg,0,3,6,16,62,68,36,20,4,5,40,0,550,1304,220,5.927272727272728,3.425726490584201,training
11249,ava,339873.jpg,1,1,4,13,39,60,44,21,9,4,16,20,500,1219,196,6.219387755102041,3.5977863018139087,training
205627,ava,758418.jpg,6,11,25,48,76,31,12,6,0,0,10,17,985,993,215,4.618604651162791,2.654902805780863,training
197254,ava,397092.jpg,0,3,3,19,44,37,17,13,4,0,18,40,556,792,140,5.6571428571428575,3.266616242790961,training
46921,ava,263590.jpg,0,10,18,46,85,59,28,15,2,6,18,29,412,1431,269,5.319702602230484,3.067859242875665,validation
192072,ava,390944.jpg,3,7,19,34,56,56,25,12,3,0,9,18,549,1124,215,5.227906976744186,3.013790343681221,training
57895,ava,232751.jpg,4,6,24,54,57,26,9,5,0,1,14,0,378,858,186,4.612903225806452,2.651544587007109,training
105795,ava,374193.jpg,2,6,13,41,54,54,25,13,4,0,2,10,535,1126,212,5.311320754716981,3.0629222181986187,training
117152,ava,226904.jpg,1,1,7,28,58,48,45,24,18,4,14,0,374,1423,234,6.081196581196581,3.5163897797915005,training
166776,ava,64471.jpg,2,8,26,57,88,57,27,4,6,3,2,10,199,1411,278,5.075539568345324,2.924043822519747,training
92887,ava,824953.jpg,1,2,9,18,53,35,24,1,1,1,3,17,1089,774,145,5.337931034482758,3.078596042812478,training
72123,ava,379763.jpg,0,2,4,21,67,61,31,15,2,2,5,40,537,1176,205,5.736585365853658,3.313408984520024,training
57894,ava,230917.jpg,0,1,2,19,38,63,39,23,8,4,15,19,378,1221,197,6.197969543147208,3.585170677300473,training
221641,ava,745230.jpg,0,0,0,8,15,40,40,40,14,10,14,35,959,1173,167,7.023952095808383,4.071685880390113,training
159178,ava,196781.jpg,11,30,49,77,64,26,8,3,1,1,18,41,353,1101,270,4.0777777777777775,2.3363482609015365,training
252802,ava,125740.jpg,6,19,35,74,87,27,16,6,5,1,2,10,285,1257,276,4.554347826086956,2.617054642764653,training
126759,ava,84740.jpg,1,1,2,11,44,76,47,14,13,6,20,35,220,1347,215,6.265116279069767,3.6247210379696178,training
134731,ava,430159.jpg,1,2,14,51,84,24,10,2,1,1,19,0,590,920,190,4.842105263157895,2.7865477724755303,training
121213,ava,215091.jpg,0,1,8,16,66,92,70,19,16,3,5,17,366,1788,291,6.144329896907217,3.553576180176984,validation
191895,ava,390103.jpg,0,5,7,22,57,68,29,8,3,4,15,19,549,1146,203,5.645320197044335,3.2596525316806475,training
98030,ava,927386.jpg,1,1,2,11,41,67,21,15,3,1,14,15,1308,964,163,5.914110429447852,3.417973714234672,training
136510,ava,23788.jpg,5,12,15,28,47,40,25,29,9,6,14,15,103,1209,216,5.597222222222222,3.2313221560408856,training
44741,ava,200360.jpg,3,5,24,56,99,59,39,13,2,1,10,14,355,1563,301,5.192691029900332,2.9930476615561186,training
186235,ava,424213.jpg,0,1,11,32,72,54,18,5,2,1,10,20,580,1041,196,5.311224489795919,3.062865516822216,validation
250010,ava,324942.jpg,0,1,5,30,79,71,35,15,3,1,38,0,483,1360,240,5.666666666666667,3.272225898963159,training
12861,ava,38664.jpg,2,7,14,29,49,59,22,32,11,6,15,19,141,1342,231,5.809523809523809,3.356370741546122,training
26213,ava,865674.jpg,2,1,7,21,59,62,38,19,9,3,18,21,1192,1305,221,5.904977375565611,3.412594218566111,training
44255,ava,927000.jpg,4,3,7,35,56,51,30,6,0,0,18,0,1318,1015,192,5.286458333333333,3.0482779064637104,training
208320,ava,340329.jpg,1,2,7,28,70,79,36,14,8,3,15,38,502,1428,248,5.758064516129032,3.326060502551184,training
87537,ava,723514.jpg,0,1,5,17,74,32,13,3,3,1,2,14,915,799,149,5.362416107382551,3.093018091045977,training
48485,ava,485183.jpg,0,1,3,20,62,58,23,14,4,0,17,31,650,1058,185,5.718918918918919,3.3030032017457565,validation
195236,ava,468629.jpg,8,11,26,63,63,28,11,1,0,2,18,41,633,948,213,4.450704225352113,2.5560071214846998,training
165876,ava,56484.jpg,0,2,4,30,63,48,24,5,7,2,15,38,180,1030,185,5.567567567567568,3.2138551523065093,test
241980,ava,693890.jpg,0,0,2,9,34,48,39,20,11,1,10,14,883,1042,164,6.353658536585366,3.676873658213749,training
119936,ava,851563.jpg,5,16,18,38,88,63,22,2,7,3,1,40,1162,1324,262,5.0534351145038165,2.9110239919976157,training
159388,ava,117169.jpg,1,3,17,60,91,43,21,4,1,1,12,38,264,1209,242,4.9958677685950414,2.877116025181725,training
103208,ava,417058.jpg,0,1,8,32,69,39,21,7,3,0,17,31,565,963,180,5.35,3.0857048312375905,training
182144,ava,533297.jpg,0,1,5,32,41,50,16,3,0,1,18,24,695,796,149,5.342281879194631,3.0811587508161624,test
238071,ava,175445.jpg,2,3,8,33,79,88,35,22,3,6,2,20,338,1595,279,5.7168458781362,3.301782151913447,test
76448,ava,347283.jpg,1,4,8,38,76,82,34,12,7,2,20,0,508,1474,264,5.583333333333333,3.2231414074564304,validation
163179,ava,75903.jpg,9,16,29,62,67,53,22,16,3,1,18,29,215,1348,278,4.848920863309353,2.7905622556885,training
193201,ava,571042.jpg,0,1,2,9,57,78,45,22,8,3,14,0,725,1390,225,6.177777777777778,3.573277446871093,test
172057,ava,360211.jpg,0,2,6,10,53,54,49,30,13,11,20,0,523,1461,228,6.407894736842105,3.7088195339440593,training
47623,ava,368926.jpg,0,2,9,22,75,86,57,36,15,1,15,19,528,1842,303,6.079207920792079,3.515218431174686,training
184747,ava,897352.jpg,8,10,16,57,72,47,17,8,4,2,14,15,1238,1185,241,4.91701244813278,2.830669145491843,test
49671,ava,240586.jpg,6,4,11,41,58,51,33,19,10,4,18,0,387,1320,237,5.569620253164557,3.215064212651526,training
74986,ava,830079.jpg,0,0,1,26,65,37,5,2,2,0,14,15,1112,723,138,5.239130434782608,3.0204011164503783,training
179310,ava,429416.jpg,0,0,0,7,29,48,49,46,17,20,2,31,587,1525,216,7.060185185185185,4.093027673603451,training
216174,ava,334982.jpg,4,14,37,97,44,18,7,0,0,2,18,38,495,928,223,4.161434977578475,2.385623514258665,training
