sessionId,imageName,aestheticScore,qualityScore,sessionId_imageName,set,pred_quality
session140,iaa_pub9755_.jpg,3.083333333,3.3125,session140_iaa_pub9755_.jpg,test,2.897902727127075
session282,iaa_pub19740_.jpg,3.854166667,3.9875,session282_iaa_pub19740_.jpg,test,3.7225396633148193
session69,iaa_pub4807_.jpg,3.74,3.952,session69_iaa_pub4807_.jpg,test,4.020974636077881
session171,iaa_pub11941_.jpg,3.08,3.52,session171_iaa_pub11941_.jpg,test,3.1386730670928955
session300,iaa_pub20990_.jpg,3.48,3.7,session300_iaa_pub20990_.jpg,test,3.4685208797454834
session346,iaa_pub24211_.jpg,2.76,2.792,session346_iaa_pub24211_.jpg,test,2.7295382022857666
session366,iaa_pub25567_.jpg,2.7,2.992,session366_iaa_pub25567_.jpg,test,3.063309669494629
session227,iaa_pub15834_.jpg,3.229166667,3.45,session227_iaa_pub15834_.jpg,test,2.8515751361846924
session241,iaa_pub16810_.jpg,1.782608696,1.852173913,session241_iaa_pub16810_.jpg,test,1.5653377771377563
session191,iaa_pub13313_.jpg,2.913043478,3.069565217,session191_iaa_pub13313_.jpg,test,3.111821413040161
session411,iaa_pub28708_.jpg,3.956521739,4.039130435,session411_iaa_pub28708_.jpg,test,3.825441598892212
session177,iaa_pub12390_.jpg,3.354166667,3.404166667,session177_iaa_pub12390_.jpg,test,2.8452131748199463
session46,iaa_pub3180_.jpg,1.86,1.924,session46_iaa_pub3180_.jpg,test,2.137061595916748
session381,iaa_pub26617_.jpg,3.782608696,3.995652174,session381_iaa_pub26617_.jpg,test,3.8999388217926025
session260,iaa_pub18192_.jpg,2.979166667,3.2625,session260_iaa_pub18192_.jpg,test,3.0902819633483887
session189,iaa_pub13228_.jpg,3.395833333,3.495833333,session189_iaa_pub13228_.jpg,test,3.5381104946136475
session362,iaa_pub25272_.jpg,1.48,1.62,session362_iaa_pub25272_.jpg,test,1.5149211883544922
session241,iaa_pub16837_.jpg,3.391304348,3.556521739,session241_iaa_pub16837_.jpg,test,3.388378858566284
session125,iaa_pub8690_.jpg,3.52,3.72,session125_iaa_pub8690_.jpg,test,3.5487401485443115
session200,iaa_pub13980_.jpg,3.304347826,3.508695652,session200_iaa_pub13980_.jpg,test,3.3072149753570557
session246,iaa_pub17173_.jpg,2.58,2.632,session246_iaa_pub17173_.jpg,test,2.7326834201812744
session323,iaa_pub22551_.jpg,3.6,3.656,session323_iaa_pub22551_.jpg,test,3.517298936843872
session370,iaa_pub25882_.jpg,3.264705882,3.6,session370_iaa_pub25882_.jpg,test,3.5533339977264404
session100,iaa_pub6953_.jpg,3.925,3.895,session100_iaa_pub6953_.jpg,test,3.7449653148651123
session181,iaa_pub12613_.jpg,2.583333333,2.7625,session181_iaa_pub12613_.jpg,test,2.7844417095184326
session275,iaa_pub19250_.jpg,2.956521739,3.082608696,session275_iaa_pub19250_.jpg,test,2.764587163925171
session105,iaa_pub7319_.jpg,2.814814815,2.977777778,session105_iaa_pub7319_.jpg,test,3.079672336578369
session26,iaa_pub1782_.jpg,1.64,1.748,session26_iaa_pub1782_.jpg,test,1.6632179021835327
session224,iaa_pub15616_.jpg,3.282608696,3.443478261,session224_iaa_pub15616_.jpg,test,3.4246246814727783
session15,iaa_pub1025_.jpg,3.48,3.648,session15_iaa_pub1025_.jpg,test,3.7702395915985107
session327,iaa_pub22880_.jpg,3.354166667,3.395833333,session327_iaa_pub22880_.jpg,test,3.5240676403045654
session276,iaa_pub19268_.jpg,3.770833333,3.7375,session276_iaa_pub19268_.jpg,test,3.5774340629577637
session272,iaa_pub19017_.jpg,3.125,3.420833333,session272_iaa_pub19017_.jpg,test,3.3136956691741943
session111,iaa_pub7728_.jpg,3.365384615,3.469230769,session111_iaa_pub7728_.jpg,test,3.101414918899536
session137,iaa_pub9553_.jpg,2.708333333,2.958333333,session137_iaa_pub9553_.jpg,test,3.0024147033691406
session119,iaa_pub8269_.jpg,3.518518519,3.622222222,session119_iaa_pub8269_.jpg,test,3.573347330093384
session122,iaa_pub8529_.jpg,2.576923077,2.803846154,session122_iaa_pub8529_.jpg,test,2.3604819774627686
session100,iaa_pub6970_.jpg,2.825,2.885,session100_iaa_pub6970_.jpg,test,3.223480463027954
session66,iaa_pub4566_.jpg,2.875,3.010714286,session66_iaa_pub4566_.jpg,test,3.288728713989258
session79,iaa_pub5484_.jpg,3.166666667,3.320833333,session79_iaa_pub5484_.jpg,test,3.297337293624878
session251,iaa_pub17533_.jpg,1.208333333,1.266666667,session251_iaa_pub17533_.jpg,test,1.5152382850646973
session313,iaa_pub21908_.jpg,2.541666667,2.620833333,session313_iaa_pub21908_.jpg,test,2.8201777935028076
session413,iaa_pub28901_.jpg,3.916666667,4.095833333,session413_iaa_pub28901_.jpg,test,3.8421952724456787
session367,iaa_pub25649_.jpg,3.086956522,3.269565217,session367_iaa_pub25649_.jpg,test,3.1990344524383545
session418,iaa_pub29235_.jpg,3.44,3.584,session418_iaa_pub29235_.jpg,test,3.6610677242279053
session243,iaa_pub16987_.jpg,3.6875,3.8125,session243_iaa_pub16987_.jpg,test,3.494764804840088
session17,iaa_pub1140_.jpg,3.241935484,3.458064516,session17_iaa_pub1140_.jpg,test,3.2384254932403564
session279,iaa_pub19511_.jpg,3.022727273,3.25,session279_iaa_pub19511_.jpg,test,3.3538150787353516
session292,iaa_pub20389_.jpg,3.8,3.94,session292_iaa_pub20389_.jpg,test,3.971703290939331
session75,iaa_pub5240_.jpg,3.82,4.0,session75_iaa_pub5240_.jpg,test,3.873206853866577
session26,iaa_pub1757_.jpg,1.62,1.768,session26_iaa_pub1757_.jpg,test,1.546267032623291
session146,iaa_pub10156_.jpg,4.043478261,4.004347826,session146_iaa_pub10156_.jpg,test,3.765608310699463
session295,iaa_pub20615_.jpg,2.804347826,3.047826087,session295_iaa_pub20615_.jpg,test,3.175579786300659
session150,iaa_pub10445_.jpg,3.64,3.824,session150_iaa_pub10445_.jpg,test,3.8675835132598877
session275,iaa_pub19233_.jpg,3.717391304,3.917391304,session275_iaa_pub19233_.jpg,test,3.659987688064575
session189,iaa_pub13218_.jpg,2.4375,2.504166667,session189_iaa_pub13218_.jpg,test,2.4554169178009033
session155,iaa_pub10802_.jpg,3.369565217,3.5,session155_iaa_pub10802_.jpg,test,3.329575777053833
session404,iaa_pub28227_.jpg,2.980769231,3.215384615,session404_iaa_pub28227_.jpg,test,3.2963554859161377
session357,iaa_pub24978_.jpg,3.291666667,3.441666667,session357_iaa_pub24978_.jpg,test,3.5478098392486572
session222,iaa_pub15512_.jpg,3.44,3.608,session222_iaa_pub15512_.jpg,test,3.479613780975342
session102,iaa_pub7096_.jpg,3.576923077,3.653846154,session102_iaa_pub7096_.jpg,test,3.563795804977417
session30,iaa_pub2070_.jpg,3.42,3.692,session30_iaa_pub2070_.jpg,test,3.1060309410095215
session415,iaa_pub29017_.jpg,1.833333333,1.8875,session415_iaa_pub29017_.jpg,test,1.986598014831543
session167,iaa_pub11635_.jpg,3.375,3.554166667,session167_iaa_pub11635_.jpg,test,3.821194887161255
session24,iaa_pub1680_.jpg,2.145833333,2.358333333,session24_iaa_pub1680_.jpg,test,1.680793046951294
session422,iaa_pub29477_.jpg,3.416666667,3.608333333,session422_iaa_pub29477_.jpg,test,3.468264102935791
session274,iaa_pub19118_.jpg,3.166666667,3.220833333,session274_iaa_pub19118_.jpg,test,3.1696531772613525
session308,iaa_pub21524_.jpg,2.9375,3.016666667,session308_iaa_pub21524_.jpg,test,3.121110677719116
session137,iaa_pub9587_.jpg,3.333333333,3.5,session137_iaa_pub9587_.jpg,test,3.4896132946014404
session173,iaa_pub12041_.jpg,3.239130435,3.4,session173_iaa_pub12041_.jpg,test,3.3860878944396973
session232,iaa_pub16231_.jpg,3.1875,3.279166667,session232_iaa_pub16231_.jpg,test,3.409059524536133
session384,iaa_pub26835_.jpg,3.065217391,3.417391304,session384_iaa_pub26835_.jpg,test,3.1152608394622803
session84,iaa_pub5816_.jpg,3.56,3.632,session84_iaa_pub5816_.jpg,test,3.829686403274536
session357,iaa_pub24954_.jpg,3.6875,3.733333333,session357_iaa_pub24954_.jpg,test,3.762068510055542
session389,iaa_pub27197_.jpg,2.818181818,2.954545455,session389_iaa_pub27197_.jpg,test,2.627718687057495
session244,iaa_pub17045_.jpg,3.68,3.876,session244_iaa_pub17045_.jpg,test,3.5808145999908447
session7,iaa_pub466_.jpg,2.96,3.256,session7_iaa_pub466_.jpg,test,3.2815682888031006
session200,iaa_pub13934_.jpg,3.130434783,3.295652174,session200_iaa_pub13934_.jpg,test,3.3541998863220215
session341,iaa_pub23840_.jpg,3.52,3.664,session341_iaa_pub23840_.jpg,test,3.50262451171875
session257,iaa_pub17972_.jpg,2.958333333,3.108333333,session257_iaa_pub17972_.jpg,test,3.126495599746704
session308,iaa_pub21498_.jpg,3.541666667,3.8125,session308_iaa_pub21498_.jpg,test,3.5612332820892334
session149,iaa_pub10410_.jpg,1.708333333,1.783333333,session149_iaa_pub10410_.jpg,test,1.8560160398483276
session424,iaa_pub29647_.jpg,2.12,2.18,session424_iaa_pub29647_.jpg,test,2.1714131832122803
session105,iaa_pub7292_.jpg,3.537037037,3.674074074,session105_iaa_pub7292_.jpg,test,3.281907320022583
session99,iaa_pub6910_.jpg,3.267857143,3.535714286,session99_iaa_pub6910_.jpg,test,3.589017629623413
session423,iaa_pub29601_.jpg,3.04,3.292,session423_iaa_pub29601_.jpg,test,3.270644426345825
session311,iaa_pub21705_.jpg,2.9,3.136,session311_iaa_pub21705_.jpg,test,3.191622257232666
session167,iaa_pub11642_.jpg,2.854166667,3.183333333,session167_iaa_pub11642_.jpg,test,3.1795337200164795
session243,iaa_pub16970_.jpg,3.770833333,3.8375,session243_iaa_pub16970_.jpg,test,3.8622348308563232
session168,iaa_pub11699_.jpg,3.520833333,3.695833333,session168_iaa_pub11699_.jpg,test,3.4139301776885986
session44,iaa_pub3047_.jpg,3.02,3.244,session44_iaa_pub3047_.jpg,test,3.215261697769165
session9,iaa_pub613_.jpg,3.020833333,3.233333333,session9_iaa_pub613_.jpg,test,3.0912063121795654
session201,iaa_pub14034_.jpg,3.9375,4.041666667,session201_iaa_pub14034_.jpg,test,3.658437967300415
session72,iaa_pub5020_.jpg,2.848484848,3.112121212,session72_iaa_pub5020_.jpg,test,2.9215569496154785
session26,iaa_pub1753_.jpg,2.56,2.768,session26_iaa_pub1753_.jpg,test,2.338913679122925
session307,iaa_pub21423_.jpg,3.586956522,3.843478261,session307_iaa_pub21423_.jpg,test,2.9648208618164062
session68,iaa_pub4726_.jpg,1.395833333,1.533333333,session68_iaa_pub4726_.jpg,test,1.4128391742706299
session237,iaa_pub16583_.jpg,1.291666667,1.316666667,session237_iaa_pub16583_.jpg,test,2.0916004180908203
session411,iaa_pub28764_.jpg,2.239130435,2.382608696,session411_iaa_pub28764_.jpg,test,2.5261881351470947
session253,iaa_pub17689_.jpg,3.307692308,3.426923077,session253_iaa_pub17689_.jpg,test,3.517509698867798
session118,iaa_pub8252_.jpg,2.74,2.812,session118_iaa_pub8252_.jpg,test,2.9426991939544678
session179,iaa_pub12466_.jpg,3.78,3.832,session179_iaa_pub12466_.jpg,test,3.958925724029541
session381,iaa_pub26646_.jpg,2.97826087,3.317391304,session381_iaa_pub26646_.jpg,test,3.0261287689208984
session38,iaa_pub2651_.jpg,2.520833333,2.691666667,session38_iaa_pub2651_.jpg,test,2.4935457706451416
session17,iaa_pub1159_.jpg,2.612903226,2.809677419,session17_iaa_pub1159_.jpg,test,2.5769267082214355
session114,iaa_pub7951_.jpg,3.222222222,3.344444444,session114_iaa_pub7951_.jpg,test,3.5469276905059814
session403,iaa_pub28169_.jpg,3.456521739,3.686956522,session403_iaa_pub28169_.jpg,test,3.5593841075897217
session48,iaa_pub3323_.jpg,3.12,3.308,session48_iaa_pub3323_.jpg,test,3.218445062637329
session331,iaa_pub23155_.jpg,3.0,3.176,session331_iaa_pub23155_.jpg,test,3.1191694736480713
session69,iaa_pub4790_.jpg,3.88,3.988,session69_iaa_pub4790_.jpg,test,3.772998809814453
session372,iaa_pub25975_.jpg,3.48,3.588,session372_iaa_pub25975_.jpg,test,3.5930368900299072
session395,iaa_pub27633_.jpg,2.875,3.091666667,session395_iaa_pub27633_.jpg,test,3.202913999557495
session223,iaa_pub15588_.jpg,3.458333333,3.6875,session223_iaa_pub15588_.jpg,test,3.563434600830078
session352,iaa_pub24592_.jpg,2.965517241,3.165517241,session352_iaa_pub24592_.jpg,test,2.6591293811798096
session187,iaa_pub13045_.jpg,3.066666667,3.29,session187_iaa_pub13045_.jpg,test,3.200514554977417
session212,iaa_pub14794_.jpg,3.270833333,3.4375,session212_iaa_pub14794_.jpg,test,3.3957927227020264
session433,iaa_pub30261_.jpg,3.291666667,3.420833333,session433_iaa_pub30261_.jpg,test,3.3999505043029785
session25,iaa_pub1742_.jpg,3.291666667,3.145833333,session25_iaa_pub1742_.jpg,test,3.2337422370910645
session224,iaa_pub15664_.jpg,3.565217391,3.695652174,session224_iaa_pub15664_.jpg,test,3.619865894317627
session56,iaa_pub3873_.jpg,3.083333333,3.320833333,session56_iaa_pub3873_.jpg,test,3.1951653957366943
session33,iaa_pub2288_.jpg,3.788461538,3.965384615,session33_iaa_pub2288_.jpg,test,3.670915365219116
session332,iaa_pub23240_.jpg,2.14,2.2,session332_iaa_pub23240_.jpg,test,2.160482406616211
session280,iaa_pub19561_.jpg,3.520833333,3.566666667,session280_iaa_pub19561_.jpg,test,3.552708387374878
session149,iaa_pub10380_.jpg,3.645833333,3.791666667,session149_iaa_pub10380_.jpg,test,3.5569865703582764
session179,iaa_pub12463_.jpg,3.32,3.456,session179_iaa_pub12463_.jpg,test,3.5277249813079834
session327,iaa_pub22856_.jpg,3.458333333,3.591666667,session327_iaa_pub22856_.jpg,test,3.3808133602142334
session17,iaa_pub1168_.jpg,3.677419355,3.738709677,session17_iaa_pub1168_.jpg,test,2.8421857357025146
session70,iaa_pub4880_.jpg,2.152173913,2.326086957,session70_iaa_pub4880_.jpg,test,2.660623788833618
session208,iaa_pub14555_.jpg,2.52,2.696,session208_iaa_pub14555_.jpg,test,2.7143170833587646
session267,iaa_pub18652_.jpg,2.6875,3.008333333,session267_iaa_pub18652_.jpg,test,2.902466058731079
session202,iaa_pub14091_.jpg,3.26,3.5,session202_iaa_pub14091_.jpg,test,3.3025128841400146
session57,iaa_pub3960_.jpg,3.055555556,3.255555556,session57_iaa_pub3960_.jpg,test,3.132044553756714
session348,iaa_pub24313_.jpg,3.791666667,3.891666667,session348_iaa_pub24313_.jpg,test,3.751505136489868
session54,iaa_pub3754_.jpg,3.48,3.6,session54_iaa_pub3754_.jpg,test,3.4382355213165283
session229,iaa_pub15996_.jpg,2.333333333,2.5125,session229_iaa_pub15996_.jpg,test,2.4235856533050537
session267,iaa_pub18677_.jpg,1.354166667,1.475,session267_iaa_pub18677_.jpg,test,1.561633586883545
session207,iaa_pub14484_.jpg,2.92,3.044,session207_iaa_pub14484_.jpg,test,2.9417812824249268
session344,iaa_pub24044_.jpg,2.916666667,3.125,session344_iaa_pub24044_.jpg,test,3.199658155441284
session117,iaa_pub8159_.jpg,2.692307692,2.880769231,session117_iaa_pub8159_.jpg,test,2.874579668045044
session139,iaa_pub9714_.jpg,3.479166667,3.670833333,session139_iaa_pub9714_.jpg,test,3.4968531131744385
session336,iaa_pub23515_.jpg,3.2,3.384,session336_iaa_pub23515_.jpg,test,3.2469422817230225
session88,iaa_pub6157_.jpg,1.395833333,1.45,session88_iaa_pub6157_.jpg,test,1.6222898960113525
session154,iaa_pub10780_.jpg,3.4375,3.5625,session154_iaa_pub10780_.jpg,test,3.34629225730896
session403,iaa_pub28170_.jpg,3.043478261,3.339130435,session403_iaa_pub28170_.jpg,test,3.1865274906158447
session258,iaa_pub18035_.jpg,3.173076923,3.4,session258_iaa_pub18035_.jpg,test,3.523306131362915
session301,iaa_pub21051_.jpg,3.260869565,3.382608696,session301_iaa_pub21051_.jpg,test,2.904021978378296
session278,iaa_pub19412_.jpg,3.291666667,3.625,session278_iaa_pub19412_.jpg,test,3.2507479190826416
session276,iaa_pub19272_.jpg,3.479166667,3.529166667,session276_iaa_pub19272_.jpg,test,3.52091383934021
session103,iaa_pub7144_.jpg,1.52,1.608,session103_iaa_pub7144_.jpg,test,1.7370338439941406
session326,iaa_pub22770_.jpg,3.192307692,3.353846154,session326_iaa_pub22770_.jpg,test,3.5233747959136963
session88,iaa_pub6113_.jpg,2.895833333,3.175,session88_iaa_pub6113_.jpg,test,3.157715082168579
session388,iaa_pub27155_.jpg,2.854166667,3.208333333,session388_iaa_pub27155_.jpg,test,3.3091204166412354
session349,iaa_pub24423_.jpg,2.64,2.876,session349_iaa_pub24423_.jpg,test,2.61673641204834
session87,iaa_pub6039_.jpg,3.645833333,3.833333333,session87_iaa_pub6039_.jpg,test,3.786987066268921
session212,iaa_pub14831_.jpg,3.770833333,3.754166667,session212_iaa_pub14831_.jpg,test,3.7172763347625732
session383,iaa_pub26752_.jpg,3.092592593,3.351851852,session383_iaa_pub26752_.jpg,test,3.0643703937530518
session152,iaa_pub10600_.jpg,3.461538462,3.603846154,session152_iaa_pub10600_.jpg,test,3.767972707748413
session25,iaa_pub1698_.jpg,3.916666667,3.929166667,session25_iaa_pub1698_.jpg,test,4.016780376434326
session62,iaa_pub4331_.jpg,3.18,3.336,session62_iaa_pub4331_.jpg,test,3.362790822982788
session217,iaa_pub15162_.jpg,3.145833333,3.35,session217_iaa_pub15162_.jpg,test,3.2243144512176514
session365,iaa_pub25528_.jpg,3.34,3.604,session365_iaa_pub25528_.jpg,test,3.3857221603393555
session140,iaa_pub9744_.jpg,1.833333333,1.966666667,session140_iaa_pub9744_.jpg,test,1.7767338752746582
session305,iaa_pub21296_.jpg,3.0,3.412,session305_iaa_pub21296_.jpg,test,3.4807801246643066
session118,iaa_pub8197_.jpg,3.06,3.472,session118_iaa_pub8197_.jpg,test,3.222271680831909
session130,iaa_pub9046_.jpg,3.8,3.924,session130_iaa_pub9046_.jpg,test,3.5628280639648438
session445,iaa_pub31119_.jpg,3.0,3.27826087,session445_iaa_pub31119_.jpg,test,2.9801547527313232
session216,iaa_pub15102_.jpg,3.46,3.476,session216_iaa_pub15102_.jpg,test,3.2376015186309814
session201,iaa_pub14002_.jpg,3.395833333,3.408333333,session201_iaa_pub14002_.jpg,test,3.234431028366089
session221,iaa_pub15420_.jpg,3.307692308,3.596153846,session221_iaa_pub15420_.jpg,test,3.3585431575775146
session279,iaa_pub19488_.jpg,1.613636364,1.695454545,session279_iaa_pub19488_.jpg,test,1.7838996648788452
session139,iaa_pub9708_.jpg,3.708333333,3.891666667,session139_iaa_pub9708_.jpg,test,3.8507676124572754
session341,iaa_pub23853_.jpg,3.26,3.408,session341_iaa_pub23853_.jpg,test,3.480154275894165
session155,iaa_pub10837_.jpg,3.434782609,3.534782609,session155_iaa_pub10837_.jpg,test,3.5366580486297607
session6,iaa_pub402_.jpg,3.066666667,3.27,session6_iaa_pub402_.jpg,test,3.041755199432373
session92,iaa_pub6389_.jpg,2.96,3.16,session92_iaa_pub6389_.jpg,test,2.9961535930633545
session417,iaa_pub29163_.jpg,3.52,3.728,session417_iaa_pub29163_.jpg,test,3.5986077785491943
session169,iaa_pub11776_.jpg,3.24,3.536,session169_iaa_pub11776_.jpg,test,3.060340404510498
session122,iaa_pub8524_.jpg,3.903846154,4.042307692,session122_iaa_pub8524_.jpg,test,3.8775475025177
session178,iaa_pub12411_.jpg,3.615384615,3.665384615,session178_iaa_pub12411_.jpg,test,3.580765962600708
session27,iaa_pub1862_.jpg,3.34,3.552,session27_iaa_pub1862_.jpg,test,3.4988296031951904
session401,iaa_pub28007_.jpg,1.770833333,1.754166667,session401_iaa_pub28007_.jpg,test,1.519726037979126
session31,iaa_pub2109_.jpg,3.96,4.012,session31_iaa_pub2109_.jpg,test,3.56671404838562
session218,iaa_pub15248_.jpg,2.636363636,2.827272727,session218_iaa_pub15248_.jpg,test,2.666855573654175
session11,iaa_pub714_.jpg,3.4,3.536,session11_iaa_pub714_.jpg,test,3.569617986679077
session11,iaa_pub760_.jpg,3.7,3.864,session11_iaa_pub760_.jpg,test,3.6109955310821533
session148,iaa_pub10358_.jpg,3.666666667,3.879166667,session148_iaa_pub10358_.jpg,test,3.622670888900757
session352,iaa_pub24584_.jpg,3.482758621,3.531034483,session352_iaa_pub24584_.jpg,test,2.9664151668548584
session163,iaa_pub11369_.jpg,3.634615385,3.807692308,session163_iaa_pub11369_.jpg,test,3.800065279006958
session356,iaa_pub24920_.jpg,2.458333333,2.570833333,session356_iaa_pub24920_.jpg,test,3.1253180503845215
session18,iaa_pub1245_.jpg,3.177419355,3.367741935,session18_iaa_pub1245_.jpg,test,3.0894198417663574
session242,iaa_pub16906_.jpg,3.217391304,3.556521739,session242_iaa_pub16906_.jpg,test,3.346907377243042
session382,iaa_pub26728_.jpg,2.903846154,3.234615385,session382_iaa_pub26728_.jpg,test,3.396336317062378
session44,iaa_pub3016_.jpg,2.44,2.608,session44_iaa_pub3016_.jpg,test,2.3135523796081543
session287,iaa_pub20077_.jpg,3.62,3.78,session287_iaa_pub20077_.jpg,test,3.570911407470703
session390,iaa_pub27242_.jpg,3.181818182,3.413636364,session390_iaa_pub27242_.jpg,test,3.2881710529327393
session223,iaa_pub15581_.jpg,2.8125,3.0625,session223_iaa_pub15581_.jpg,test,2.6967825889587402
session26,iaa_pub1797_.jpg,3.48,3.772,session26_iaa_pub1797_.jpg,test,3.57633376121521
session286,iaa_pub20005_.jpg,4.125,4.15,session286_iaa_pub20005_.jpg,test,4.026587009429932
session350,iaa_pub24447_.jpg,3.38,3.52,session350_iaa_pub24447_.jpg,test,3.181535005569458
session143,iaa_pub9965_.jpg,3.291666667,3.4875,session143_iaa_pub9965_.jpg,test,3.410731792449951
session252,iaa_pub17603_.jpg,3.166666667,3.383333333,session252_iaa_pub17603_.jpg,test,3.469294309616089
session61,iaa_pub4209_.jpg,3.08,3.284,session61_iaa_pub4209_.jpg,test,3.3123953342437744
session410,iaa_pub28652_.jpg,3.227272727,3.422727273,session410_iaa_pub28652_.jpg,test,3.3159027099609375
session259,iaa_pub18082_.jpg,3.145833333,3.366666667,session259_iaa_pub18082_.jpg,test,3.4371836185455322
session208,iaa_pub14507_.jpg,3.6,3.64,session208_iaa_pub14507_.jpg,test,3.5820651054382324
session11,iaa_pub720_.jpg,3.92,3.968,session11_iaa_pub720_.jpg,test,3.616243600845337
session62,iaa_pub4325_.jpg,3.6,3.708,session62_iaa_pub4325_.jpg,test,3.7089741230010986
session52,iaa_pub3601_.jpg,2.923076923,3.119230769,session52_iaa_pub3601_.jpg,test,2.7977869510650635
session108,iaa_pub7499_.jpg,2.86,3.008,session108_iaa_pub7499_.jpg,test,2.8645989894866943
session364,iaa_pub25440_.jpg,3.395833333,3.591666667,session364_iaa_pub25440_.jpg,test,3.546462059020996
session279,iaa_pub19494_.jpg,3.454545455,3.695454545,session279_iaa_pub19494_.jpg,test,3.1452338695526123
session96,iaa_pub6656_.jpg,3.833333333,4.020833333,session96_iaa_pub6656_.jpg,test,3.4608943462371826
session188,iaa_pub13115_.jpg,2.788461538,2.884615385,session188_iaa_pub13115_.jpg,test,2.581670045852661
session183,iaa_pub12748_.jpg,3.217391304,3.391304348,session183_iaa_pub12748_.jpg,test,3.3311526775360107
session163,iaa_pub11372_.jpg,3.153846154,3.307692308,session163_iaa_pub11372_.jpg,test,3.2345082759857178
session110,iaa_pub7685_.jpg,3.480769231,3.657692308,session110_iaa_pub7685_.jpg,test,3.4110448360443115
session80,iaa_pub5588_.jpg,2.14,2.304,session80_iaa_pub5588_.jpg,test,1.9993901252746582
session258,iaa_pub18000_.jpg,4.019230769,4.146153846,session258_iaa_pub18000_.jpg,test,4.047836780548096
session361,iaa_pub25244_.jpg,1.895833333,2.029166667,session361_iaa_pub25244_.jpg,test,1.8044358491897583
session106,iaa_pub7396_.jpg,3.98,4.192,session106_iaa_pub7396_.jpg,test,3.8318684101104736
session302,iaa_pub21129_.jpg,1.833333333,1.975,session302_iaa_pub21129_.jpg,test,1.6297703981399536
session132,iaa_pub9223_.jpg,3.267857143,3.464285714,session132_iaa_pub9223_.jpg,test,3.3159754276275635
