sessionId,imageName,aestheticScore,qualityScore,sessionId_imageName,set,pred_aesthetic,pred_quality
session246,iaa_pub17173_.jpg,2.58,2.632,session246_iaa_pub17173_.jpg,test,2.3115882873535156,2.6127731800079346
session323,iaa_pub22551_.jpg,3.6,3.656,session323_iaa_pub22551_.jpg,test,3.321866989135742,3.6385295391082764
session370,iaa_pub25882_.jpg,3.264705882,3.6,session370_iaa_pub25882_.jpg,test,3.3061695098876953,3.48895001411438
session100,iaa_pub6953_.jpg,3.925,3.895,session100_iaa_pub6953_.jpg,test,3.480034828186035,3.786043882369995
session181,iaa_pub12613_.jpg,2.583333333,2.7625,session181_iaa_pub12613_.jpg,test,2.619349479675293,2.8111371994018555
session275,iaa_pub19250_.jpg,2.956521739,3.082608696,session275_iaa_pub19250_.jpg,test,2.5226829051971436,2.8032214641571045
session105,iaa_pub7319_.jpg,2.814814815,2.977777778,session105_iaa_pub7319_.jpg,test,2.767270565032959,3.089560031890869
session26,iaa_pub1782_.jpg,1.64,1.748,session26_iaa_pub1782_.jpg,test,1.5491750240325928,1.708650827407837
session224,iaa_pub15616_.jpg,3.282608696,3.443478261,session224_iaa_pub15616_.jpg,test,3.0777387619018555,3.2819983959198
session15,iaa_pub1025_.jpg,3.48,3.648,session15_iaa_pub1025_.jpg,test,3.7403457164764404,3.6712074279785156
session327,iaa_pub22880_.jpg,3.354166667,3.395833333,session327_iaa_pub22880_.jpg,test,3.399932861328125,3.513782024383545
session276,iaa_pub19268_.jpg,3.770833333,3.7375,session276_iaa_pub19268_.jpg,test,3.5085642337799072,3.5562245845794678
session272,iaa_pub19017_.jpg,3.125,3.420833333,session272_iaa_pub19017_.jpg,test,2.9566383361816406,3.2471559047698975
session111,iaa_pub7728_.jpg,3.365384615,3.469230769,session111_iaa_pub7728_.jpg,test,3.0475244522094727,3.1910290718078613
session137,iaa_pub9553_.jpg,2.708333333,2.958333333,session137_iaa_pub9553_.jpg,test,2.7434918880462646,3.026076316833496
session119,iaa_pub8269_.jpg,3.518518519,3.622222222,session119_iaa_pub8269_.jpg,test,3.2798006534576416,3.506479024887085
session122,iaa_pub8529_.jpg,2.576923077,2.803846154,session122_iaa_pub8529_.jpg,test,2.21437406539917,2.3195853233337402
session100,iaa_pub6970_.jpg,2.825,2.885,session100_iaa_pub6970_.jpg,test,3.059007167816162,3.1905181407928467
session66,iaa_pub4566_.jpg,2.875,3.010714286,session66_iaa_pub4566_.jpg,test,2.8754992485046387,3.1899001598358154
session79,iaa_pub5484_.jpg,3.166666667,3.320833333,session79_iaa_pub5484_.jpg,test,3.1165072917938232,3.1980791091918945
session251,iaa_pub17533_.jpg,1.208333333,1.266666667,session251_iaa_pub17533_.jpg,test,1.516109824180603,1.6793017387390137
session313,iaa_pub21908_.jpg,2.541666667,2.620833333,session313_iaa_pub21908_.jpg,test,2.4423182010650635,2.5607292652130127
session413,iaa_pub28901_.jpg,3.916666667,4.095833333,session413_iaa_pub28901_.jpg,test,3.745635509490967,3.8654351234436035
session367,iaa_pub25649_.jpg,3.086956522,3.269565217,session367_iaa_pub25649_.jpg,test,3.144627571105957,3.284278631210327
session418,iaa_pub29235_.jpg,3.44,3.584,session418_iaa_pub29235_.jpg,test,3.4153788089752197,3.5840611457824707
session243,iaa_pub16987_.jpg,3.6875,3.8125,session243_iaa_pub16987_.jpg,test,3.3677477836608887,3.5841567516326904
session17,iaa_pub1140_.jpg,3.241935484,3.458064516,session17_iaa_pub1140_.jpg,test,3.0779852867126465,3.3328046798706055
session279,iaa_pub19511_.jpg,3.022727273,3.25,session279_iaa_pub19511_.jpg,test,3.1820297241210938,3.456773042678833
session292,iaa_pub20389_.jpg,3.8,3.94,session292_iaa_pub20389_.jpg,test,3.85159969329834,4.043755531311035
session75,iaa_pub5240_.jpg,3.82,4.0,session75_iaa_pub5240_.jpg,test,3.522270917892456,3.8563334941864014
session26,iaa_pub1757_.jpg,1.62,1.768,session26_iaa_pub1757_.jpg,test,1.5899230241775513,1.5470681190490723
session146,iaa_pub10156_.jpg,4.043478261,4.004347826,session146_iaa_pub10156_.jpg,test,3.6450328826904297,3.7339890003204346
session295,iaa_pub20615_.jpg,2.804347826,3.047826087,session295_iaa_pub20615_.jpg,test,2.980443000793457,3.2425150871276855
session150,iaa_pub10445_.jpg,3.64,3.824,session150_iaa_pub10445_.jpg,test,3.594818115234375,3.747302293777466
session275,iaa_pub19233_.jpg,3.717391304,3.917391304,session275_iaa_pub19233_.jpg,test,3.603148937225342,3.844477415084839
session189,iaa_pub13218_.jpg,2.4375,2.504166667,session189_iaa_pub13218_.jpg,test,2.388903856277466,2.540565013885498
session155,iaa_pub10802_.jpg,3.369565217,3.5,session155_iaa_pub10802_.jpg,test,3.0858609676361084,3.2744879722595215
session404,iaa_pub28227_.jpg,2.980769231,3.215384615,session404_iaa_pub28227_.jpg,test,2.790534019470215,2.920722723007202
session357,iaa_pub24978_.jpg,3.291666667,3.441666667,session357_iaa_pub24978_.jpg,test,3.201669216156006,3.4354517459869385
session222,iaa_pub15512_.jpg,3.44,3.608,session222_iaa_pub15512_.jpg,test,3.144707202911377,3.3193891048431396
session102,iaa_pub7096_.jpg,3.576923077,3.653846154,session102_iaa_pub7096_.jpg,test,3.3677315711975098,3.508997678756714
session30,iaa_pub2070_.jpg,3.42,3.692,session30_iaa_pub2070_.jpg,test,2.865574836730957,3.1610352993011475
session415,iaa_pub29017_.jpg,1.833333333,1.8875,session415_iaa_pub29017_.jpg,test,1.9284334182739258,2.0193378925323486
session167,iaa_pub11635_.jpg,3.375,3.554166667,session167_iaa_pub11635_.jpg,test,3.524204730987549,3.692229986190796
session24,iaa_pub1680_.jpg,2.145833333,2.358333333,session24_iaa_pub1680_.jpg,test,1.6507747173309326,1.7970387935638428
session422,iaa_pub29477_.jpg,3.416666667,3.608333333,session422_iaa_pub29477_.jpg,test,3.202012062072754,3.3391709327697754
session274,iaa_pub19118_.jpg,3.166666667,3.220833333,session274_iaa_pub19118_.jpg,test,3.2652180194854736,3.3609354496002197
session308,iaa_pub21524_.jpg,2.9375,3.016666667,session308_iaa_pub21524_.jpg,test,2.9276185035705566,3.1112098693847656
session137,iaa_pub9587_.jpg,3.333333333,3.5,session137_iaa_pub9587_.jpg,test,3.2926292419433594,3.486163854598999
session173,iaa_pub12041_.jpg,3.239130435,3.4,session173_iaa_pub12041_.jpg,test,3.0377273559570312,3.3516108989715576
session232,iaa_pub16231_.jpg,3.1875,3.279166667,session232_iaa_pub16231_.jpg,test,3.206855297088623,3.3092005252838135
session384,iaa_pub26835_.jpg,3.065217391,3.417391304,session384_iaa_pub26835_.jpg,test,2.9339547157287598,3.127230167388916
session84,iaa_pub5816_.jpg,3.56,3.632,session84_iaa_pub5816_.jpg,test,3.694169282913208,3.745623826980591
session357,iaa_pub24954_.jpg,3.6875,3.733333333,session357_iaa_pub24954_.jpg,test,3.5597639083862305,3.700010061264038
session389,iaa_pub27197_.jpg,2.818181818,2.954545455,session389_iaa_pub27197_.jpg,test,2.4936532974243164,2.6230876445770264
session244,iaa_pub17045_.jpg,3.68,3.876,session244_iaa_pub17045_.jpg,test,3.5678153038024902,3.655965805053711
session7,iaa_pub466_.jpg,2.96,3.256,session7_iaa_pub466_.jpg,test,3.114673137664795,3.2042438983917236
session200,iaa_pub13934_.jpg,3.130434783,3.295652174,session200_iaa_pub13934_.jpg,test,3.242171049118042,3.3985352516174316
session341,iaa_pub23840_.jpg,3.52,3.664,session341_iaa_pub23840_.jpg,test,3.302577495574951,3.346158742904663
session257,iaa_pub17972_.jpg,2.958333333,3.108333333,session257_iaa_pub17972_.jpg,test,2.7226085662841797,3.0611257553100586
session308,iaa_pub21498_.jpg,3.541666667,3.8125,session308_iaa_pub21498_.jpg,test,3.2406108379364014,3.605440378189087
session149,iaa_pub10410_.jpg,1.708333333,1.783333333,session149_iaa_pub10410_.jpg,test,1.443544626235962,1.843482494354248
session424,iaa_pub29647_.jpg,2.12,2.18,session424_iaa_pub29647_.jpg,test,2.01440691947937,2.0236892700195312
session105,iaa_pub7292_.jpg,3.537037037,3.674074074,session105_iaa_pub7292_.jpg,test,3.2472333908081055,3.315295934677124
session99,iaa_pub6910_.jpg,3.267857143,3.535714286,session99_iaa_pub6910_.jpg,test,3.468154191970825,3.541228771209717
session423,iaa_pub29601_.jpg,3.04,3.292,session423_iaa_pub29601_.jpg,test,3.074331521987915,3.3076274394989014
session311,iaa_pub21705_.jpg,2.9,3.136,session311_iaa_pub21705_.jpg,test,2.981891393661499,3.3255436420440674
session167,iaa_pub11642_.jpg,2.854166667,3.183333333,session167_iaa_pub11642_.jpg,test,3.0837979316711426,3.254021167755127
session243,iaa_pub16970_.jpg,3.770833333,3.8375,session243_iaa_pub16970_.jpg,test,3.600865364074707,3.617152452468872
session168,iaa_pub11699_.jpg,3.520833333,3.695833333,session168_iaa_pub11699_.jpg,test,3.214704990386963,3.3178837299346924
session44,iaa_pub3047_.jpg,3.02,3.244,session44_iaa_pub3047_.jpg,test,2.8936538696289062,3.1684117317199707
session9,iaa_pub613_.jpg,3.020833333,3.233333333,session9_iaa_pub613_.jpg,test,2.820417881011963,3.0339229106903076
session201,iaa_pub14034_.jpg,3.9375,4.041666667,session201_iaa_pub14034_.jpg,test,3.614609479904175,3.6959428787231445
session72,iaa_pub5020_.jpg,2.848484848,3.112121212,session72_iaa_pub5020_.jpg,test,2.6496353149414062,2.801239252090454
session26,iaa_pub1753_.jpg,2.56,2.768,session26_iaa_pub1753_.jpg,test,2.128757953643799,2.3932793140411377
session307,iaa_pub21423_.jpg,3.586956522,3.843478261,session307_iaa_pub21423_.jpg,test,2.965970516204834,3.00691819190979
session68,iaa_pub4726_.jpg,1.395833333,1.533333333,session68_iaa_pub4726_.jpg,test,1.2359260320663452,1.3543620109558105
session237,iaa_pub16583_.jpg,1.291666667,1.316666667,session237_iaa_pub16583_.jpg,test,1.7966514825820923,1.920555591583252
session411,iaa_pub28764_.jpg,2.239130435,2.382608696,session411_iaa_pub28764_.jpg,test,2.319779872894287,2.574608564376831
session253,iaa_pub17689_.jpg,3.307692308,3.426923077,session253_iaa_pub17689_.jpg,test,3.3608152866363525,3.455568552017212
session118,iaa_pub8252_.jpg,2.74,2.812,session118_iaa_pub8252_.jpg,test,2.667165756225586,2.83478045463562
session179,iaa_pub12466_.jpg,3.78,3.832,session179_iaa_pub12466_.jpg,test,3.5817408561706543,3.8104004859924316
session381,iaa_pub26646_.jpg,2.97826087,3.317391304,session381_iaa_pub26646_.jpg,test,2.780003070831299,3.0718541145324707
session38,iaa_pub2651_.jpg,2.520833333,2.691666667,session38_iaa_pub2651_.jpg,test,2.435336112976074,2.559725046157837
session17,iaa_pub1159_.jpg,2.612903226,2.809677419,session17_iaa_pub1159_.jpg,test,2.40264892578125,2.6529057025909424
session114,iaa_pub7951_.jpg,3.222222222,3.344444444,session114_iaa_pub7951_.jpg,test,3.2332305908203125,3.390432834625244
session403,iaa_pub28169_.jpg,3.456521739,3.686956522,session403_iaa_pub28169_.jpg,test,3.3806092739105225,3.552211046218872
session48,iaa_pub3323_.jpg,3.12,3.308,session48_iaa_pub3323_.jpg,test,2.771008014678955,3.029613494873047
session331,iaa_pub23155_.jpg,3.0,3.176,session331_iaa_pub23155_.jpg,test,2.852965831756592,3.1181323528289795
session69,iaa_pub4790_.jpg,3.88,3.988,session69_iaa_pub4790_.jpg,test,3.615635395050049,3.7940797805786133
session372,iaa_pub25975_.jpg,3.48,3.588,session372_iaa_pub25975_.jpg,test,3.596346378326416,3.726480722427368
session395,iaa_pub27633_.jpg,2.875,3.091666667,session395_iaa_pub27633_.jpg,test,2.8356759548187256,3.04213285446167
session223,iaa_pub15588_.jpg,3.458333333,3.6875,session223_iaa_pub15588_.jpg,test,3.4257516860961914,3.508850336074829
session352,iaa_pub24592_.jpg,2.965517241,3.165517241,session352_iaa_pub24592_.jpg,test,2.3400464057922363,2.638035774230957
session187,iaa_pub13045_.jpg,3.066666667,3.29,session187_iaa_pub13045_.jpg,test,2.940321922302246,3.2683846950531006
session212,iaa_pub14794_.jpg,3.270833333,3.4375,session212_iaa_pub14794_.jpg,test,3.1794042587280273,3.309662103652954
session433,iaa_pub30261_.jpg,3.291666667,3.420833333,session433_iaa_pub30261_.jpg,test,3.132357120513916,3.278714418411255
session25,iaa_pub1742_.jpg,3.291666667,3.145833333,session25_iaa_pub1742_.jpg,test,2.9335670471191406,3.1195478439331055
session224,iaa_pub15664_.jpg,3.565217391,3.695652174,session224_iaa_pub15664_.jpg,test,3.399606227874756,3.512880563735962
session56,iaa_pub3873_.jpg,3.083333333,3.320833333,session56_iaa_pub3873_.jpg,test,3.0753886699676514,3.12210750579834
session33,iaa_pub2288_.jpg,3.788461538,3.965384615,session33_iaa_pub2288_.jpg,test,3.4076027870178223,3.6383349895477295
session332,iaa_pub23240_.jpg,2.14,2.2,session332_iaa_pub23240_.jpg,test,1.8175207376480103,2.039064407348633
session280,iaa_pub19561_.jpg,3.520833333,3.566666667,session280_iaa_pub19561_.jpg,test,3.296520709991455,3.5313310623168945
session149,iaa_pub10380_.jpg,3.645833333,3.791666667,session149_iaa_pub10380_.jpg,test,3.3859989643096924,3.5987741947174072
session179,iaa_pub12463_.jpg,3.32,3.456,session179_iaa_pub12463_.jpg,test,3.158759832382202,3.3353679180145264
session327,iaa_pub22856_.jpg,3.458333333,3.591666667,session327_iaa_pub22856_.jpg,test,3.323732614517212,3.300475597381592
session17,iaa_pub1168_.jpg,3.677419355,3.738709677,session17_iaa_pub1168_.jpg,test,2.6381306648254395,2.8669896125793457
session70,iaa_pub4880_.jpg,2.152173913,2.326086957,session70_iaa_pub4880_.jpg,test,2.395968437194824,2.5583953857421875
session208,iaa_pub14555_.jpg,2.52,2.696,session208_iaa_pub14555_.jpg,test,2.598612070083618,2.571988344192505
session267,iaa_pub18652_.jpg,2.6875,3.008333333,session267_iaa_pub18652_.jpg,test,2.69865083694458,2.884856939315796
session202,iaa_pub14091_.jpg,3.26,3.5,session202_iaa_pub14091_.jpg,test,3.115283966064453,3.337347984313965
session57,iaa_pub3960_.jpg,3.055555556,3.255555556,session57_iaa_pub3960_.jpg,test,2.984889507293701,3.1389405727386475
session348,iaa_pub24313_.jpg,3.791666667,3.891666667,session348_iaa_pub24313_.jpg,test,3.7268011569976807,3.79634165763855
session54,iaa_pub3754_.jpg,3.48,3.6,session54_iaa_pub3754_.jpg,test,3.1951799392700195,3.4991419315338135
session229,iaa_pub15996_.jpg,2.333333333,2.5125,session229_iaa_pub15996_.jpg,test,2.121971845626831,2.4103240966796875
session267,iaa_pub18677_.jpg,1.354166667,1.475,session267_iaa_pub18677_.jpg,test,1.4953373670578003,1.5278823375701904
session207,iaa_pub14484_.jpg,2.92,3.044,session207_iaa_pub14484_.jpg,test,2.8285610675811768,2.9917829036712646
session344,iaa_pub24044_.jpg,2.916666667,3.125,session344_iaa_pub24044_.jpg,test,2.895552158355713,3.1636898517608643
session117,iaa_pub8159_.jpg,2.692307692,2.880769231,session117_iaa_pub8159_.jpg,test,2.6054234504699707,2.95129656791687
session139,iaa_pub9714_.jpg,3.479166667,3.670833333,session139_iaa_pub9714_.jpg,test,3.303807497024536,3.5055949687957764
session336,iaa_pub23515_.jpg,3.2,3.384,session336_iaa_pub23515_.jpg,test,3.0658955574035645,3.2886745929718018
session88,iaa_pub6157_.jpg,1.395833333,1.45,session88_iaa_pub6157_.jpg,test,1.5087462663650513,1.6428697109222412
session154,iaa_pub10780_.jpg,3.4375,3.5625,session154_iaa_pub10780_.jpg,test,3.120720386505127,3.269996404647827
session403,iaa_pub28170_.jpg,3.043478261,3.339130435,session403_iaa_pub28170_.jpg,test,2.854914426803589,3.123680830001831
session258,iaa_pub18035_.jpg,3.173076923,3.4,session258_iaa_pub18035_.jpg,test,3.2564592361450195,3.5594027042388916
session301,iaa_pub21051_.jpg,3.260869565,3.382608696,session301_iaa_pub21051_.jpg,test,2.54195499420166,2.929278612136841
session278,iaa_pub19412_.jpg,3.291666667,3.625,session278_iaa_pub19412_.jpg,test,3.120907783508301,3.3962905406951904
session276,iaa_pub19272_.jpg,3.479166667,3.529166667,session276_iaa_pub19272_.jpg,test,3.3150954246520996,3.529015302658081
session103,iaa_pub7144_.jpg,1.52,1.608,session103_iaa_pub7144_.jpg,test,1.6497992277145386,1.765350580215454
session326,iaa_pub22770_.jpg,3.192307692,3.353846154,session326_iaa_pub22770_.jpg,test,3.262326240539551,3.518951654434204
session88,iaa_pub6113_.jpg,2.895833333,3.175,session88_iaa_pub6113_.jpg,test,2.804161548614502,3.0074563026428223
session388,iaa_pub27155_.jpg,2.854166667,3.208333333,session388_iaa_pub27155_.jpg,test,3.101191997528076,3.270827054977417
session349,iaa_pub24423_.jpg,2.64,2.876,session349_iaa_pub24423_.jpg,test,2.4844419956207275,2.5664684772491455
session87,iaa_pub6039_.jpg,3.645833333,3.833333333,session87_iaa_pub6039_.jpg,test,3.424135684967041,3.7125701904296875
session212,iaa_pub14831_.jpg,3.770833333,3.754166667,session212_iaa_pub14831_.jpg,test,3.545797109603882,3.5626652240753174
session383,iaa_pub26752_.jpg,3.092592593,3.351851852,session383_iaa_pub26752_.jpg,test,3.0358455181121826,3.228435754776001
session152,iaa_pub10600_.jpg,3.461538462,3.603846154,session152_iaa_pub10600_.jpg,test,3.60642147064209,3.704038381576538
session25,iaa_pub1698_.jpg,3.916666667,3.929166667,session25_iaa_pub1698_.jpg,test,3.6894145011901855,3.8090851306915283
session62,iaa_pub4331_.jpg,3.18,3.336,session62_iaa_pub4331_.jpg,test,3.234527826309204,3.350360155105591
session217,iaa_pub15162_.jpg,3.145833333,3.35,session217_iaa_pub15162_.jpg,test,2.843660354614258,3.0522143840789795
session365,iaa_pub25528_.jpg,3.34,3.604,session365_iaa_pub25528_.jpg,test,3.098998546600342,3.3537356853485107
session140,iaa_pub9744_.jpg,1.833333333,1.966666667,session140_iaa_pub9744_.jpg,test,1.6206029653549194,1.8333327770233154
session305,iaa_pub21296_.jpg,3.0,3.412,session305_iaa_pub21296_.jpg,test,3.327591896057129,3.4031264781951904
session118,iaa_pub8197_.jpg,3.06,3.472,session118_iaa_pub8197_.jpg,test,2.955268144607544,3.206526279449463
session130,iaa_pub9046_.jpg,3.8,3.924,session130_iaa_pub9046_.jpg,test,3.446889877319336,3.4819185733795166
session445,iaa_pub31119_.jpg,3.0,3.27826087,session445_iaa_pub31119_.jpg,test,2.7635388374328613,3.025230884552002
session216,iaa_pub15102_.jpg,3.46,3.476,session216_iaa_pub15102_.jpg,test,3.054436683654785,3.286566972732544
session201,iaa_pub14002_.jpg,3.395833333,3.408333333,session201_iaa_pub14002_.jpg,test,2.9696922302246094,3.0902597904205322
session221,iaa_pub15420_.jpg,3.307692308,3.596153846,session221_iaa_pub15420_.jpg,test,3.2076690196990967,3.3901236057281494
session279,iaa_pub19488_.jpg,1.613636364,1.695454545,session279_iaa_pub19488_.jpg,test,1.653747797012329,1.76926851272583
session139,iaa_pub9708_.jpg,3.708333333,3.891666667,session139_iaa_pub9708_.jpg,test,3.691689968109131,3.7927405834198
session341,iaa_pub23853_.jpg,3.26,3.408,session341_iaa_pub23853_.jpg,test,3.0812230110168457,3.5373566150665283
session155,iaa_pub10837_.jpg,3.434782609,3.534782609,session155_iaa_pub10837_.jpg,test,3.4223506450653076,3.542048692703247
session6,iaa_pub402_.jpg,3.066666667,3.27,session6_iaa_pub402_.jpg,test,2.8741941452026367,3.02909779548645
session92,iaa_pub6389_.jpg,2.96,3.16,session92_iaa_pub6389_.jpg,test,2.893693685531616,3.0287792682647705
session417,iaa_pub29163_.jpg,3.52,3.728,session417_iaa_pub29163_.jpg,test,3.4751133918762207,3.632824659347534
session169,iaa_pub11776_.jpg,3.24,3.536,session169_iaa_pub11776_.jpg,test,2.927839756011963,3.141817331314087
session122,iaa_pub8524_.jpg,3.903846154,4.042307692,session122_iaa_pub8524_.jpg,test,3.911341667175293,3.9511749744415283
session178,iaa_pub12411_.jpg,3.615384615,3.665384615,session178_iaa_pub12411_.jpg,test,3.304121255874634,3.6760928630828857
session27,iaa_pub1862_.jpg,3.34,3.552,session27_iaa_pub1862_.jpg,test,3.2136037349700928,3.365072011947632
session401,iaa_pub28007_.jpg,1.770833333,1.754166667,session401_iaa_pub28007_.jpg,test,1.4384812116622925,1.5821566581726074
session31,iaa_pub2109_.jpg,3.96,4.012,session31_iaa_pub2109_.jpg,test,3.5710623264312744,3.6995131969451904
session218,iaa_pub15248_.jpg,2.636363636,2.827272727,session218_iaa_pub15248_.jpg,test,2.3665854930877686,2.5884735584259033
session11,iaa_pub714_.jpg,3.4,3.536,session11_iaa_pub714_.jpg,test,3.451214551925659,3.594306230545044
session11,iaa_pub760_.jpg,3.7,3.864,session11_iaa_pub760_.jpg,test,3.421593427658081,3.559471368789673
session148,iaa_pub10358_.jpg,3.666666667,3.879166667,session148_iaa_pub10358_.jpg,test,3.6046104431152344,3.748471736907959
session352,iaa_pub24584_.jpg,3.482758621,3.531034483,session352_iaa_pub24584_.jpg,test,3.0493581295013428,3.158210039138794
session163,iaa_pub11369_.jpg,3.634615385,3.807692308,session163_iaa_pub11369_.jpg,test,3.6561994552612305,3.6743643283843994
