sessionId,imageName,aestheticScore,qualityScore,sessionId_imageName,set,pred_aesthetic
session236,iaa_pub16471_.jpg,3.173076923,3.346153846,session236_iaa_pub16471_.jpg,test,3.2868690490722656
session363,iaa_pub25373_.jpg,3.333333333,3.547619048,session363_iaa_pub25373_.jpg,test,3.329692840576172
session218,iaa_pub15207_.jpg,3.45,3.525,session218_iaa_pub15207_.jpg,test,3.1085188388824463
session172,iaa_pub12014_.jpg,3.108695652,3.069565217,session172_iaa_pub12014_.jpg,test,3.3609073162078857
session174,iaa_pub12165_.jpg,3.543478261,3.565217391,session174_iaa_pub12165_.jpg,test,3.4542391300201416
session168,iaa_pub11747_.jpg,2.434782609,2.639130435,session168_iaa_pub11747_.jpg,test,2.367633581161499
session26,iaa_pub1775_.jpg,3.541666667,3.654166667,session26_iaa_pub1775_.jpg,test,3.242765188217163
session365,iaa_pub25499_.jpg,3.380952381,3.652380952,session365_iaa_pub25499_.jpg,test,2.999211549758911
session41,iaa_pub2868_.jpg,3.52173913,3.713043478,session41_iaa_pub2868_.jpg,test,3.2870030403137207
session299,iaa_pub20894_.jpg,3.043478261,3.334782609,session299_iaa_pub20894_.jpg,test,2.991121292114258
session417,iaa_pub29141_.jpg,3.869565217,3.991304348,session417_iaa_pub29141_.jpg,test,3.553316831588745
session406,iaa_pub28407_.jpg,3.555555556,3.662962963,session406_iaa_pub28407_.jpg,test,3.3094162940979004
session327,iaa_pub22881_.jpg,3.347826087,3.47826087,session327_iaa_pub22881_.jpg,test,3.2660887241363525
session275,iaa_pub19223_.jpg,3.477272727,3.572727273,session275_iaa_pub19223_.jpg,test,3.280210494995117
session256,iaa_pub17908_.jpg,3.380952381,3.461904762,session256_iaa_pub17908_.jpg,test,3.4648375511169434
session375,iaa_pub26205_.jpg,3.413043478,3.530434783,session375_iaa_pub26205_.jpg,test,3.298456907272339
session320,iaa_pub22389_.jpg,3.347826087,3.560869565,session320_iaa_pub22389_.jpg,test,3.535538911819458
session19,iaa_pub1269_.jpg,3.612903226,3.803225806,session19_iaa_pub1269_.jpg,test,3.6538491249084473
session445,iaa_pub31106_.jpg,3.869565217,4.013043478,session445_iaa_pub31106_.jpg,test,3.634876251220703
session324,iaa_pub22679_.jpg,3.673913043,3.882608696,session324_iaa_pub22679_.jpg,test,3.628596544265747
session289,iaa_pub20197_.jpg,3.857142857,4.033333333,session289_iaa_pub20197_.jpg,test,3.6730902194976807
session379,iaa_pub26492_.jpg,3.363636364,3.531818182,session379_iaa_pub26492_.jpg,test,3.1313273906707764
session27,iaa_pub1827_.jpg,2.5,2.839130435,session27_iaa_pub1827_.jpg,test,2.7161941528320312
session122,iaa_pub8516_.jpg,2.86,3.1,session122_iaa_pub8516_.jpg,test,2.6997954845428467
session360,iaa_pub25185_.jpg,3.189655172,3.379310345,session360_iaa_pub25185_.jpg,test,3.4418458938598633
session321,iaa_pub22409_.jpg,3.340909091,3.513636364,session321_iaa_pub22409_.jpg,test,3.505185842514038
session201,iaa_pub14033_.jpg,1.413043478,1.447826087,session201_iaa_pub14033_.jpg,test,1.6292939186096191
session382,iaa_pub26737_.jpg,3.442307692,3.673076923,session382_iaa_pub26737_.jpg,test,3.2609944343566895
session53,iaa_pub3707_.jpg,1.454545455,1.586363636,session53_iaa_pub3707_.jpg,test,1.773948073387146
session248,iaa_pub17297_.jpg,3.136363636,3.340909091,session248_iaa_pub17297_.jpg,test,3.1189005374908447
session40,iaa_pub2785_.jpg,2.571428571,2.847619048,session40_iaa_pub2785_.jpg,test,2.7050368785858154
session434,iaa_pub30354_.jpg,3.704545455,3.890909091,session434_iaa_pub30354_.jpg,test,3.4393012523651123
session172,iaa_pub11973_.jpg,4.065217391,4.082608696,session172_iaa_pub11973_.jpg,test,3.666914224624634
session316,iaa_pub22088_.jpg,2.520833333,2.716666667,session316_iaa_pub22088_.jpg,test,2.5530149936676025
session336,iaa_pub23490_.jpg,3.304347826,3.573913043,session336_iaa_pub23490_.jpg,test,3.1848976612091064
session370,iaa_pub25840_.jpg,3.203125,3.384375,session370_iaa_pub25840_.jpg,test,3.1932456493377686
session152,iaa_pub10598_.jpg,2.791666667,2.9875,session152_iaa_pub10598_.jpg,test,2.8314199447631836
session295,iaa_pub20596_.jpg,3.068181818,3.277272727,session295_iaa_pub20596_.jpg,test,2.9087202548980713
session164,iaa_pub11427_.jpg,2.590909091,2.654545455,session164_iaa_pub11427_.jpg,test,2.6917121410369873
session73,iaa_pub5042_.jpg,3.173913043,3.352173913,session73_iaa_pub5042_.jpg,test,2.7922353744506836
session157,iaa_pub10942_.jpg,3.565217391,3.634782609,session157_iaa_pub10942_.jpg,test,3.4812114238739014
session182,iaa_pub12731_.jpg,1.652173913,1.786956522,session182_iaa_pub12731_.jpg,test,1.5174660682678223
session421,iaa_pub29421_.jpg,3.291666667,3.541666667,session421_iaa_pub29421_.jpg,test,3.188598394393921
session81,iaa_pub5670_.jpg,1.95,2.085,session81_iaa_pub5670_.jpg,test,1.560568928718567
session79,iaa_pub5470_.jpg,4.145833333,4.233333333,session79_iaa_pub5470_.jpg,test,3.6255409717559814
session3,iaa_pub169_.jpg,3.75,3.85,session3_iaa_pub169_.jpg,test,3.5533196926116943
session201,iaa_pub14043_.jpg,2.347826087,2.408695652,session201_iaa_pub14043_.jpg,test,2.5749123096466064
session437,iaa_pub30551_.jpg,3.543478261,3.595652174,session437_iaa_pub30551_.jpg,test,3.3559069633483887
session137,iaa_pub9527_.jpg,3.075,3.27,session137_iaa_pub9527_.jpg,test,3.154289960861206
session246,iaa_pub17208_.jpg,2.545454545,2.7,session246_iaa_pub17208_.jpg,test,2.4060823917388916
session81,iaa_pub5642_.jpg,3.1,3.22,session81_iaa_pub5642_.jpg,test,2.8972551822662354
session390,iaa_pub27255_.jpg,2.15,2.26,session390_iaa_pub27255_.jpg,test,2.207658529281616
session307,iaa_pub21457_.jpg,2.130434783,2.273913043,session307_iaa_pub21457_.jpg,test,2.3261539936065674
session80,iaa_pub5544_.jpg,3.086956522,3.426086957,session80_iaa_pub5544_.jpg,test,3.047645330429077
session432,iaa_pub30212_.jpg,3.3125,3.5875,session432_iaa_pub30212_.jpg,test,2.912198781967163
session299,iaa_pub20923_.jpg,3.608695652,3.786956522,session299_iaa_pub20923_.jpg,test,3.4205448627471924
session66,iaa_pub4578_.jpg,3.291666667,3.516666667,session66_iaa_pub4578_.jpg,test,3.242161273956299
session317,iaa_pub22131_.jpg,2.642857143,2.728571429,session317_iaa_pub22131_.jpg,test,2.105921506881714
session94,iaa_pub6541_.jpg,2.826923077,3.080769231,session94_iaa_pub6541_.jpg,test,3.0285279750823975
session24,iaa_pub1650_.jpg,3.041666667,3.2875,session24_iaa_pub1650_.jpg,test,3.075117826461792
session274,iaa_pub19170_.jpg,4.108695652,4.082608696,session274_iaa_pub19170_.jpg,test,3.8001458644866943
session152,iaa_pub10619_.jpg,1.770833333,1.65,session152_iaa_pub10619_.jpg,test,1.4897947311401367
session103,iaa_pub7173_.jpg,1.847826087,1.930434783,session103_iaa_pub7173_.jpg,test,1.9445478916168213
session170,iaa_pub11876_.jpg,3.818181818,3.918181818,session170_iaa_pub11876_.jpg,test,3.6557395458221436
session399,iaa_pub27867_.jpg,2.75,3.007142857,session399_iaa_pub27867_.jpg,test,2.5244133472442627
session256,iaa_pub17885_.jpg,3.547619048,3.819047619,session256_iaa_pub17885_.jpg,test,3.3767831325531006
session44,iaa_pub3062_.jpg,3.54,3.768,session44_iaa_pub3062_.jpg,test,3.3747503757476807
session277,iaa_pub19376_.jpg,3.913043478,3.982608696,session277_iaa_pub19376_.jpg,test,3.7135257720947266
session352,iaa_pub24592_.jpg,3.018518519,3.196296296,session352_iaa_pub24592_.jpg,test,2.456904649734497
session285,iaa_pub19907_.jpg,3.326086957,3.504347826,session285_iaa_pub19907_.jpg,test,3.0589046478271484
session227,iaa_pub15870_.jpg,1.545454545,1.686363636,session227_iaa_pub15870_.jpg,test,1.6658047437667847
session406,iaa_pub28404_.jpg,3.555555556,3.648148148,session406_iaa_pub28404_.jpg,test,3.2287209033966064
session31,iaa_pub2111_.jpg,3.2,3.476,session31_iaa_pub2111_.jpg,test,3.254351854324341
session146,iaa_pub10206_.jpg,1.152173913,1.208695652,session146_iaa_pub10206_.jpg,test,1.2129135131835938
session407,iaa_pub28464_.jpg,2.833333333,3.047619048,session407_iaa_pub28464_.jpg,test,2.6693058013916016
session396,iaa_pub27704_.jpg,2.543478261,2.865217391,session396_iaa_pub27704_.jpg,test,2.3868210315704346
session246,iaa_pub17172_.jpg,3.272727273,3.3,session246_iaa_pub17172_.jpg,test,2.8866004943847656
session60,iaa_pub4146_.jpg,3.287878788,3.36969697,session60_iaa_pub4146_.jpg,test,3.139108419418335
session167,iaa_pub11639_.jpg,3.065217391,3.360869565,session167_iaa_pub11639_.jpg,test,3.006621837615967
session395,iaa_pub27638_.jpg,4.0,4.017391304,session395_iaa_pub27638_.jpg,test,3.6219043731689453
session102,iaa_pub7107_.jpg,2.729166667,2.954166667,session102_iaa_pub7107_.jpg,test,2.77136492729187
session44,iaa_pub3063_.jpg,3.26,3.452,session44_iaa_pub3063_.jpg,test,3.449281930923462
session360,iaa_pub25184_.jpg,2.568965517,2.75862069,session360_iaa_pub25184_.jpg,test,2.6624984741210938
session300,iaa_pub20971_.jpg,2.113636364,2.345454545,session300_iaa_pub20971_.jpg,test,2.365819215774536
session130,iaa_pub9055_.jpg,3.760869565,3.969565217,session130_iaa_pub9055_.jpg,test,3.6553895473480225
session72,iaa_pub4999_.jpg,4.214285714,4.289285714,session72_iaa_pub4999_.jpg,test,3.9488420486450195
session238,iaa_pub16635_.jpg,3.52173913,3.691304348,session238_iaa_pub16635_.jpg,test,3.273505926132202
session237,iaa_pub16541_.jpg,2.086956522,2.265217391,session237_iaa_pub16541_.jpg,test,2.199512243270874
session249,iaa_pub17407_.jpg,3.583333333,3.766666667,session249_iaa_pub17407_.jpg,test,3.3916099071502686
session265,iaa_pub18513_.jpg,2.948275862,3.079310345,session265_iaa_pub18513_.jpg,test,3.000131130218506
session165,iaa_pub11549_.jpg,3.666666667,3.783333333,session165_iaa_pub11549_.jpg,test,3.529195547103882
session358,iaa_pub25002_.jpg,3.159090909,3.359090909,session358_iaa_pub25002_.jpg,test,3.095696449279785
session216,iaa_pub15085_.jpg,3.434782609,3.626086957,session216_iaa_pub15085_.jpg,test,3.1812126636505127
session186,iaa_pub12973_.jpg,3.461538462,3.615384615,session186_iaa_pub12973_.jpg,test,3.3656299114227295
session70,iaa_pub4851_.jpg,2.9,3.165,session70_iaa_pub4851_.jpg,test,2.797724962234497
session98,iaa_pub6820_.jpg,3.25,3.442307692,session98_iaa_pub6820_.jpg,test,3.5265164375305176
session60,iaa_pub4174_.jpg,3.833333333,3.896969697,session60_iaa_pub4174_.jpg,test,3.5561749935150146
session63,iaa_pub4372_.jpg,1.695652174,1.786956522,session63_iaa_pub4372_.jpg,test,1.436787724494934
session404,iaa_pub28237_.jpg,3.447368421,3.731578947,session404_iaa_pub28237_.jpg,test,3.458005428314209
session225,iaa_pub15681_.jpg,3.166666667,3.352380952,session225_iaa_pub15681_.jpg,test,3.086793899536133
session88,iaa_pub6148_.jpg,1.636363636,1.781818182,session88_iaa_pub6148_.jpg,test,1.7288165092468262
session33,iaa_pub2291_.jpg,3.18,3.448,session33_iaa_pub2291_.jpg,test,3.023902654647827
session169,iaa_pub11826_.jpg,1.854166667,1.991666667,session169_iaa_pub11826_.jpg,test,1.9590270519256592
session399,iaa_pub27863_.jpg,3.446428571,3.603571429,session399_iaa_pub27863_.jpg,test,3.0324811935424805
session281,iaa_pub19609_.jpg,3.19047619,3.285714286,session281_iaa_pub19609_.jpg,test,2.8248465061187744
session438,iaa_pub30644_.jpg,3.565217391,3.77826087,session438_iaa_pub30644_.jpg,test,3.0899569988250732
session199,iaa_pub13868_.jpg,3.152173913,3.408695652,session199_iaa_pub13868_.jpg,test,3.4909145832061768
session411,iaa_pub28704_.jpg,3.318181818,3.390909091,session411_iaa_pub28704_.jpg,test,3.156484603881836
session14,iaa_pub950_.jpg,3.652173913,3.834782609,session14_iaa_pub950_.jpg,test,3.653266668319702
session362,iaa_pub25274_.jpg,3.673913043,3.773913043,session362_iaa_pub25274_.jpg,test,3.7124197483062744
session93,iaa_pub6483_.jpg,3.976190476,4.028571429,session93_iaa_pub6483_.jpg,test,3.6677982807159424
session118,iaa_pub8211_.jpg,3.25,3.508333333,session118_iaa_pub8211_.jpg,test,2.8460612297058105
session165,iaa_pub11531_.jpg,3.25,3.545833333,session165_iaa_pub11531_.jpg,test,3.075397491455078
session117,iaa_pub8167_.jpg,3.065217391,3.295652174,session117_iaa_pub8167_.jpg,test,2.565138578414917
session313,iaa_pub21852_.jpg,3.347826087,3.565217391,session313_iaa_pub21852_.jpg,test,3.182941198348999
session405,iaa_pub28296_.jpg,3.227272727,3.345454545,session405_iaa_pub28296_.jpg,test,3.0664780139923096
session145,iaa_pub10104_.jpg,3.608695652,3.834782609,session145_iaa_pub10104_.jpg,test,3.651569366455078
session259,iaa_pub18113_.jpg,1.880952381,2.042857143,session259_iaa_pub18113_.jpg,test,1.7749700546264648
session57,iaa_pub3949_.jpg,3.203703704,3.411111111,session57_iaa_pub3949_.jpg,test,2.9374470710754395
session298,iaa_pub20821_.jpg,2.772727273,3.118181818,session298_iaa_pub20821_.jpg,test,3.016895055770874
session314,iaa_pub21913_.jpg,3.854166667,3.995833333,session314_iaa_pub21913_.jpg,test,3.588693380355835
session29,iaa_pub2028_.jpg,3.204545455,3.377272727,session29_iaa_pub2028_.jpg,test,3.0556228160858154
session279,iaa_pub19499_.jpg,3.681818182,3.75,session279_iaa_pub19499_.jpg,test,3.374859094619751
session2,iaa_pub72_.jpg,2.52,2.716,session2_iaa_pub72_.jpg,test,2.4872820377349854
session96,iaa_pub6669_.jpg,2.847826087,3.095652174,session96_iaa_pub6669_.jpg,test,2.65627121925354
session423,iaa_pub29557_.jpg,3.113636364,3.354545455,session423_iaa_pub29557_.jpg,test,3.2394492626190186
session225,iaa_pub15720_.jpg,1.261904762,1.285714286,session225_iaa_pub15720_.jpg,test,1.5119867324829102
session322,iaa_pub22540_.jpg,4.022727273,4.131818182,session322_iaa_pub22540_.jpg,test,3.879427194595337
session100,iaa_pub6989_.jpg,2.921052632,3.089473684,session100_iaa_pub6989_.jpg,test,2.8868963718414307
session221,iaa_pub15423_.jpg,2.565217391,2.782608696,session221_iaa_pub15423_.jpg,test,2.6567533016204834
session73,iaa_pub5073_.jpg,2.891304348,3.0,session73_iaa_pub5073_.jpg,test,2.61023211479187
session191,iaa_pub13301_.jpg,3.454545455,3.690909091,session191_iaa_pub13301_.jpg,test,3.2891132831573486
session395,iaa_pub27622_.jpg,3.173913043,3.443478261,session395_iaa_pub27622_.jpg,test,3.0908315181732178
session45,iaa_pub3144_.jpg,2.925925926,3.188888889,session45_iaa_pub3144_.jpg,test,2.773620367050171
session158,iaa_pub11035_.jpg,2.55,2.69,session158_iaa_pub11035_.jpg,test,3.0596868991851807
session355,iaa_pub24791_.jpg,2.979166667,3.233333333,session355_iaa_pub24791_.jpg,test,3.023344039916992
session46,iaa_pub3168_.jpg,3.02173913,3.126086957,session46_iaa_pub3168_.jpg,test,2.8875720500946045
session127,iaa_pub8871_.jpg,2.86,3.128,session127_iaa_pub8871_.jpg,test,3.3790361881256104
session277,iaa_pub19341_.jpg,3.760869565,3.843478261,session277_iaa_pub19341_.jpg,test,3.684880018234253
session296,iaa_pub20680_.jpg,3.181818182,3.377272727,session296_iaa_pub20680_.jpg,test,3.4443259239196777
session30,iaa_pub2097_.jpg,2.9,3.224,session30_iaa_pub2097_.jpg,test,2.743501663208008
session224,iaa_pub15657_.jpg,3.333333333,3.557142857,session224_iaa_pub15657_.jpg,test,3.2060649394989014
session414,iaa_pub28959_.jpg,2.934782609,3.252173913,session414_iaa_pub28959_.jpg,test,3.0275559425354004
session70,iaa_pub4900_.jpg,3.0,3.15,session70_iaa_pub4900_.jpg,test,2.9967949390411377
session103,iaa_pub7155_.jpg,3.065217391,3.269565217,session103_iaa_pub7155_.jpg,test,3.14453387260437
session171,iaa_pub11943_.jpg,3.24,3.68,session171_iaa_pub11943_.jpg,test,2.7772767543792725
session155,iaa_pub10798_.jpg,3.954545455,4.027272727,session155_iaa_pub10798_.jpg,test,3.7705862522125244
session324,iaa_pub22678_.jpg,3.086956522,3.273913043,session324_iaa_pub22678_.jpg,test,3.0594356060028076
session15,iaa_pub999_.jpg,2.74,2.836,session15_iaa_pub999_.jpg,test,3.0598556995391846
session133,iaa_pub9252_.jpg,3.14,3.24,session133_iaa_pub9252_.jpg,test,2.999850034713745
session409,iaa_pub28614_.jpg,2.956521739,3.282608696,session409_iaa_pub28614_.jpg,test,3.0114924907684326
session14,iaa_pub927_.jpg,3.804347826,3.973913043,session14_iaa_pub927_.jpg,test,3.3603124618530273
session34,iaa_pub2334_.jpg,3.326086957,3.539130435,session34_iaa_pub2334_.jpg,test,3.1232712268829346
session53,iaa_pub3683_.jpg,2.113636364,2.136363636,session53_iaa_pub3683_.jpg,test,2.242297649383545
session433,iaa_pub30299_.jpg,3.568181818,3.609090909,session433_iaa_pub30299_.jpg,test,3.0502068996429443
session377,iaa_pub26321_.jpg,3.25,3.404545455,session377_iaa_pub26321_.jpg,test,3.0830535888671875
session86,iaa_pub5960_.jpg,3.395833333,3.570833333,session86_iaa_pub5960_.jpg,test,3.1225569248199463
session223,iaa_pub15547_.jpg,2.847826087,2.986956522,session223_iaa_pub15547_.jpg,test,2.7234387397766113
session156,iaa_pub10854_.jpg,3.1,3.3,session156_iaa_pub10854_.jpg,test,2.97469425201416
session105,iaa_pub7305_.jpg,2.846153846,2.873076923,session105_iaa_pub7305_.jpg,test,2.6891698837280273
session57,iaa_pub3960_.jpg,3.055555556,3.255555556,session57_iaa_pub3960_.jpg,test,2.9636611938476562
session335,iaa_pub23435_.jpg,3.1,3.24,session335_iaa_pub23435_.jpg,test,3.0374014377593994
session363,iaa_pub25362_.jpg,2.80952381,3.004761905,session363_iaa_pub25362_.jpg,test,2.2489490509033203
session327,iaa_pub22882_.jpg,2.086956522,2.152173913,session327_iaa_pub22882_.jpg,test,1.8787662982940674
session441,iaa_pub30804_.jpg,3.428571429,3.666666667,session441_iaa_pub30804_.jpg,test,3.5027620792388916
session105,iaa_pub7336_.jpg,2.557692308,2.630769231,session105_iaa_pub7336_.jpg,test,2.5157740116119385
session408,iaa_pub28521_.jpg,3.240740741,3.37037037,session408_iaa_pub28521_.jpg,test,3.3227732181549072
session362,iaa_pub25292_.jpg,1.347826087,1.504347826,session362_iaa_pub25292_.jpg,test,1.4516795873641968
session184,iaa_pub12844_.jpg,3.181818182,3.481818182,session184_iaa_pub12844_.jpg,test,3.286985397338867
session168,iaa_pub11734_.jpg,3.869565217,3.991304348,session168_iaa_pub11734_.jpg,test,3.6239960193634033
session156,iaa_pub10896_.jpg,3.76,3.924,session156_iaa_pub10896_.jpg,test,3.7452428340911865
session213,iaa_pub14849_.jpg,3.0,3.082608696,session213_iaa_pub14849_.jpg,test,2.8673806190490723
session138,iaa_pub9653_.jpg,3.760869565,3.87826087,session138_iaa_pub9653_.jpg,test,3.590973138809204
session117,iaa_pub8183_.jpg,1.413043478,1.491304348,session117_iaa_pub8183_.jpg,test,1.6208717823028564
session13,iaa_pub899_.jpg,3.347826087,3.42173913,session13_iaa_pub899_.jpg,test,3.112152338027954
session250,iaa_pub17460_.jpg,2.586956522,3.004347826,session250_iaa_pub17460_.jpg,test,2.8927581310272217
session157,iaa_pub10976_.jpg,3.52173913,3.582608696,session157_iaa_pub10976_.jpg,test,3.570214033126831
session408,iaa_pub28499_.jpg,3.018518519,3.214814815,session408_iaa_pub28499_.jpg,test,3.089370012283325
session195,iaa_pub13581_.jpg,3.333333333,3.620833333,session195_iaa_pub13581_.jpg,test,3.0688843727111816
session55,iaa_pub3849_.jpg,3.425925926,3.518518519,session55_iaa_pub3849_.jpg,test,3.4147756099700928
session20,iaa_pub1350_.jpg,3.434782609,3.543478261,session20_iaa_pub1350_.jpg,test,3.4264578819274902
session174,iaa_pub12173_.jpg,3.5,3.604347826,session174_iaa_pub12173_.jpg,test,3.430234670639038
session139,iaa_pub9710_.jpg,1.5,1.509090909,session139_iaa_pub9710_.jpg,test,1.6264845132827759
session329,iaa_pub22991_.jpg,2.595238095,2.785714286,session329_iaa_pub22991_.jpg,test,2.9162724018096924
session320,iaa_pub22383_.jpg,3.065217391,3.260869565,session320_iaa_pub22383_.jpg,test,3.257530927658081
session330,iaa_pub23091_.jpg,2.523809524,2.647619048,session330_iaa_pub23091_.jpg,test,2.440460205078125
session325,iaa_pub22744_.jpg,4.159090909,4.195454545,session325_iaa_pub22744_.jpg,test,3.4182076454162598
session89,iaa_pub6215_.jpg,3.652173913,3.817391304,session89_iaa_pub6215_.jpg,test,3.5900521278381348
session440,iaa_pub30785_.jpg,2.619047619,2.652380952,session440_iaa_pub30785_.jpg,test,2.6031782627105713
session64,iaa_pub4416_.jpg,4.076923077,3.996153846,session64_iaa_pub4416_.jpg,test,3.6262712478637695
session438,iaa_pub30610_.jpg,3.413043478,3.556521739,session438_iaa_pub30610_.jpg,test,3.3678677082061768
session62,iaa_pub4334_.jpg,3.5,3.654545455,session62_iaa_pub4334_.jpg,test,3.5557291507720947
session380,iaa_pub26584_.jpg,2.225,2.38,session380_iaa_pub26584_.jpg,test,2.4317150115966797
session206,iaa_pub14385_.jpg,3.625,3.841666667,session206_iaa_pub14385_.jpg,test,3.3799550533294678
session133,iaa_pub9305_.jpg,3.54,3.736,session133_iaa_pub9305_.jpg,test,3.5348317623138428
session445,iaa_pub31142_.jpg,3.630434783,3.839130435,session445_iaa_pub31142_.jpg,test,3.3666865825653076
session297,iaa_pub20752_.jpg,1.826086957,1.943478261,session297_iaa_pub20752_.jpg,test,1.979547142982483
session110,iaa_pub7681_.jpg,3.979166667,4.079166667,session110_iaa_pub7681_.jpg,test,3.553276538848877
session399,iaa_pub27887_.jpg,2.892857143,3.085714286,session399_iaa_pub27887_.jpg,test,2.7433929443359375
session12,iaa_pub832_.jpg,2.863636364,3.086363636,session12_iaa_pub832_.jpg,test,3.0335500240325928
session442,iaa_pub30919_.jpg,3.238095238,3.49047619,session442_iaa_pub30919_.jpg,test,2.9896552562713623
session256,iaa_pub17858_.jpg,3.523809524,3.695238095,session256_iaa_pub17858_.jpg,test,3.1032238006591797
session420,iaa_pub29332_.jpg,3.97826087,4.108695652,session420_iaa_pub29332_.jpg,test,3.652941942214966
session26,iaa_pub1781_.jpg,3.354166667,3.554166667,session26_iaa_pub1781_.jpg,test,3.471782922744751
session186,iaa_pub12996_.jpg,1.596153846,1.696153846,session186_iaa_pub12996_.jpg,test,1.693774938583374
session101,iaa_pub7070_.jpg,3.217391304,3.5,session101_iaa_pub7070_.jpg,test,3.200770616531372
session260,iaa_pub18131_.jpg,2.826086957,3.052173913,session260_iaa_pub18131_.jpg,test,3.305462598800659
session310,iaa_pub21673_.jpg,3.041666667,3.229166667,session310_iaa_pub21673_.jpg,test,3.3541762828826904
session386,iaa_pub26961_.jpg,3.36,3.568,session386_iaa_pub26961_.jpg,test,3.2773540019989014
session58,iaa_pub4013_.jpg,3.383333333,3.47,session58_iaa_pub4013_.jpg,test,3.1695151329040527
session263,iaa_pub18408_.jpg,3.02173913,3.182608696,session263_iaa_pub18408_.jpg,test,3.090906858444214
session44,iaa_pub3011_.jpg,3.12,3.312,session44_iaa_pub3011_.jpg,test,3.0164577960968018
session286,iaa_pub19953_.jpg,2.956521739,3.165217391,session286_iaa_pub19953_.jpg,test,3.0212161540985107
session96,iaa_pub6660_.jpg,3.02173913,3.32173913,session96_iaa_pub6660_.jpg,test,2.95365309715271
session307,iaa_pub21467_.jpg,3.173913043,3.413043478,session307_iaa_pub21467_.jpg,test,3.2390706539154053
session78,iaa_pub5408_.jpg,3.931818182,4.104545455,session78_iaa_pub5408_.jpg,test,3.6736977100372314
session140,iaa_pub9744_.jpg,1.782608696,1.943478261,session140_iaa_pub9744_.jpg,test,1.7210872173309326
session63,iaa_pub4347_.jpg,4.195652174,4.269565217,session63_iaa_pub4347_.jpg,test,3.958496332168579
session273,iaa_pub19049_.jpg,3.739130435,3.852173913,session273_iaa_pub19049_.jpg,test,3.3470730781555176
session219,iaa_pub15308_.jpg,3.58,3.72,session219_iaa_pub15308_.jpg,test,3.036231279373169
session207,iaa_pub14425_.jpg,2.340909091,2.463636364,session207_iaa_pub14425_.jpg,test,2.1884663105010986
session301,iaa_pub21059_.jpg,3.75,3.866666667,session301_iaa_pub21059_.jpg,test,3.6383919715881348
session432,iaa_pub30187_.jpg,3.25,3.5125,session432_iaa_pub30187_.jpg,test,3.0084803104400635
session339,iaa_pub23692_.jpg,3.357142857,3.480952381,session339_iaa_pub23692_.jpg,test,3.0910871028900146
session289,iaa_pub20220_.jpg,3.833333333,3.966666667,session289_iaa_pub20220_.jpg,test,3.027580738067627
session89,iaa_pub6208_.jpg,3.5,3.6,session89_iaa_pub6208_.jpg,test,3.638249158859253
session299,iaa_pub20879_.jpg,2.086956522,2.239130435,session299_iaa_pub20879_.jpg,test,2.360501527786255
session156,iaa_pub10863_.jpg,3.74,3.916,session156_iaa_pub10863_.jpg,test,2.7562787532806396
session196,iaa_pub13654_.jpg,2.825,2.945,session196_iaa_pub13654_.jpg,test,2.6067988872528076
session292,iaa_pub20431_.jpg,3.206896552,3.403448276,session292_iaa_pub20431_.jpg,test,2.9627299308776855
session12,iaa_pub787_.jpg,2.886363636,2.904545455,session12_iaa_pub787_.jpg,test,2.720255136489868
session108,iaa_pub7558_.jpg,3.065217391,3.204347826,session108_iaa_pub7558_.jpg,test,2.8469793796539307
